<FG2 'FG2-SHELL V4.03' (Nov 25 2020) NOW(UTC):23.09.2022 22:58:07>,,,,,,
<FILE: C:\FG2_Shell_V3\data/A543D3/raw/A543D3_20220923155759.f2b>,,,,,,
<LOGGER: $A543D3>,,,,,,
<FILESIZE: 26511 Bytes>,,,,,,
<MEMORY CLEAR>,,,,,,
<PARAMETER_SET: C:\FG2_Shell_V3\data/A543D3/par/A543D3_20220720134631.f2p>,,,,,,
<PERIOD: 3600 sec>,,,,,,
<TIME: 21.07.2022 15:40:06>,,,,,,
<HK-BATUSED: 8.8 % (CALC)>,,,,,,
NO,TIME,#1:oC,#2:X,#3:Y,HK-TEMP:oC,HK-BAT:V
1,21.07.2022 15:40:06,24.7622,5.71064,2.33994,24.76,3.332
<TIME: 21.07.2022 16:00:00>,,,,,,
2,21.07.2022 16:00:00,24.6849,0.531738,2.41701,24.68,3.333
3,21.07.2022 17:00:00,27.8638,-0.0507568,2.5604,,
4,21.07.2022 18:00:00,26.8579,0.0508118,2.51044,,
5,21.07.2022 19:00:00,24.7664,0.0971191,2.5103,,
6,21.07.2022 20:00:00,21.6341,0.109589,2.51873,,
7,21.07.2022 21:00:00,18.6542,0.117993,2.53271,,
8,21.07.2022 22:00:00,17.7876,0.126013,2.53566,17.78,3.331
9,21.07.2022 23:00:00,15.36,0.120575,2.54599,,
10,22.07.2022 00:00:00,13.1738,0.126123,2.55995,,
11,22.07.2022 01:00:00,10.8563,0.107007,2.58109,,
12,22.07.2022 02:00:00,9.98121,0.0953064,2.59499,,
13,22.07.2022 03:00:00,9.85582,0.0958008,2.60414,,
14,22.07.2022 04:00:00,9.77697,0.0560303,2.61724,9.77,3.335
15,22.07.2022 05:00:00,11.8902,0.027301,2.61906,,
16,22.07.2022 06:00:00,12.2013,0.0124695,2.6288,,
17,22.07.2022 07:00:00,18.1473,-0.0138977,2.60359,,
18,22.07.2022 08:00:00,23.4484,-0.0325745,2.56283,,
19,22.07.2022 09:00:00,26.7849,-0.0511963,2.51189,,
20,22.07.2022 10:00:00,29.215,-0.0612488,2.47138,29.21,3.329
21,22.07.2022 11:00:00,32.2489,-0.0566345,2.42217,,
22,22.07.2022 12:00:00,29.6288,-0.0529541,2.4241,,
23,22.07.2022 13:00:00,28.3436,-0.0533936,2.43164,,
24,22.07.2022 14:00:00,24.4584,-0.0596008,2.44071,,
25,22.07.2022 15:00:00,26.251,-0.0680603,2.41601,,
26,22.07.2022 16:00:00,25.3923,-0.0709167,2.4178,25.39,3.331
27,22.07.2022 17:00:00,24.5441,-0.0721252,2.42503,,
28,22.07.2022 18:00:00,27.304,-0.0616333,2.39833,,
29,22.07.2022 19:00:00,26.3944,-0.0719604,2.40627,,
30,22.07.2022 20:00:00,22.2918,-0.0748718,2.42595,,
31,22.07.2022 21:00:00,19.1182,-0.0647095,2.43956,,
32,22.07.2022 22:00:00,15.2479,-0.0643799,2.46109,15.24,3.332
33,22.07.2022 23:00:00,13.9299,0.0305969,2.49901,,
34,23.07.2022 00:00:00,12.5616,0.182758,2.50479,,
35,23.07.2022 01:00:00,12.0013,0.270264,2.49972,,
36,23.07.2022 02:00:00,11.6288,0.332391,2.50249,,
37,23.07.2022 03:00:00,11.2257,0.377216,2.50826,,
38,23.07.2022 04:00:00,10.9987,0.403363,2.51164,10.99,3.33
39,23.07.2022 05:00:00,10.8685,0.427478,2.51381,,
40,23.07.2022 06:00:00,10.8093,0.442859,2.51981,,
41,23.07.2022 07:00:00,10.5172,0.449506,2.52001,,
42,23.07.2022 08:00:00,10.5061,0.464447,2.5206,,
43,23.07.2022 09:00:00,11.3468,0.48653,2.51216,,
44,23.07.2022 10:00:00,12.2415,0.505316,2.51535,12.24,3.329
45,23.07.2022 11:00:00,11.1468,0.535364,2.51608,,
46,23.07.2022 12:00:00,11.332,0.562115,2.52026,,
47,23.07.2022 13:00:00,11.5415,0.554315,2.51296,,
48,23.07.2022 14:00:00,11.2606,0.561456,2.50994,,
49,23.07.2022 15:00:00,11.4246,0.558765,2.50677,,
50,23.07.2022 16:00:00,11.6288,0.565686,2.50776,11.62,3.336
51,23.07.2022 17:00:00,10.8987,0.537616,2.51476,,
52,23.07.2022 18:00:00,10.7706,0.525751,2.51338,,
