<FG2 'FG2-SHELL V4.03' (Nov 25 2020) NOW(UTC):01.08.2023 21:35:18>,,,,,
<FILE: C:\FG2_Shell_V3\data/A543E3/raw/A543E3_20230801133449.f2b>,,,,,
<LOGGER: $A543E3>,,,,,
<FILESIZE: 125196 Bytes>,,,,,
<MEMORY CLEAR>,,,,,
<PARAMETER_SET: C:\FG2_Shell_V3\data/A543E3/par/A543E3_20220923212752.f2p>,,,,,
<PERIOD: 3600 sec>,,,,,
<TIME: 23.09.2022 22:29:08>,,,,,
<HK-BATUSED: 0.0 % (CALC)>,,,,,
NO,TIME,#1:oC,#2:X,#3:Y,HK-BAT:V
2102,20.12.2022 11:00:00,-27.3394,5.92416,-5.04276,3.447
2103,20.12.2022 12:00:00,-27.4548,5.9296,-5.04108,
2104,20.12.2022 13:00:00,-27.8886,5.93405,-5.03556,
2105,20.12.2022 14:00:00,-28.2738,5.93102,-5.03019,
2106,20.12.2022 15:00:00,-28.2045,5.92114,-5.03312,
2107,20.12.2022 16:00:00,-28.5055,5.93157,-5.0299,
2108,20.12.2022 17:00:00,-29.3786,5.91751,-5.02261,3.446
2109,20.12.2022 18:00:00,-29.3881,5.92482,-5.02295,
2110,20.12.2022 19:00:00,-27.9706,5.92487,-5.03657,
2111,20.12.2022 20:00:00,-27.3627,5.93729,-5.04209,
2112,20.12.2022 21:00:00,-27.5727,5.93652,-5.04146,
2113,20.12.2022 22:00:00,-24.1077,5.92899,-5.05454,
2114,20.12.2022 23:00:00,-24.2029,5.93613,-5.05531,3.435
2115,21.12.2022 00:00:00,-21.3347,5.92663,-5.06815,
2116,21.12.2022 01:00:00,-21.4601,5.93536,-5.06296,
2117,21.12.2022 02:00:00,-21.3479,5.93421,-5.0639,
2118,21.12.2022 03:00:00,-21.6193,5.93102,-5.06025,
2119,21.12.2022 04:00:00,-23.4219,5.92635,-5.04753,
2120,21.12.2022 05:00:00,-24.2749,5.93212,-5.04395,3.44
2121,21.12.2022 06:00:00,-24.6219,5.92108,-5.04137,
2122,21.12.2022 07:00:00,-24.3807,5.92811,-5.04313,
2123,21.12.2022 08:00:00,-24.0405,5.90971,-5.04515,
2124,21.12.2022 09:00:00,-23.6325,5.91801,-5.04986,
2125,21.12.2022 10:00:00,-23.7283,5.91059,-5.04766,
2126,21.12.2022 11:00:00,-24.0029,5.91768,-5.04683,3.439
2127,21.12.2022 12:00:00,-24.2325,5.92147,-5.04442,
2128,21.12.2022 13:00:00,-23.5082,5.90757,-5.0508,
2129,21.12.2022 14:00:00,-24.1103,5.91454,-5.046,
2130,21.12.2022 15:00:00,-24.2807,5.91053,-5.0457,
2131,21.12.2022 16:00:00,-24.6939,5.90647,-5.04127,
2132,21.12.2022 17:00:00,-25.1119,5.91152,-5.03827,3.449
2133,21.12.2022 18:00:00,-24.4489,5.9269,-5.04686,
2134,21.12.2022 19:00:00,-24.4167,5.92971,-5.04635,
2135,21.12.2022 20:00:00,-24.2987,5.90202,-5.04767,
2136,21.12.2022 21:00:00,-25.3473,5.92213,-5.03816,
2137,21.12.2022 22:00:00,-24.8495,5.9241,-5.04463,
2138,21.12.2022 23:00:00,-24.7526,5.9074,-5.04784,3.435
2139,22.12.2022 00:00:00,-25.3568,5.92795,-5.03977,
2140,22.12.2022 01:00:00,-25.2744,5.93152,-5.04305,
2141,22.12.2022 02:00:00,-24.5669,5.92965,-5.05064,
2142,22.12.2022 03:00:00,-24.4373,5.92778,-5.05065,
2143,22.12.2022 04:00:00,-23.3368,5.92625,-5.05885,
2144,22.12.2022 05:00:00,-23.4537,5.93399,-5.05584,3.441
2145,22.12.2022 06:00:00,-23.005,5.93542,-5.0598,
2146,22.12.2022 07:00:00,-22.5992,5.92267,-5.06152,
2147,22.12.2022 08:00:00,-22.322,5.93185,-5.06402,
2148,22.12.2022 09:00:00,-21.8558,5.92245,-5.06617,
2149,22.12.2022 10:00:00,-21.6108,5.92883,-5.06506,
2150,22.12.2022 11:00:00,-21.5458,5.93069,-5.06712,3.444
2151,22.12.2022 12:00:00,-21.6548,5.92317,-5.06518,
2152,22.12.2022 13:00:00,-21.5346,5.91372,-5.06394,
2153,22.12.2022 14:00:00,-21.4056,5.91724,-5.06646,
2154,22.12.2022 15:00:00,-21.6484,5.91279,-5.0648,
2155,22.12.2022 16:00:00,-21.9849,5.93113,-5.0587,
2156,22.12.2022 17:00:00,-22.0722,5.92982,-5.05916,3.436
2157,22.12.2022 18:00:00,-21.822,5.92482,-5.06063,
2158,22.12.2022 19:00:00,-21.004,5.9358,-5.07024,
2159,22.12.2022 20:00:00,-19.1897,5.93652,-5.07675,
2160,22.12.2022 21:00:00,-18.5368,5.91652,-5.07327,
2161,22.12.2022 22:00:00,-17.8304,5.91877,-5.07777,
2162,22.12.2022 23:00:00,-17.4611,5.94789,-5.07782,3.452
2163,23.12.2022 00:00:00,-18.6442,5.94652,-5.06496,
2164,23.12.2022 01:00:00,-19.7167,5.96058,-5.05731,
2165,23.12.2022 02:00:00,-20.4881,5.94558,-5.05508,
2166,23.12.2022 03:00:00,-23.1357,5.94657,-5.03698,
2167,23.12.2022 04:00:00,-25.0987,5.94915,-5.03055,
2168,23.12.2022 05:00:00,-27.4479,5.94124,-5.01944,3.447
2169,23.12.2022 06:00:00,-27.3415,5.95558,-5.02219,
2170,23.12.2022 07:00:00,-27.9018,5.96113,-5.01934,
2171,23.12.2022 08:00:00,-27.5674,5.94459,-5.0241,
2172,23.12.2022 09:00:00,-27.9156,5.91614,-5.01442,
2173,23.12.2022 10:00:00,-27.4077,5.95849,-5.02105,
2174,23.12.2022 11:00:00,-27.5849,5.95234,-5.02392,3.432
2175,23.12.2022 12:00:00,-27.7939,5.9564,-5.02429,
2176,23.12.2022 13:00:00,-29.5765,5.95184,-5.01309,
2177,23.12.2022 14:00:00,-30.0029,5.94272,-5.01231,
2178,23.12.2022 15:00:00,-30.2452,5.94536,-5.0112,
2179,23.12.2022 16:00:00,-31.2219,5.95096,-5.00734,
2180,23.12.2022 17:00:00,-32.1066,5.94432,-5.00411,3.44
2181,23.12.2022 18:00:00,-32.541,5.94849,-5.00337,
2182,23.12.2022 19:00:00,-35.2161,5.94272,-4.98638,
2183,23.12.2022 20:00:00,-37.2383,5.93959,-4.97371,
2184,23.12.2022 21:00:00,-37.778,5.94366,-4.97462,
2185,23.12.2022 22:00:00,-37.3849,5.94426,-4.97936,
2186,23.12.2022 23:00:00,-38.0468,5.94723,-4.97413,3.445
2187,24.12.2022 00:00:00,-38.0833,5.95179,-4.978,
2188,24.12.2022 01:00:00,-40.1288,5.94174,-4.96279,
2189,24.12.2022 02:00:00,-40.8822,5.94399,-4.95958,
2190,24.12.2022 03:00:00,-40.7267,5.94695,-4.96457,
2191,24.12.2022 04:00:00,-40.8463,5.94899,-4.96417,
2192,24.12.2022 05:00:00,-40.8235,5.94893,-4.96247,3.447
2193,24.12.2022 06:00:00,-41.8632,5.94712,-4.95607,
2194,24.12.2022 07:00:00,-42.1632,5.94855,-4.95785,
2195,24.12.2022 08:00:00,-40.8997,5.9541,-4.96859,
2196,24.12.2022 09:00:00,-42.4145,5.95135,-4.95819,
2197,24.12.2022 10:00:00,-42.3574,5.95294,-4.95826,
2198,24.12.2022 11:00:00,-42.004,5.95486,-4.9632,3.45
2199,24.12.2022 12:00:00,-42.5002,5.95657,-4.96202,
2200,24.12.2022 13:00:00,-42.705,5.95377,-4.95864,
2201,24.12.2022 14:00:00,-41.8373,5.96371,-4.96978,
2202,24.12.2022 15:00:00,-42.4791,5.95734,-4.96228,
2203,24.12.2022 16:00:00,-43.1214,5.95541,-4.95747,
2204,24.12.2022 17:00:00,-42.5383,5.96492,-4.96621,3.446
2205,24.12.2022 18:00:00,-42.6796,5.96228,-4.96262,
2206,24.12.2022 19:00:00,-41.6685,5.97272,-4.97731,
2207,24.12.2022 20:00:00,-41.0209,5.97761,-4.98141,
2208,24.12.2022 21:00:00,-41.1812,5.97552,-4.97632,
2209,24.12.2022 22:00:00,-40.878,5.97936,-4.98121,
2210,24.12.2022 23:00:00,-42.3484,5.96349,-4.96664,3.444
2211,25.12.2022 00:00:00,-39.6902,5.99431,-4.9956,
2212,25.12.2022 01:00:00,-41.0569,5.97947,-4.97886,
2213,25.12.2022 02:00:00,-41.4701,5.97865,-4.97689,
2214,25.12.2022 03:00:00,-40.7627,5.98425,-4.983,
2215,25.12.2022 04:00:00,-40.8817,5.9837,-4.98156,
2216,25.12.2022 05:00:00,-39.6346,5.99568,-4.99411,3.446
2217,25.12.2022 06:00:00,-41.0087,5.98002,-4.97982,
2218,25.12.2022 07:00:00,-41.76,5.97283,-4.97202,
2219,25.12.2022 08:00:00,-40.9087,5.98304,-4.98113,
2220,25.12.2022 09:00:00,-42.2711,5.96321,-4.96893,
2221,25.12.2022 10:00:00,-43.1457,5.95909,-4.9624,
2222,25.12.2022 11:00:00,-41.5113,5.98304,-4.98193,3.446
2223,25.12.2022 12:00:00,-42.8394,5.96437,-4.96578,
2224,25.12.2022 13:00:00,-42.7955,5.96591,-4.96956,
2225,25.12.2022 14:00:00,-42.3643,5.97519,-4.97665,
2226,25.12.2022 15:00:00,-42.324,5.97805,-4.97644,
2227,25.12.2022 16:00:00,-43.4426,5.95871,-4.96333,
2228,25.12.2022 17:00:00,-43.5939,5.96321,-4.96657,3.448
2229,25.12.2022 18:00:00,-43.5817,5.96426,-4.96356,
2230,25.12.2022 19:00:00,-43.3669,5.97074,-4.97066,
2231,25.12.2022 20:00:00,-42.5844,5.98524,-4.98267,
2232,25.12.2022 21:00:00,-42.6478,5.98233,-4.98095,
2233,25.12.2022 22:00:00,-42.5875,5.98008,-4.9822,
2234,25.12.2022 23:00:00,-43.1642,5.97206,-4.9738,3.446
2235,26.12.2022 00:00:00,-43.0748,5.97684,-4.97452,
2236,26.12.2022 01:00:00,-42.606,5.98348,-4.98367,
2237,26.12.2022 02:00:00,-43.1849,5.97316,-4.97267,
2238,26.12.2022 03:00:00,-43.2129,5.97118,-4.97333,
2239,26.12.2022 04:00:00,-43.3658,5.96942,-4.97463,
2240,26.12.2022 05:00:00,-42.6605,5.9842,-4.98649,3.444
2241,26.12.2022 06:00:00,-43.3648,5.97261,-4.97415,
2242,26.12.2022 07:00:00,-43.7881,5.96508,-4.9695,
2243,26.12.2022 08:00:00,-43.4489,5.97409,-4.97744,
2244,26.12.2022 09:00:00,-42.5071,5.98975,-4.99035,
2245,26.12.2022 10:00:00,-41.5103,5.99634,-4.99798,
2246,26.12.2022 11:00:00,-40.6526,6.01501,-5.01523,3.445
2247,26.12.2022 12:00:00,-41.0521,6.00408,-5.00346,
2248,26.12.2022 13:00:00,-39.8389,6.02408,-5.02166,
2249,26.12.2022 14:00:00,-39.0325,6.03298,-5.03209,
2250,26.12.2022 15:00:00,-36.7129,6.05484,-5.0484,
2251,26.12.2022 16:00:00,-32.9241,6.05127,-5.05839,
2252,26.12.2022 17:00:00,-32.3156,6.05264,-5.05776,3.441
2253,26.12.2022 18:00:00,-31.4897,6.04199,-5.05927,
2254,26.12.2022 19:00:00,-30.7399,6.03995,-5.0592,
2255,26.12.2022 20:00:00,-30.3214,6.04852,-5.05923,
2256,26.12.2022 21:00:00,-29.9198,6.02908,-5.059,
2257,26.12.2022 22:00:00,-29.7002,6.02051,-5.06021,
2258,26.12.2022 23:00:00,-29.3595,6.02012,-5.05916,3.435
2259,27.12.2022 00:00:00,-28.4701,6.00688,-5.06029,
2260,27.12.2022 01:00:00,-28.2378,6.00447,-5.05768,
2261,27.12.2022 02:00:00,-27.8124,6.00018,-5.05894,
2262,27.12.2022 03:00:00,-27.6002,5.9909,-5.05888,
2263,27.12.2022 04:00:00,-27.1907,5.99524,-5.05696,
2264,27.12.2022 05:00:00,-26.878,5.9864,-5.05694,3.445
2265,27.12.2022 06:00:00,-26.4267,5.98508,-5.05648,
2266,27.12.2022 07:00:00,-26.0701,5.9842,-5.05997,
2267,27.12.2022 08:00:00,-25.8955,5.99084,-5.05713,
2268,27.12.2022 09:00:00,-26.2082,5.99354,-5.05368,
2269,27.12.2022 10:00:00,-27.3453,5.98244,-5.04319,
2270,27.12.2022 11:00:00,-27.4415,5.9775,-5.04302,3.434
2271,27.12.2022 12:00:00,-27.2367,5.97739,-5.04574,
2272,27.12.2022 13:00:00,-25.915,5.98118,-5.05737,
2273,27.12.2022 14:00:00,-25.5865,5.98387,-5.059,
2274,27.12.2022 15:00:00,-25.7061,5.97914,-5.05607,
2275,27.12.2022 16:00:00,-26.6109,5.97546,-5.04638,
2276,27.12.2022 17:00:00,-26.8881,5.97211,-5.04602,3.44
2277,27.12.2022 18:00:00,-27.2526,5.97178,-5.0413,
2278,27.12.2022 19:00:00,-27.2346,5.97486,-5.0445,
2279,27.12.2022 20:00:00,-27.2976,5.97151,-5.04135,
2280,27.12.2022 21:00:00,-27.1304,5.97739,-5.04387,
2281,27.12.2022 22:00:00,-27.004,5.9731,-5.04577,
2282,27.12.2022 23:00:00,-28.1442,5.97239,-5.03558,3.445
2283,28.12.2022 00:00:00,-31.423,5.95876,-5.01702,
2284,28.12.2022 01:00:00,-33.3495,5.95734,-5.00462,
2285,28.12.2022 02:00:00,-35.7188,5.95366,-4.99305,
2286,28.12.2022 03:00:00,-36.5114,5.95322,-4.99077,
2287,28.12.2022 04:00:00,-36.1352,5.95563,-4.99397,
2288,28.12.2022 05:00:00,-36.1563,5.95794,-4.99606,3.449
2289,28.12.2022 06:00:00,-36.4838,5.95915,-4.99412,
2290,28.12.2022 07:00:00,-36.2674,5.95937,-4.9975,
2291,28.12.2022 08:00:00,-36.6251,5.95712,-4.994,
2292,28.12.2022 09:00:00,-36.8182,5.95975,-4.99375,
2293,28.12.2022 10:00:00,-37.2447,5.95673,-4.98908,
2294,28.12.2022 11:00:00,-37.0151,5.95926,-4.99479,3.446
2295,28.12.2022 12:00:00,-36.9347,5.96008,-4.99668,
2296,28.12.2022 13:00:00,-33.6558,5.97788,-5.02722,
2297,28.12.2022 14:00:00,-29.0802,5.98409,-5.04921,
2298,28.12.2022 15:00:00,-28.4997,5.98101,-5.05056,
2299,28.12.2022 16:00:00,-27.1907,5.98425,-5.05663,
2300,28.12.2022 17:00:00,-26.2092,5.98282,-5.06169,3.44
2301,28.12.2022 18:00:00,-25.9177,5.98057,-5.06141,
2302,28.12.2022 19:00:00,-26.1796,5.98107,-5.05698,
2303,28.12.2022 20:00:00,-25.096,5.98228,-5.06507,
2304,28.12.2022 21:00:00,-24.1923,5.98332,-5.06904,
2305,28.12.2022 22:00:00,-23.7188,5.98057,-5.06764,
2306,28.12.2022 23:00:00,-23.8468,5.97733,-5.06451,3.446
2307,29.12.2022 00:00:00,-23.3743,5.97931,-5.07013,
2308,29.12.2022 01:00:00,-22.5521,5.97931,-5.07072,
2309,29.12.2022 02:00:00,-22.341,5.98008,-5.07284,
2310,29.12.2022 03:00:00,-21.741,5.97964,-5.07625,
2311,29.12.2022 04:00:00,-21.5711,5.9825,-5.0761,
2312,29.12.2022 05:00:00,-21.8288,5.98063,-5.07303,3.444
2313,29.12.2022 06:00:00,-21.5225,5.98513,-5.07488,
2314,29.12.2022 07:00:00,-21.8902,5.9753,-5.06908,
2315,29.12.2022 08:00:00,-21.4659,5.97854,-5.07395,
2316,29.12.2022 09:00:00,-21.5278,5.97371,-5.07246,
2317,29.12.2022 10:00:00,-21.7489,5.96909,-5.07063,
2318,29.12.2022 11:00:00,-21.9711,5.96591,-5.06795,3.448
2319,29.12.2022 12:00:00,-22.0622,5.96673,-5.06712,
2320,29.12.2022 13:00:00,-21.6071,5.96563,-5.07114,
2321,29.12.2022 14:00:00,-21.9992,5.97019,-5.06795,
2322,29.12.2022 15:00:00,-21.9098,5.97074,-5.06746,
2323,29.12.2022 16:00:00,-21.6241,5.97316,-5.07234,
2324,29.12.2022 17:00:00,-21.1696,5.97376,-5.07383,3.44
2325,29.12.2022 18:00:00,-20.9717,5.97618,-5.07555,
2326,29.12.2022 19:00:00,-20.7897,5.97393,-5.07426,
2327,29.12.2022 20:00:00,-20.6701,5.97305,-5.07532,
2328,29.12.2022 21:00:00,-20.6166,5.96772,-5.07535,
2329,29.12.2022 22:00:00,-20.4643,5.96981,-5.07552,
2330,29.12.2022 23:00:00,-20.5796,5.96832,-5.07555,3.449
2331,30.12.2022 00:00:00,-20.6431,5.96684,-5.07284,
2332,30.12.2022 01:00:00,-20.6627,5.96777,-5.07396,
2333,30.12.2022 02:00:00,-20.4907,5.97173,-5.07554,
2334,30.12.2022 03:00:00,-20.4272,5.96964,-5.07407,
2335,30.12.2022 04:00:00,-20.2473,5.97167,-5.07567,
2336,30.12.2022 05:00:00,-20.2003,5.96887,-5.0763,3.448
2337,30.12.2022 06:00:00,-19.8669,5.97123,-5.07781,
2338,30.12.2022 07:00:00,-21.5796,5.96574,-5.05866,
2339,30.12.2022 08:00:00,-20.9183,5.96415,-5.07129,
2340,30.12.2022 09:00:00,-21.1156,5.96618,-5.06887,
2341,30.12.2022 10:00:00,-19.5807,5.96882,-5.07831,
2342,30.12.2022 11:00:00,-18.6198,5.97294,-5.08338,3.433
2343,30.12.2022 12:00:00,-18.2722,5.972,-5.08503,
2344,30.12.2022 13:00:00,-17.6373,5.98195,-5.0884,
2345,30.12.2022 14:00:00,-17.3892,5.97766,-5.09001,
2346,30.12.2022 15:00:00,-17.0627,5.97343,-5.08974,
2347,30.12.2022 16:00:00,-16.8765,5.97574,-5.09053,
2348,30.12.2022 17:00:00,-16.6765,5.97612,-5.09199,3.452
2349,30.12.2022 18:00:00,-16.2336,5.97217,-5.09441,
2350,30.12.2022 19:00:00,-16.486,5.97601,-5.08974,
2351,30.12.2022 20:00:00,-17.2839,5.97057,-5.08203,
2352,30.12.2022 21:00:00,-18.077,5.96514,-5.07601,
2353,30.12.2022 22:00:00,-20.6759,5.95838,-5.06153,
2354,30.12.2022 23:00:00,-19.9638,5.96173,-5.07477,3.433
2355,31.12.2022 00:00:00,-17.869,5.96684,-5.08547,
2356,31.12.2022 01:00:00,-17.5727,5.96695,-5.08738,
2357,31.12.2022 02:00:00,-16.7426,5.97003,-5.09112,
2358,31.12.2022 03:00:00,-16.7685,5.9697,-5.08867,
2359,31.12.2022 04:00:00,-20.7738,5.95789,-5.06129,
2360,31.12.2022 05:00:00,-21.25,5.95454,-5.05898,3.445
2361,31.12.2022 06:00:00,-19.3817,5.96206,-5.07822,
2362,31.12.2022 07:00:00,-19.0135,5.96508,-5.07722,
2363,31.12.2022 08:00:00,-18.8601,5.96354,-5.07938,
2364,31.12.2022 09:00:00,-21.395,5.95541,-5.05772,
2365,31.12.2022 10:00:00,-23.6674,5.95129,-5.04666,
2366,31.12.2022 11:00:00,-23.6071,5.95102,-5.0595,3.431
2367,31.12.2022 12:00:00,-21.7108,5.95695,-5.06375,
2368,31.12.2022 13:00:00,-25.742,5.94855,-5.03924,
2369,31.12.2022 14:00:00,-27.6786,5.94525,-5.02828,
2370,31.12.2022 15:00:00,-28.0124,5.94701,-5.02946,
2371,31.12.2022 16:00:00,-28.1965,5.94816,-5.03073,
2372,31.12.2022 17:00:00,-29.0987,5.94635,-5.0287,3.449
2373,31.12.2022 18:00:00,-25.3987,5.95228,-5.05925,
2374,31.12.2022 19:00:00,-24.1436,5.95805,-5.06034,
2375,31.12.2022 20:00:00,-22.2992,5.96058,-5.07402,
2376,31.12.2022 21:00:00,-20.7288,5.96321,-5.08046,
2377,31.12.2022 22:00:00,-19.6505,5.96596,-5.0852,
2378,31.12.2022 23:00:00,-18.8712,5.96865,-5.08553,3.433
2379,01.01.2023 00:00:00,-18.5807,5.96717,-5.08558,
2380,01.01.2023 01:00:00,-18.1997,5.97019,-5.0881,
2381,01.01.2023 02:00:00,-17.7151,5.96915,-5.09,
2382,01.01.2023 03:00:00,-17.4701,5.96882,-5.09207,
2383,01.01.2023 04:00:00,-17.2828,5.97189,-5.09561,
2384,01.01.2023 05:00:00,-17.3108,5.96788,-5.09237,3.432
2385,01.01.2023 06:00:00,-17.35,5.9753,-5.09253,
2386,01.01.2023 07:00:00,-17.1701,5.96744,-5.09221,
2387,01.01.2023 08:00:00,-17.0119,5.97887,-5.09008,
2388,01.01.2023 09:00:00,-17.431,5.97239,-5.08646,
2389,01.01.2023 10:00:00,-17.3966,5.97052,-5.08768,
2390,01.01.2023 11:00:00,-17.2225,5.97178,-5.08917,3.437
2391,01.01.2023 12:00:00,-16.5611,5.97206,-5.09598,
2392,01.01.2023 13:00:00,-16.504,5.97343,-5.09165,
2393,01.01.2023 14:00:00,-16.4071,5.97343,-5.09298,
2394,01.01.2023 15:00:00,-15.4569,5.97887,-5.09878,
2395,01.01.2023 16:00:00,-15.5241,5.97629,-5.09614,
2396,01.01.2023 17:00:00,-15.7458,5.97371,-5.09326,3.438
2397,01.01.2023 18:00:00,-16.6151,5.96662,-5.08419,
2398,01.01.2023 19:00:00,-17.0283,5.96689,-5.08415,
2399,01.01.2023 20:00:00,-16.2934,5.9714,-5.09305,
2400,01.01.2023 21:00:00,-15.5685,5.98332,-5.09664,
2401,01.01.2023 22:00:00,-15.995,5.96327,-5.09169,
2402,01.01.2023 23:00:00,-16.2098,5.96365,-5.08937,3.446
2403,02.01.2023 00:00:00,-20.6574,5.94454,-5.06094,
2404,02.01.2023 01:00:00,-23.0923,5.94119,-5.04873,
2405,02.01.2023 02:00:00,-25.6712,5.9374,-5.04175,
2406,02.01.2023 03:00:00,-23.732,5.94717,-5.05905,
2407,02.01.2023 04:00:00,-22.4124,5.95355,-5.06912,
2408,02.01.2023 05:00:00,-21.5024,5.95223,-5.07408,3.444
2409,02.01.2023 06:00:00,-18.9907,5.96492,-5.08447,
2410,02.01.2023 07:00:00,-18.6468,5.97832,-5.08504,
2411,02.01.2023 08:00:00,-19.7029,5.98024,-5.07497,
2412,02.01.2023 09:00:00,-19.4267,5.98013,-5.08058,
2413,02.01.2023 10:00:00,-19.169,5.97118,-5.08174,
2414,02.01.2023 11:00:00,-18.3981,5.98354,-5.09022,3.445
2415,02.01.2023 12:00:00,-18.2325,5.9803,-5.08981,
2416,02.01.2023 13:00:00,-17.5997,5.98277,-5.08904,
2417,02.01.2023 14:00:00,-16.9177,5.99354,-5.09517,
2418,02.01.2023 15:00:00,-17.5098,5.95552,-5.08882,
2419,02.01.2023 16:00:00,-16.8072,5.96651,-5.10455,
2420,02.01.2023 17:00:00,-16.6267,5.91982,-5.10379,3.438
2421,02.01.2023 18:00:00,-16.2183,5.91323,-5.11373,
2422,02.01.2023 19:00:00,-15.9373,5.91575,-5.10945,
2423,02.01.2023 20:00:00,-15.6447,5.91548,-5.11259,
2424,02.01.2023 21:00:00,-15.3622,5.91268,-5.12377,
2425,02.01.2023 22:00:00,-15.1267,5.90982,-5.12168,
2426,02.01.2023 23:00:00,-14.9251,5.90548,-5.11998,3.426
2427,03.01.2023 00:00:00,-14.7653,5.90652,-5.12467,
2428,03.01.2023 01:00:00,-14.6167,5.90411,-5.12349,
2429,03.01.2023 02:00:00,-14.4611,5.91312,-5.12507,
2430,03.01.2023 03:00:00,-14.2061,5.91603,-5.12598,
2431,03.01.2023 04:00:00,-14.0283,5.92344,-5.12085,
2432,03.01.2023 05:00:00,-13.932,5.90537,-5.12553,3.444
2433,03.01.2023 06:00:00,-13.932,5.90218,-5.12526,
2434,03.01.2023 07:00:00,-14.0119,5.90295,-5.12266,
2435,03.01.2023 08:00:00,-14.059,5.89532,-5.12808,
2436,03.01.2023 09:00:00,-14.0548,5.9023,-5.12356,
2437,03.01.2023 10:00:00,-14.0283,5.90641,-5.12201,
2438,03.01.2023 11:00:00,-14.1442,5.90312,-5.12664,3.436
2439,03.01.2023 12:00:00,-14.0865,5.90598,-5.1311,
2440,03.01.2023 13:00:00,-14.0489,5.9051,-5.12702,
2441,03.01.2023 14:00:00,-13.9061,5.90729,-5.12304,
2442,03.01.2023 15:00:00,-13.7675,5.90065,-5.12539,
2443,03.01.2023 16:00:00,-13.5849,5.90065,-5.13003,
2444,03.01.2023 17:00:00,-13.5098,5.89982,-5.12709,3.442
2445,03.01.2023 18:00:00,-13.5569,5.89592,-5.12668,
2446,03.01.2023 19:00:00,-13.6119,5.89675,-5.1251,
2447,03.01.2023 20:00:00,-13.7654,5.89526,-5.12277,
2448,03.01.2023 21:00:00,-13.7193,5.89807,-5.12267,
2449,03.01.2023 22:00:00,-13.8675,5.89466,-5.11974,
2450,03.01.2023 23:00:00,-13.9659,5.89301,-5.11877,3.445
2451,04.01.2023 00:00:00,-14.0124,5.89263,-5.11821,
2452,04.01.2023 01:00:00,-14.1326,5.889,-5.11758,
2453,04.01.2023 02:00:00,-14.1701,5.88944,-5.11705,
2454,04.01.2023 03:00:00,-14.0971,5.88801,-5.11969,
2455,04.01.2023 04:00:00,-14.0489,5.8901,-5.119,
2456,04.01.2023 05:00:00,-14.1156,5.88752,-5.11758,3.427
2457,04.01.2023 06:00:00,-14.0765,5.89076,-5.11725,
2458,04.01.2023 07:00:00,-14.0468,5.88757,-5.11886,
2459,04.01.2023 08:00:00,-14.0791,5.88774,-5.11964,
2460,04.01.2023 09:00:00,-13.8802,5.88878,-5.12209,
2461,04.01.2023 10:00:00,-13.8294,5.88807,-5.12083,
2462,04.01.2023 11:00:00,-14.0442,5.88796,-5.11564,3.433
2463,04.01.2023 12:00:00,-14.4135,5.89005,-5.11455,
2464,04.01.2023 13:00:00,-14.1781,5.88691,-5.11675,
2465,04.01.2023 14:00:00,-14.1352,5.88867,-5.11646,
2466,04.01.2023 15:00:00,-14.1743,5.88818,-5.11668,
2467,04.01.2023 16:00:00,-14.0775,5.88851,-5.11773,
2468,04.01.2023 17:00:00,-14.0664,5.89197,-5.119,3.453
2469,04.01.2023 18:00:00,-13.9537,5.88873,-5.11955,
2470,04.01.2023 19:00:00,-13.7267,5.89175,-5.12321,
2471,04.01.2023 20:00:00,-13.587,5.88961,-5.12172,
2472,04.01.2023 21:00:00,-13.4638,5.89268,-5.12463,
2473,04.01.2023 22:00:00,-13.2871,5.88961,-5.12438,
2474,04.01.2023 23:00:00,-13.214,5.89263,-5.12521,3.428
2475,05.01.2023 00:00:00,-13.3839,5.89213,-5.12162,
2476,05.01.2023 01:00:00,-14.0304,5.89142,-5.11474,
2477,05.01.2023 02:00:00,-15.1034,5.8895,-5.10334,
2478,05.01.2023 03:00:00,-15.2727,5.88609,-5.10696,
2479,05.01.2023 04:00:00,-15.4151,5.88598,-5.10584,
2480,05.01.2023 05:00:00,-15.2452,5.88373,-5.1086,3.436
2481,05.01.2023 06:00:00,-15.1452,5.88439,-5.11112,
2482,05.01.2023 07:00:00,-14.996,5.88845,-5.11115,
2483,05.01.2023 08:00:00,-15.1029,5.88472,-5.10851,
2484,05.01.2023 09:00:00,-15.1764,5.88603,-5.10795,
2485,05.01.2023 10:00:00,-15.2722,5.88439,-5.10658,
2486,05.01.2023 11:00:00,-14.9135,5.88461,-5.11322,3.429
2487,05.01.2023 12:00:00,-14.7214,5.89191,-5.11445,
2488,05.01.2023 13:00:00,-14.5019,5.89186,-5.11753,
2489,05.01.2023 14:00:00,-14.3553,5.89015,-5.11869,
2490,05.01.2023 15:00:00,-14.2897,5.88735,-5.1167,
2491,05.01.2023 16:00:00,-14.2796,5.88889,-5.11834,
2492,05.01.2023 17:00:00,-14.3384,5.88928,-5.11655,3.434
2493,05.01.2023 18:00:00,-14.4595,5.88796,-5.11449,
2494,05.01.2023 19:00:00,-14.7167,5.88675,-5.11328,
2495,05.01.2023 20:00:00,-14.7331,5.88741,-5.1129,
2496,05.01.2023 21:00:00,-14.7156,5.88444,-5.11269,
2497,05.01.2023 22:00:00,-14.5527,5.88807,-5.1133,
2498,05.01.2023 23:00:00,-14.8029,5.88697,-5.11112,3.449
