"Plot Title: Hobo_A"
"#","Date Time, GMT-06:00","Snow Depth, Inches (LGR S/N: 21378708, SEN S/N: 21074600)","Current, mA (LGR S/N: 21378708, SEN S/N: 21074600)"
1052,04/10/23 10:12:10 AM,22.932,0.0125
1053,04/10/23 04:12:10 PM,25.043,0.0125
1054,04/10/23 10:12:10 PM,25.292,0.0125
1055,04/11/23 04:12:10 AM,25.602,0.0125
1056,04/11/23 10:12:10 AM,25.478,0.0125
1057,04/11/23 04:12:10 PM,23.864,0.0125
1058,04/11/23 10:12:10 PM,23.553,0.0125
1059,04/12/23 04:12:10 AM,25.168,0.0125
1060,04/12/23 10:12:10 AM,24.547,0.0125
1061,04/12/23 04:12:10 PM,25.043,0.0125
1062,04/12/23 10:12:10 PM,24.795,0.0125
1063,04/13/23 04:12:10 AM,25.602,0.0125
1064,04/13/23 10:12:10 AM,24.360,0.0125
1065,04/13/23 04:12:10 PM,24.236,0.0125
1066,04/13/23 10:12:10 PM,24.857,0.0125
1067,04/14/23 04:12:10 AM,25.354,0.0125
1068,04/14/23 10:12:10 AM,24.733,0.0125
1069,04/14/23 04:12:10 PM,24.360,0.0125
1070,04/14/23 10:12:10 PM,24.981,0.0125
1071,04/15/23 04:12:10 AM,25.168,0.0125
1072,04/15/23 10:12:10 AM,24.236,0.0125
1073,04/15/23 04:12:10 PM,23.988,0.0125
1074,04/15/23 10:12:10 PM,24.485,0.0125
1075,04/16/23 04:12:10 AM,110.545,0.0125
1076,04/16/23 10:12:10 AM,23.243,0.0125
1077,04/16/23 04:12:10 PM,24.422,0.0125
1078,04/16/23 10:12:10 PM,24.919,0.0125
1079,04/17/23 04:12:10 AM,25.043,0.0125
1080,04/17/23 10:12:10 AM,25.105,0.0125
1081,04/17/23 04:12:10 PM,24.733,0.0125
1082,04/17/23 10:12:10 PM,24.919,0.0125
1083,04/18/23 04:12:10 AM,25.168,0.0125
1084,04/18/23 10:12:10 AM,24.981,0.0125
1085,04/18/23 04:12:10 PM,24.360,0.0125
1086,04/18/23 10:12:10 PM,24.795,0.0125
1087,04/19/23 04:12:10 AM,24.981,0.0125
1088,04/19/23 10:12:10 AM,24.360,0.0125
1089,04/19/23 04:12:10 PM,23.367,0.0125
1090,04/19/23 10:12:10 PM,23.801,0.0125
1091,04/20/23 04:12:10 AM,24.485,0.0125
1092,04/20/23 10:12:10 AM,23.988,0.0125
1093,04/20/23 04:12:10 PM,22.373,0.0187
1094,04/20/23 10:12:10 PM,22.746,0.0125
1095,04/21/23 04:12:10 AM,23.801,0.0125
1096,04/21/23 10:12:10 AM,24.174,0.0125
1097,04/21/23 04:12:10 PM,22.994,0.0125
1098,04/21/23 10:12:10 PM,25.105,0.0125
1099,04/22/23 04:12:10 AM,24.919,0.0125
1100,04/22/23 10:12:10 AM,24.547,0.0125
1101,04/22/23 04:12:10 PM,26.037,0.0125
1102,04/22/23 10:12:10 PM,24.733,0.0125
1103,04/23/23 04:12:10 AM,25.105,0.0125
1104,04/23/23 10:12:10 AM,24.671,0.0125
1105,04/23/23 04:12:10 PM,24.422,0.0125
1106,04/23/23 10:12:10 PM,24.174,0.0125
1107,04/24/23 04:12:10 AM,24.919,0.0125
1108,04/24/23 10:12:10 AM,24.547,0.0125
1109,04/24/23 04:12:10 PM,23.429,0.0125
1110,04/24/23 10:12:10 PM,24.236,0.0125
1111,04/25/23 04:12:10 AM,24.919,0.0125
1112,04/25/23 10:12:10 AM,24.422,0.0125
1113,04/25/23 04:12:10 PM,23.801,0.0125
1114,04/25/23 10:12:10 PM,23.926,0.0125
1115,04/26/23 04:12:10 AM,24.795,0.0125
1116,04/26/23 10:12:10 AM,24.298,0.0125
1117,04/26/23 04:12:10 PM,22.746,0.0125
1118,04/26/23 10:12:10 PM,22.187,0.0125
1119,04/27/23 04:12:10 AM,23.988,0.0125
1120,04/27/23 10:12:10 AM,23.988,0.0125
1121,04/27/23 04:12:10 PM,23.615,0.0125
1122,04/27/23 10:12:10 PM,24.050,0.0125
1123,04/28/23 04:12:10 AM,24.609,0.0125
1124,04/28/23 10:12:10 AM,23.615,0.0125
1125,04/28/23 04:12:10 PM,22.498,0.0125
1126,04/28/23 10:12:10 PM,21.752,0.0125
1127,04/29/23 04:12:10 AM,24.174,0.0125
1128,04/29/23 10:12:10 AM,23.739,0.0125
1129,04/29/23 04:12:10 PM,22.932,0.0125
1130,04/29/23 10:12:10 PM,22.994,0.0125
1131,04/30/23 04:12:10 AM,24.174,0.0125
1132,04/30/23 10:12:10 AM,23.988,0.0125
1133,04/30/23 04:12:10 PM,23.553,0.0125
1134,04/30/23 10:12:10 PM,23.429,0.0125
1135,05/01/23 04:12:10 AM,25.478,0.0125
1136,05/01/23 10:12:10 AM,24.050,0.0125
1137,05/01/23 04:12:10 PM,22.249,0.0187
1138,05/01/23 10:12:10 PM,23.367,0.0125
1139,05/02/23 04:12:10 AM,23.491,0.0125
1140,05/02/23 10:12:10 AM,22.435,0.0125
1141,05/02/23 04:12:10 PM,22.311,0.0187
1142,05/02/23 10:12:10 PM,24.174,0.0125
1143,05/03/23 04:12:10 AM,22.435,0.0125
1144,05/03/23 10:12:10 AM,22.435,0.0125
1145,05/03/23 04:12:10 PM,21.752,0.0187
1146,05/03/23 10:12:10 PM,21.194,0.0125
1147,05/04/23 04:12:10 AM,22.498,0.0125
1148,05/04/23 10:12:10 AM,21.504,0.0187
1149,05/04/23 04:12:10 PM,24.609,0.0187
1150,05/04/23 10:12:10 PM,23.243,0.0125
1151,05/05/23 04:12:10 AM,20.945,0.0125
1152,05/05/23 10:12:10 AM,20.821,0.0125
1153,05/05/23 04:12:10 PM,19.890,0.0125
1154,05/05/23 10:12:10 PM,19.890,0.0125
1155,05/06/23 04:12:10 AM,21.007,0.0125
1156,05/06/23 10:12:10 AM,20.697,0.0125
1157,05/06/23 04:12:10 PM,18.896,0.0187
1158,05/06/23 10:12:10 PM,18.586,0.0187
1159,05/07/23 04:12:10 AM,19.890,0.0125
1160,05/07/23 10:12:10 AM,19.828,0.0125
1161,05/07/23 04:12:10 PM,18.648,0.0187
1162,05/07/23 10:12:10 PM,17.965,0.0125
1163,05/08/23 04:12:10 AM,18.772,0.0125
1164,05/08/23 10:12:10 AM,18.524,0.0125
1165,05/08/23 04:12:10 PM,16.537,0.0187
1166,05/08/23 10:12:10 PM,16.537,0.0125
1167,05/09/23 04:12:10 AM,17.903,0.0125
1168,05/09/23 10:12:10 AM,17.406,0.0125
1169,05/09/23 04:12:10 PM,15.357,0.0187
1170,05/09/23 10:12:10 PM,13.618,0.0187
1171,05/10/23 04:12:10 AM,14.922,0.0125
1172,05/10/23 10:12:10 AM,14.612,0.0187
1173,05/10/23 04:12:10 PM,14.177,0.0187
1174,05/10/23 10:12:10 PM,12.190,0.0187
1175,05/11/23 04:12:10 AM,12.687,0.0125
1176,05/11/23 10:12:10 AM,12.128,0.0187
1177,05/11/23 04:12:10 PM,13.432,0.0187
1178,05/11/23 10:12:10 PM,11.755,0.0187
1179,05/12/23 04:12:10 AM,10.824,0.0125
1180,05/12/23 10:12:10 AM,11.135,0.0125
1181,05/12/23 04:12:10 PM,10.451,0.0125
1182,05/12/23 10:12:10 PM,9.582,0.0125
1183,05/13/23 04:12:10 AM,10.948,0.0125
1184,05/13/23 10:12:10 AM,10.389,0.0125
1185,05/13/23 04:12:10 PM,8.775,0.0187
1186,05/13/23 10:12:10 PM,8.899,0.0187
1187,05/14/23 04:12:10 AM,7.161,0.0125
1188,05/14/23 10:12:10 AM,6.043,0.0187
1189,05/14/23 04:12:10 PM,7.471,0.0187
1190,05/14/23 10:12:10 PM,9.396,0.0187
1191,05/15/23 04:12:10 AM,5.732,0.0187
1192,05/15/23 10:12:10 AM,5.981,0.0187
1193,05/15/23 04:12:10 PM,9.334,0.0187
1194,05/15/23 10:12:10 PM,7.968,0.0187
1195,05/16/23 04:12:10 AM,7.223,0.0125
1196,05/16/23 10:12:10 AM,7.036,0.0187
1197,05/16/23 04:12:10 PM,4.925,0.0125
1198,05/16/23 10:12:10 PM,3.559,0.0125
1199,05/17/23 04:12:10 AM,5.049,0.0125
1200,05/17/23 10:12:10 AM,7.781,0.0125
1201,05/17/23 04:12:10 PM,4.863,0.0125
1202,05/17/23 10:12:10 PM,4.925,0.0187
1203,05/18/23 04:12:10 AM,5.484,0.0125
1204,05/18/23 10:12:10 AM,6.726,0.0125
1205,05/18/23 04:12:10 PM,5.422,0.0125
1206,05/18/23 10:12:10 PM,5.857,0.0125
1207,05/19/23 04:12:10 AM,4.677,0.0125
1208,05/19/23 10:12:10 AM,5.857,0.0125
1209,05/19/23 04:12:10 PM,6.043,0.0187
1210,05/19/23 10:12:10 PM,8.402,0.0187
1211,05/20/23 04:12:10 AM,5.608,0.0125
1212,05/20/23 10:12:10 AM,6.167,0.0187
1213,05/20/23 04:12:10 PM,6.167,0.0125
1214,05/20/23 10:12:10 PM,5.360,0.0125
1215,05/21/23 04:12:10 AM,4.677,0.0125
1216,05/21/23 10:12:10 AM,7.223,0.0125
1217,05/21/23 04:12:10 PM,4.925,0.0187
1218,05/21/23 10:12:10 PM,9.272,0.0187
1219,05/22/23 04:12:10 AM,4.925,0.0125
1220,05/22/23 10:12:10 AM,5.298,0.0187
1221,05/22/23 04:12:10 PM,10.141,0.0187
1222,05/22/23 10:12:10 PM,12.190,0.0187
1223,05/23/23 04:12:10 AM,6.167,0.0125
1224,05/23/23 10:12:10 AM,4.553,0.0187
1225,05/23/23 04:12:10 PM,6.229,0.0187
1226,05/23/23 10:12:10 PM,7.285,0.0187
1227,05/24/23 04:12:10 AM,4.739,0.0125
1228,05/24/23 10:12:10 AM,6.540,0.0125
1229,05/24/23 04:12:10 PM,5.298,0.0125
1230,05/24/23 10:12:10 PM,4.366,0.0125
1231,05/25/23 04:12:10 AM,5.981,0.0125
1232,05/25/23 10:12:10 AM,4.739,0.0125
1233,05/25/23 04:12:10 PM,5.049,0.0125
1234,05/25/23 10:12:10 PM,5.795,0.0125
1235,05/26/23 04:12:10 AM,5.546,0.0125
1236,05/26/23 10:12:10 AM,5.795,0.0125
1237,05/26/23 04:12:10 PM,5.795,0.0187
1238,05/26/23 10:12:10 PM,6.229,0.0187
1239,05/27/23 04:12:10 AM,5.298,0.0187
1240,05/27/23 10:12:10 AM,5.422,0.0125
1241,05/27/23 04:12:10 PM,5.360,0.0187
1242,05/27/23 10:12:10 PM,5.049,0.0125
1243,05/28/23 04:12:10 AM,6.478,0.0125
1244,05/28/23 10:12:10 AM,7.657,0.0125
1245,05/28/23 04:12:10 PM,5.422,0.0187
1246,05/28/23 10:12:10 PM,8.402,0.0187
1247,05/29/23 04:12:10 AM,5.298,0.0125
1248,05/29/23 10:12:10 AM,5.049,0.0187
1249,05/29/23 04:12:10 PM,10.389,0.0187
1250,05/29/23 10:12:10 PM,12.935,0.0187
1251,05/30/23 04:12:10 AM,6.664,0.0125
1252,05/30/23 10:12:10 AM,8.216,0.0187
1253,05/30/23 04:12:10 PM,7.906,0.0187
1254,05/30/23 10:12:10 PM,7.906,0.0187
1255,05/31/23 04:12:10 AM,7.719,0.0125
1256,05/31/23 10:12:10 AM,4.366,0.0187
1257,05/31/23 04:12:10 PM,6.540,0.0187
1258,05/31/23 10:12:10 PM,5.919,0.0187
1259,06/01/23 04:12:10 AM,8.402,0.0125
1260,06/01/23 10:12:10 AM,9.272,0.0125
1261,06/01/23 04:12:10 PM,6.167,0.0187
1262,06/01/23 10:12:10 PM,5.732,0.0125
1263,06/02/23 04:12:10 AM,5.795,0.0125
1264,06/02/23 10:12:10 AM,5.236,0.0187
1265,06/02/23 04:12:10 PM,8.713,0.0187
1266,06/02/23 10:12:10 PM,7.595,0.0187
1267,06/03/23 04:12:10 AM,5.608,0.0125
1268,06/03/23 10:12:10 AM,5.484,0.0187
1269,06/03/23 04:12:10 PM,7.781,0.0187
1270,06/03/23 10:12:10 PM,7.471,0.0187
1271,06/04/23 04:12:10 AM,8.837,0.0187
1272,06/04/23 10:12:10 AM,6.788,0.0187
1273,06/04/23 04:12:10 PM,7.781,0.0187
1274,06/04/23 10:12:10 PM,6.602,0.0187
1275,06/05/23 04:12:10 AM,5.981,0.0125
1276,06/05/23 10:12:10 AM,4.987,0.0187
1277,06/05/23 04:12:10 PM,6.912,0.0187
1278,06/05/23 10:12:10 PM,6.540,0.0187
1279,06/06/23 04:12:10 AM,5.360,0.0125
1280,06/06/23 10:12:10 AM,5.111,0.0187
1281,06/06/23 04:12:10 PM,8.527,0.0187
1282,06/06/23 10:12:10 PM,9.644,0.0187
1283,06/07/23 04:12:10 AM,8.527,0.0125
1284,06/07/23 10:12:10 AM,8.465,0.0187
1285,06/07/23 04:12:10 PM,9.272,0.0187
1286,06/07/23 10:12:10 PM,7.968,0.0187
1287,06/08/23 04:12:10 AM,6.043,0.0125
1288,06/08/23 10:12:10 AM,4.925,0.0187
1289,06/08/23 04:12:10 PM,6.415,0.0187
1290,06/08/23 10:12:10 PM,2.690,0.0187
1291,06/09/23 04:12:10 AM,3.870,0.0125
1292,06/09/23 10:12:10 AM,6.602,0.0125
1293,06/09/23 04:12:10 PM,5.111,0.0187
1294,06/09/23 10:12:10 PM,5.484,0.0125
1295,06/10/23 04:12:10 AM,7.657,0.0125
1296,06/10/23 10:12:10 AM,8.154,0.0125
1297,06/10/23 04:12:10 PM,6.478,0.0125
1298,06/10/23 10:12:10 PM,6.664,0.0125
1299,06/11/23 04:12:10 AM,7.595,0.0125
1300,06/11/23 10:12:10 AM,5.795,0.0187
1301,06/11/23 04:12:10 PM,4.987,0.0187
1302,06/11/23 10:12:10 PM,6.974,0.0187
1303,06/12/23 04:12:10 AM,6.291,0.0125
1304,06/12/23 10:12:10 AM,4.615,0.0187
1305,06/12/23 04:12:10 PM,7.844,0.0187
1306,06/12/23 10:12:10 PM,5.732,0.0187
1307,06/13/23 04:12:10 AM,7.161,0.0187
1308,06/13/23 10:12:10 AM,7.657,0.0187
1309,06/13/23 04:12:10 PM,5.111,0.0187
1310,06/13/23 10:12:10 PM,5.981,0.0187
1311,06/14/23 04:12:10 AM,6.415,0.0125
1312,06/14/23 10:12:10 AM,7.223,0.0187
1313,06/14/23 04:12:10 PM,8.961,0.0187
1314,06/14/23 10:12:10 PM,11.259,0.0187
1315,06/15/23 04:12:10 AM,7.098,0.0125
1316,06/15/23 10:12:10 AM,9.272,0.0187
1317,06/15/23 04:12:10 PM,9.831,0.0187
1318,06/15/23 10:12:10 PM,7.533,0.0187
1319,06/16/23 04:12:10 AM,7.657,0.0187
1320,06/16/23 10:12:10 AM,6.291,0.0187
1321,06/16/23 04:12:10 PM,6.974,0.0187
1322,06/16/23 10:12:10 PM,6.478,0.0187
1323,06/17/23 04:12:10 AM,6.602,0.0125
1324,06/17/23 10:12:10 AM,4.491,0.0187
1325,06/17/23 04:12:10 PM,7.471,0.0187
1326,06/17/23 10:12:10 PM,5.608,0.0187
1327,06/18/23 04:12:10 AM,5.484,0.0125
1328,06/18/23 10:12:10 AM,6.043,0.0125
1329,06/18/23 04:12:10 PM,7.223,0.0187
1330,06/18/23 10:12:10 PM,8.340,0.0187
1331,06/19/23 04:12:10 AM,6.043,0.0125
1332,06/19/23 10:12:10 AM,6.415,0.0187
1333,06/19/23 04:12:10 PM,6.167,0.0187
1334,06/19/23 10:12:10 PM,5.236,0.0187
1335,06/20/23 04:12:10 AM,4.925,0.0125
1336,06/20/23 10:12:10 AM,5.484,0.0125
1337,06/20/23 04:12:10 PM,4.987,0.0187
1338,06/20/23 10:12:10 PM,6.788,0.0187
1339,06/21/23 04:12:10 AM,5.919,0.0125
1340,06/21/23 10:12:10 AM,5.670,0.0187
1341,06/21/23 04:12:10 PM,6.664,0.0187
1342,06/21/23 10:12:10 PM,10.079,0.0187
1343,06/22/23 04:12:10 AM,6.291,0.0125
1344,06/22/23 10:12:10 AM,4.366,0.0125
1345,06/22/23 04:12:10 PM,4.491,0.0187
1346,06/22/23 10:12:10 PM,3.062,0.0187
1347,06/23/23 04:12:10 AM,2.752,0.0125
1348,06/23/23 10:12:10 AM,4.304,0.0125
1349,06/23/23 04:12:10 PM,5.298,0.0187
1350,06/23/23 10:12:10 PM,4.180,0.0187
1351,06/24/23 04:12:10 AM,4.801,0.0125
1352,06/24/23 10:12:10 AM,3.311,0.0187
1353,06/24/23 04:12:10 PM,8.899,0.0187
1354,06/24/23 10:12:10 PM,9.085,0.0187
1355,06/25/23 04:12:10 AM,6.105,0.0187
1356,06/25/23 10:12:10 AM,7.347,0.0187
1357,06/25/23 04:12:10 PM,6.602,0.0187
1358,06/25/23 10:12:10 PM,11.135,0.0187
1359,06/26/23 04:12:10 AM,7.347,0.0187
1360,06/26/23 10:12:10 AM,5.670,0.0187
1361,06/26/23 04:12:10 PM,8.340,0.0187
1362,06/26/23 10:12:10 PM,7.906,0.0187
1363,06/27/23 04:12:10 AM,7.471,0.0187
1364,06/27/23 10:12:10 AM,6.353,0.0187
1365,06/27/23 04:12:10 PM,7.657,0.0187
1366,06/27/23 10:12:10 PM,7.347,0.0187
1367,06/28/23 04:12:10 AM,6.788,0.0187
1368,06/28/23 10:12:10 AM,6.043,0.0187
1369,06/28/23 04:12:10 PM,8.837,0.0187
1370,06/28/23 10:12:10 PM,8.216,0.0187
1371,06/29/23 04:12:10 AM,7.161,0.0125
1372,06/29/23 10:12:10 AM,7.968,0.0187
1373,06/29/23 04:12:10 PM,10.886,0.0187
1374,06/29/23 10:12:10 PM,10.762,0.0187
1375,06/30/23 04:12:10 AM,8.775,0.0187
1376,06/30/23 10:12:10 AM,12.128,0.0187
1377,06/30/23 04:12:10 PM,10.824,0.0187
1378,06/30/23 10:12:10 PM,9.644,0.0187
1379,07/01/23 04:12:10 AM,8.961,0.0187
1380,07/01/23 10:12:10 AM,7.533,0.0187
1381,07/01/23 04:12:10 PM,8.651,0.0187
1382,07/01/23 10:12:10 PM,7.347,0.0187
1383,07/02/23 04:12:10 AM,3.125,0.0187
1384,07/02/23 10:12:10 AM,5.795,0.0187
1385,07/02/23 04:12:10 PM,8.402,0.0187
1386,07/02/23 10:12:10 PM,9.893,0.0187
1387,07/03/23 04:12:10 AM,6.664,0.0187
1388,07/03/23 10:12:10 AM,8.527,0.0187
1389,07/03/23 04:12:10 PM,10.265,0.0187
1390,07/03/23 10:12:10 PM,12.004,0.0187
1391,07/04/23 04:12:10 AM,6.726,0.0187
1392,07/04/23 10:12:10 AM,8.465,0.0187
1393,07/04/23 04:12:10 PM,11.010,0.0187
1394,07/04/23 10:12:10 PM,11.321,0.0187
1395,07/05/23 04:12:10 AM,6.912,0.0187
1396,07/05/23 10:12:10 AM,6.291,0.0187
1397,07/05/23 04:12:10 PM,8.527,0.0187
1398,07/05/23 10:12:10 PM,8.899,0.0187
1399,07/06/23 04:12:10 AM,6.043,0.0187
1400,07/06/23 10:12:10 AM,6.788,0.0187
1401,07/06/23 04:12:10 PM,8.651,0.0187
1402,07/06/23 10:12:10 PM,8.340,0.0187
1403,07/07/23 04:12:10 AM,7.036,0.0187
1404,07/07/23 10:12:10 AM,7.781,0.0187
1405,07/07/23 04:12:10 PM,7.657,0.0187
1406,07/07/23 10:12:10 PM,8.837,0.0187
1407,07/08/23 04:12:10 AM,7.595,0.0187
1408,07/08/23 10:12:10 AM,5.484,0.0187
1409,07/08/23 04:12:10 PM,6.602,0.0187
1410,07/08/23 10:12:10 PM,6.726,0.0187
1411,07/09/23 04:12:10 AM,6.167,0.0187
1412,07/09/23 10:12:10 AM,6.291,0.0187
1413,07/09/23 04:12:10 PM,9.085,0.0187
1414,07/09/23 10:12:10 PM,8.775,0.0187
1415,07/10/23 04:12:10 AM,6.664,0.0187
1416,07/10/23 10:12:10 AM,6.291,0.0187
1417,07/10/23 04:12:10 PM,8.465,0.0187
1418,07/10/23 10:12:10 PM,9.210,0.0187
1419,07/11/23 04:12:10 AM,4.677,0.0187
1420,07/11/23 10:12:10 AM,5.174,0.0187
1421,07/11/23 04:12:10 PM,6.291,0.0187
1422,07/11/23 10:12:10 PM,3.808,0.0187
1423,07/12/23 04:12:10 AM,3.994,0.0187
1424,07/12/23 10:12:10 AM,4.739,0.0187
1425,07/12/23 04:12:10 PM,6.291,0.0187
1426,07/12/23 10:12:10 PM,6.540,0.0187
1427,07/13/23 04:12:10 AM,5.236,0.0187
1428,07/13/23 10:12:10 AM,1.138,0.0125
1429,07/13/23 04:12:10 PM,4.118,0.0187
1430,07/13/23 10:12:10 PM,4.739,0.0187
1431,07/14/23 04:12:10 AM,3.497,0.0125
1432,07/14/23 10:12:10 AM,3.870,0.0187
1433,07/14/23 04:12:10 PM,4.863,0.0187
1434,07/14/23 10:12:10 PM,7.223,0.0187
1435,07/15/23 04:12:10 AM,3.435,0.0187
1436,07/15/23 10:12:10 AM,4.863,0.0187
1437,07/15/23 04:12:10 PM,8.030,0.0187
1438,07/15/23 10:12:10 PM,6.912,0.0187
1439,07/16/23 04:12:10 AM,3.808,0.0187
1440,07/16/23 10:12:10 AM,3.808,0.0187
1441,07/16/23 04:12:10 PM,3.000,0.0187
1442,07/16/23 10:12:10 PM,4.677,0.0187
1443,07/17/23 04:12:10 AM,5.422,0.0187
1444,07/17/23 10:12:10 AM,5.732,0.0187
1445,07/17/23 04:12:10 PM,5.484,0.0187
1446,07/17/23 10:12:10 PM,5.732,0.0187
1447,07/18/23 04:12:10 AM,5.049,0.0187
1448,07/18/23 10:12:10 AM,6.291,0.0187
1449,07/18/23 04:12:10 PM,4.925,0.0187
1450,07/18/23 10:12:10 PM,4.118,0.0187
1451,07/19/23 04:12:10 AM,5.049,0.0187
1452,07/19/23 10:12:10 AM,4.925,0.0187
1453,07/19/23 04:12:10 PM,5.608,0.0187
1454,07/19/23 10:12:10 PM,4.987,0.0187
1455,07/20/23 04:12:10 AM,5.546,0.0187
1456,07/20/23 10:12:10 AM,6.105,0.0187
1457,07/20/23 04:12:10 PM,6.415,0.0187
1458,07/20/23 10:12:10 PM,6.974,0.0187
1459,07/21/23 04:12:10 AM,6.043,0.0187
1460,07/21/23 10:12:10 AM,6.602,0.0187
1461,07/21/23 04:12:10 PM,7.844,0.0187
1462,07/21/23 10:12:10 PM,7.533,0.0187
1463,07/22/23 04:12:10 AM,3.870,0.0125
1464,07/22/23 10:12:10 AM,5.360,0.0187
1465,07/22/23 04:12:10 PM,4.553,0.0187
1466,07/22/23 10:12:10 PM,6.540,0.0187
1467,07/23/23 04:12:10 AM,4.553,0.0187
1468,07/23/23 10:12:10 AM,2.628,0.0187
1469,07/23/23 04:12:10 PM,4.366,0.0187
1470,07/23/23 10:12:10 PM,4.491,0.0187
1471,07/24/23 04:12:10 AM,4.863,0.0187
1472,07/24/23 10:12:10 AM,5.732,0.0187
1473,07/24/23 04:12:10 PM,1.262,0.0187
1474,07/24/23 10:12:10 PM,1.572,0.0187
1475,07/25/23 04:12:10 AM,5.236,0.0187
1476,07/25/23 10:12:10 AM,5.608,0.0187
1477,07/25/23 04:12:10 PM,3.373,0.0187
1478,07/25/23 10:12:10 PM,4.118,0.0187
1479,07/26/23 04:12:10 AM,1.883,0.0187
1480,07/26/23 10:12:10 AM,3.559,0.0187
1481,07/26/23 04:12:10 PM,2.566,0.0187
1482,07/26/23 10:12:10 PM,4.428,0.0187
1483,07/27/23 04:12:10 AM,0.765,0.0187
1484,07/27/23 10:12:10 AM,1.821,0.0187
1485,07/27/23 04:12:10 PM,4.180,0.0187
1486,07/27/23 10:12:10 PM,3.497,0.0187
1487,07/28/23 04:12:10 AM,1.696,0.0187
1488,07/28/23 10:12:10 AM,3.745,0.0187
1489,07/28/23 04:12:10 PM,2.504,0.0187
1490,07/28/23 10:12:10 PM,3.062,0.0187
1491,07/29/23 04:12:10 AM,0.455,0.0187
1492,07/29/23 10:12:10 AM,2.317,0.0187
1493,07/29/23 04:12:10 PM,3.435,0.0187
1494,07/29/23 10:12:10 PM,2.131,0.0187
1495,07/30/23 04:12:10 AM,-0.415,0.0187
1496,07/30/23 10:12:10 AM,2.069,0.0187
1497,07/30/23 04:12:10 PM,4.056,0.0187
1498,07/30/23 10:12:10 PM,3.187,0.0187
1499,07/31/23 04:12:10 AM,0.827,0.0187
1500,07/31/23 10:12:10 AM,1.758,0.0187
1501,07/31/23 04:12:10 PM,0.703,0.0187
1502,07/31/23 10:12:10 PM,2.007,0.0187
1503,08/01/23 04:12:10 AM,2.752,0.0187
1504,08/01/23 10:12:10 AM,2.752,0.0187
1505,08/01/23 04:12:10 PM,3.559,0.0187
