"Plot Title: Hobo_A"
"#","Date Time, GMT-06:00","Snow Depth, Inches (LGR S/N: 21378708, SEN S/N: 21074600)","Current, mA (LGR S/N: 21378708, SEN S/N: 21074600)"
520,11/28/22 10:12:10 AM,110.732,0.0125
521,11/28/22 04:12:10 PM,12.625,0.0125
522,11/28/22 10:12:10 PM,12.501,0.0125
523,11/29/22 04:12:10 AM,110.607,0.0125
524,11/29/22 10:12:10 AM,110.856,0.0125
525,11/29/22 04:12:10 PM,110.732,0.0125
526,11/29/22 10:12:10 PM,110.670,0.0125
527,11/30/22 04:12:10 AM,110.545,0.0125
528,11/30/22 10:12:10 AM,110.545,0.0125
529,11/30/22 04:12:10 PM,110.545,0.0125
530,11/30/22 10:12:10 PM,110.421,0.0125
531,12/01/22 04:12:10 AM,110.359,0.0125
532,12/01/22 10:12:10 AM,110.421,0.0125
533,12/01/22 04:12:10 PM,13.246,0.0125
534,12/01/22 10:12:10 PM,14.239,0.0125
535,12/02/22 04:12:10 AM,14.177,0.0125
536,12/02/22 10:12:10 AM,13.432,0.0125
537,12/02/22 04:12:10 PM,13.308,0.0125
538,12/02/22 10:12:10 PM,15.605,0.0125
539,12/03/22 04:12:10 AM,17.406,0.0125
540,12/03/22 10:12:10 AM,15.171,0.0125
541,12/03/22 04:12:10 PM,13.059,0.0125
542,12/03/22 10:12:10 PM,11.942,0.0125
543,12/04/22 04:12:10 AM,12.438,0.0125
544,12/04/22 10:12:10 AM,12.625,0.0125
545,12/04/22 04:12:10 PM,12.687,0.0125
546,12/04/22 10:12:10 PM,12.625,0.0125
547,12/05/22 04:12:10 AM,12.811,0.0125
548,12/05/22 10:12:10 AM,12.687,0.0125
549,12/05/22 04:12:10 PM,12.625,0.0125
550,12/05/22 10:12:10 PM,12.687,0.0125
551,12/06/22 04:12:10 AM,12.687,0.0125
552,12/06/22 10:12:10 AM,12.749,0.0125
553,12/06/22 04:12:10 PM,12.625,0.0125
554,12/06/22 10:12:10 PM,12.563,0.0125
555,12/07/22 04:12:10 AM,12.563,0.0125
556,12/07/22 10:12:10 AM,12.625,0.0125
557,12/07/22 04:12:10 PM,12.501,0.0125
558,12/07/22 10:12:10 PM,12.625,0.0125
559,12/08/22 04:12:10 AM,12.563,0.0125
560,12/08/22 10:12:10 AM,12.687,0.0125
561,12/08/22 04:12:10 PM,12.625,0.0125
562,12/08/22 10:12:10 PM,12.873,0.0125
563,12/09/22 04:12:10 AM,12.625,0.0125
564,12/09/22 10:12:10 AM,12.749,0.0125
565,12/09/22 04:12:10 PM,12.563,0.0125
566,12/09/22 10:12:10 PM,12.687,0.0125
567,12/10/22 04:12:10 AM,12.749,0.0125
568,12/10/22 10:12:10 AM,12.687,0.0125
569,12/10/22 04:12:10 PM,12.563,0.0125
570,12/10/22 10:12:10 PM,12.501,0.0125
571,12/11/22 04:12:10 AM,12.314,0.0125
572,12/11/22 10:12:10 AM,12.625,0.0125
573,12/11/22 04:12:10 PM,12.687,0.0125
574,12/11/22 10:12:10 PM,12.314,0.0125
575,12/12/22 04:12:10 AM,12.376,0.0125
576,12/12/22 10:12:10 AM,12.376,0.0125
577,12/12/22 04:12:10 PM,12.563,0.0125
578,12/12/22 10:12:10 PM,12.625,0.0125
579,12/13/22 04:12:10 AM,12.997,0.0125
580,12/13/22 10:12:10 AM,12.811,0.0125
581,12/13/22 04:12:10 PM,13.121,0.0125
582,12/13/22 10:12:10 PM,13.432,0.0125
583,12/14/22 04:12:10 AM,13.370,0.0125
584,12/14/22 10:12:10 AM,13.059,0.0125
585,12/14/22 04:12:10 PM,13.246,0.0125
586,12/14/22 10:12:10 PM,13.308,0.0125
587,12/15/22 04:12:10 AM,13.494,0.0125
588,12/15/22 10:12:10 AM,13.556,0.0125
589,12/15/22 04:12:10 PM,12.935,0.0125
590,12/15/22 10:12:10 PM,12.997,0.0125
591,12/16/22 04:12:10 AM,13.308,0.0125
592,12/16/22 10:12:10 AM,13.184,0.0125
593,12/16/22 04:12:10 PM,13.246,0.0125
594,12/16/22 10:12:10 PM,13.929,0.0125
595,12/17/22 04:12:10 AM,13.867,0.0125
596,12/17/22 10:12:10 AM,14.053,0.0125
597,12/17/22 04:12:10 PM,14.053,0.0125
598,12/17/22 10:12:10 PM,13.991,0.0125
599,12/18/22 04:12:10 AM,13.867,0.0125
600,12/18/22 10:12:10 AM,13.929,0.0125
601,12/18/22 04:12:10 PM,13.742,0.0125
602,12/18/22 10:12:10 PM,13.991,0.0125
603,12/19/22 04:12:10 AM,13.867,0.0125
604,12/19/22 10:12:10 AM,13.929,0.0125
605,12/19/22 04:12:10 PM,13.680,0.0125
606,12/19/22 10:12:10 PM,13.805,0.0125
607,12/20/22 04:12:10 AM,13.059,0.0125
608,12/20/22 10:12:10 AM,13.184,0.0125
609,12/20/22 04:12:10 PM,13.494,0.0125
610,12/20/22 10:12:10 PM,13.618,0.0125
611,12/21/22 04:12:10 AM,12.997,0.0125
612,12/21/22 10:12:10 AM,13.805,0.0125
613,12/21/22 04:12:10 PM,13.867,0.0125
614,12/21/22 10:12:10 PM,13.742,0.0125
615,12/22/22 04:12:10 AM,14.363,0.0125
616,12/22/22 10:12:10 AM,14.488,0.0125
617,12/22/22 04:12:10 PM,14.674,0.0125
618,12/22/22 10:12:10 PM,14.860,0.0125
619,12/23/22 04:12:10 AM,14.674,0.0125
620,12/23/22 10:12:10 AM,14.239,0.0125
621,12/23/22 04:12:10 PM,14.115,0.0125
622,12/23/22 10:12:10 PM,14.425,0.0125
623,12/24/22 04:12:10 AM,14.239,0.0125
624,12/24/22 10:12:10 AM,14.053,0.0125
625,12/24/22 04:12:10 PM,14.363,0.0125
626,12/24/22 10:12:10 PM,14.301,0.0125
627,12/25/22 04:12:10 AM,14.301,0.0125
628,12/25/22 10:12:10 AM,14.053,0.0125
629,12/25/22 04:12:10 PM,14.177,0.0125
630,12/25/22 10:12:10 PM,14.177,0.0125
631,12/26/22 04:12:10 AM,14.239,0.0125
632,12/26/22 10:12:10 AM,14.177,0.0125
633,12/26/22 04:12:10 PM,14.115,0.0125
634,12/26/22 10:12:10 PM,14.239,0.0125
635,12/27/22 04:12:10 AM,14.239,0.0125
636,12/27/22 10:12:10 AM,14.177,0.0125
637,12/27/22 04:12:10 PM,13.991,0.0125
638,12/27/22 10:12:10 PM,14.115,0.0125
639,12/28/22 04:12:10 AM,14.115,0.0125
640,12/28/22 10:12:10 AM,14.115,0.0125
641,12/28/22 04:12:10 PM,13.432,0.0125
642,12/28/22 10:12:10 PM,15.295,0.0125
643,12/29/22 04:12:10 AM,15.481,0.0125
644,12/29/22 10:12:10 AM,15.419,0.0125
645,12/29/22 04:12:10 PM,15.357,0.0125
646,12/29/22 10:12:10 PM,15.233,0.0125
647,12/30/22 04:12:10 AM,15.108,0.0125
648,12/30/22 10:12:10 AM,14.984,0.0125
649,12/30/22 04:12:10 PM,15.046,0.0125
650,12/30/22 10:12:10 PM,14.488,0.0125
651,12/31/22 04:12:10 AM,14.053,0.0125
652,12/31/22 10:12:10 AM,110.421,0.0125
653,12/31/22 04:12:10 PM,110.297,0.0125
654,12/31/22 10:12:10 PM,12.625,0.0125
655,01/01/23 04:12:10 AM,13.991,0.0125
656,01/01/23 10:12:10 AM,14.177,0.0125
657,01/01/23 04:12:10 PM,13.991,0.0125
658,01/01/23 10:12:10 PM,13.991,0.0125
659,01/02/23 04:12:10 AM,13.556,0.0125
660,01/02/23 10:12:10 AM,15.916,0.0125
661,01/02/23 04:12:10 PM,18.461,0.0125
662,01/02/23 10:12:10 PM,18.958,0.0125
663,01/03/23 04:12:10 AM,17.965,0.0125
664,01/03/23 10:12:10 AM,17.530,0.0125
665,01/03/23 04:12:10 PM,17.468,0.0125
666,01/03/23 10:12:10 PM,17.468,0.0125
667,01/04/23 04:12:10 AM,17.158,0.0125
668,01/04/23 10:12:10 AM,16.350,0.0125
669,01/04/23 04:12:10 PM,15.108,0.0125
670,01/04/23 10:12:10 PM,17.095,0.0125
671,01/05/23 04:12:10 AM,17.220,0.0125
672,01/05/23 10:12:10 AM,17.095,0.0125
673,01/05/23 04:12:10 PM,17.033,0.0125
674,01/05/23 10:12:10 PM,16.971,0.0125
675,01/06/23 04:12:10 AM,16.599,0.0125
676,01/06/23 10:12:10 AM,16.350,0.0125
677,01/06/23 04:12:10 PM,16.288,0.0125
678,01/06/23 10:12:10 PM,16.040,0.0125
679,01/07/23 04:12:10 AM,16.164,0.0125
680,01/07/23 10:12:10 AM,16.164,0.0125
681,01/07/23 04:12:10 PM,16.971,0.0125
682,01/07/23 10:12:10 PM,18.151,0.0125
683,01/08/23 04:12:10 AM,18.586,0.0125
684,01/08/23 10:12:10 AM,18.151,0.0125
685,01/08/23 04:12:10 PM,17.841,0.0125
686,01/08/23 10:12:10 PM,110.235,0.0125
687,01/09/23 04:12:10 AM,20.076,0.0125
688,01/09/23 10:12:10 AM,19.641,0.0125
689,01/09/23 04:12:10 PM,18.958,0.0125
690,01/09/23 10:12:10 PM,18.151,0.0125
691,01/10/23 04:12:10 AM,19.765,0.0125
692,01/10/23 10:12:10 AM,20.511,0.0125
693,01/10/23 04:12:10 PM,20.448,0.0125
694,01/10/23 10:12:10 PM,20.262,0.0125
695,01/11/23 04:12:10 AM,20.324,0.0125
696,01/11/23 10:12:10 AM,20.324,0.0125
697,01/11/23 04:12:10 PM,20.200,0.0125
698,01/11/23 10:12:10 PM,20.138,0.0125
699,01/12/23 04:12:10 AM,20.014,0.0125
700,01/12/23 10:12:10 AM,20.076,0.0125
701,01/12/23 04:12:10 PM,19.828,0.0125
702,01/12/23 10:12:10 PM,19.455,0.0125
703,01/13/23 04:12:10 AM,19.703,0.0125
704,01/13/23 10:12:10 AM,19.703,0.0125
705,01/13/23 04:12:10 PM,19.579,0.0125
706,01/13/23 10:12:10 PM,19.455,0.0125
707,01/14/23 04:12:10 AM,19.145,0.0125
708,01/14/23 10:12:10 AM,19.020,0.0125
709,01/14/23 04:12:10 PM,19.082,0.0125
710,01/14/23 10:12:10 PM,18.772,0.0125
711,01/15/23 04:12:10 AM,19.020,0.0125
712,01/15/23 10:12:10 AM,18.524,0.0125
713,01/15/23 04:12:10 PM,17.716,0.0125
714,01/15/23 10:12:10 PM,17.965,0.0125
715,01/16/23 04:12:10 AM,17.965,0.0125
716,01/16/23 10:12:10 AM,18.896,0.0125
717,01/16/23 04:12:10 PM,17.033,0.0125
718,01/16/23 10:12:10 PM,18.586,0.0125
719,01/17/23 04:12:10 AM,18.461,0.0125
720,01/17/23 10:12:10 AM,17.903,0.0125
721,01/17/23 04:12:10 PM,17.530,0.0125
722,01/17/23 10:12:10 PM,17.220,0.0125
723,01/18/23 04:12:10 AM,16.971,0.0125
724,01/18/23 10:12:10 AM,17.033,0.0125
725,01/18/23 04:12:10 PM,17.033,0.0125
726,01/18/23 10:12:10 PM,20.448,0.0125
727,01/19/23 04:12:10 AM,20.511,0.0125
728,01/19/23 10:12:10 AM,20.386,0.0125
729,01/19/23 04:12:10 PM,20.014,0.0125
730,01/19/23 10:12:10 PM,19.952,0.0125
731,01/20/23 04:12:10 AM,19.952,0.0125
732,01/20/23 10:12:10 AM,19.517,0.0125
733,01/20/23 04:12:10 PM,19.517,0.0125
734,01/20/23 10:12:10 PM,19.331,0.0125
735,01/21/23 04:12:10 AM,18.958,0.0125
736,01/21/23 10:12:10 AM,18.896,0.0125
737,01/21/23 04:12:10 PM,18.772,0.0125
738,01/21/23 10:12:10 PM,18.461,0.0125
739,01/22/23 04:12:10 AM,18.089,0.0125
740,01/22/23 10:12:10 AM,19.641,0.0125
741,01/22/23 04:12:10 PM,20.448,0.0125
742,01/22/23 10:12:10 PM,21.752,0.0125
743,01/23/23 04:12:10 AM,20.386,0.0125
744,01/23/23 10:12:10 AM,20.324,0.0125
745,01/23/23 04:12:10 PM,110.297,0.0125
746,01/23/23 10:12:10 PM,20.386,0.0125
747,01/24/23 04:12:10 AM,18.648,0.0125
748,01/24/23 10:12:10 AM,20.821,0.0125
749,01/24/23 04:12:10 PM,110.235,0.0125
750,01/24/23 10:12:10 PM,22.560,0.0125
751,01/25/23 04:12:10 AM,22.560,0.0125
752,01/25/23 10:12:10 AM,21.939,0.0125
753,01/25/23 04:12:10 PM,22.311,0.0125
754,01/25/23 10:12:10 PM,22.684,0.0125
755,01/26/23 04:12:10 AM,22.125,0.0125
756,01/26/23 10:12:10 AM,22.001,0.0125
757,01/26/23 04:12:10 PM,22.063,0.0125
758,01/26/23 10:12:10 PM,22.063,0.0125
759,01/27/23 04:12:10 AM,22.187,0.0125
760,01/27/23 10:12:10 AM,21.628,0.0125
761,01/27/23 04:12:10 PM,21.256,0.0125
762,01/27/23 10:12:10 PM,22.063,0.0125
763,01/28/23 04:12:10 AM,21.504,0.0125
764,01/28/23 10:12:10 AM,21.939,0.0125
765,01/28/23 04:12:10 PM,21.752,0.0125
766,01/28/23 10:12:10 PM,21.566,0.0125
767,01/29/23 04:12:10 AM,21.628,0.0125
768,01/29/23 10:12:10 AM,22.684,0.0125
769,01/29/23 04:12:10 PM,22.684,0.0125
770,01/29/23 10:12:10 PM,22.684,0.0125
771,01/30/23 04:12:10 AM,22.932,0.0125
772,01/30/23 10:12:10 AM,22.684,0.0125
773,01/30/23 04:12:10 PM,22.560,0.0125
774,01/30/23 10:12:10 PM,22.746,0.0125
775,01/31/23 04:12:10 AM,22.808,0.0125
776,01/31/23 10:12:10 AM,22.870,0.0125
777,01/31/23 04:12:10 PM,21.628,0.0125
778,01/31/23 10:12:10 PM,22.684,0.0125
779,02/01/23 04:12:10 AM,22.622,0.0125
780,02/01/23 10:12:10 AM,22.249,0.0125
781,02/01/23 04:12:10 PM,22.063,0.0125
782,02/01/23 10:12:10 PM,21.380,0.0125
783,02/02/23 04:12:10 AM,22.125,0.0125
784,02/02/23 10:12:10 AM,110.732,0.0125
785,02/02/23 04:12:10 PM,110.670,0.0125
786,02/02/23 10:12:10 PM,110.980,0.0125
787,02/03/23 04:12:10 AM,110.980,0.0125
788,02/03/23 10:12:10 AM,110.980,0.0125
789,02/03/23 04:12:10 PM,110.670,0.0125
790,02/03/23 10:12:10 PM,110.980,0.0125
791,02/04/23 04:12:10 AM,110.980,0.0125
792,02/04/23 10:12:10 AM,111.042,0.0125
793,02/04/23 04:12:10 PM,110.670,0.0125
794,02/04/23 10:12:10 PM,111.042,0.0125
795,02/05/23 04:12:10 AM,111.042,0.0125
796,02/05/23 10:12:10 AM,111.042,0.0125
797,02/05/23 04:12:10 PM,110.670,0.0125
798,02/05/23 10:12:10 PM,111.042,0.0125
799,02/06/23 04:12:10 AM,21.690,0.0125
800,02/06/23 10:12:10 AM,110.856,0.0125
801,02/06/23 04:12:10 PM,110.732,0.0125
802,02/06/23 10:12:10 PM,110.918,0.0125
803,02/07/23 04:12:10 AM,110.918,0.0125
804,02/07/23 10:12:10 AM,110.732,0.0125
805,02/07/23 04:12:10 PM,20.883,0.0125
806,02/07/23 10:12:10 PM,110.483,0.0125
807,02/08/23 04:12:10 AM,110.607,0.0125
808,02/08/23 10:12:10 AM,110.670,0.0125
809,02/08/23 04:12:10 PM,21.256,0.0125
810,02/08/23 10:12:10 PM,20.945,0.0125
811,02/09/23 04:12:10 AM,21.007,0.0125
812,02/09/23 10:12:10 AM,21.318,0.0125
813,02/09/23 04:12:10 PM,20.945,0.0125
814,02/09/23 10:12:10 PM,21.007,0.0125
815,02/10/23 04:12:10 AM,110.297,0.0125
816,02/10/23 10:12:10 AM,110.545,0.0125
817,02/10/23 04:12:10 PM,23.056,0.0125
818,02/10/23 10:12:10 PM,23.367,0.0125
819,02/11/23 04:12:10 AM,23.367,0.0125
820,02/11/23 10:12:10 AM,23.305,0.0125
821,02/11/23 04:12:10 PM,23.367,0.0125
822,02/11/23 10:12:10 PM,23.553,0.0125
823,02/12/23 04:12:10 AM,23.491,0.0125
824,02/12/23 10:12:10 AM,23.429,0.0125
825,02/12/23 04:12:10 PM,22.001,0.0125
826,02/12/23 10:12:10 PM,23.677,0.0125
827,02/13/23 04:12:10 AM,23.305,0.0125
828,02/13/23 10:12:10 AM,23.491,0.0125
829,02/13/23 04:12:10 PM,23.118,0.0125
830,02/13/23 10:12:10 PM,23.677,0.0125
831,02/14/23 04:12:10 AM,24.112,0.0125
832,02/14/23 10:12:10 AM,24.050,0.0125
833,02/14/23 04:12:10 PM,22.932,0.0125
834,02/14/23 10:12:10 PM,24.236,0.0125
835,02/15/23 04:12:10 AM,24.609,0.0125
836,02/15/23 10:12:10 AM,24.174,0.0125
837,02/15/23 04:12:10 PM,22.808,0.0125
838,02/15/23 10:12:10 PM,23.988,0.0125
839,02/16/23 04:12:10 AM,23.615,0.0125
840,02/16/23 10:12:10 AM,23.553,0.0125
841,02/16/23 04:12:10 PM,22.187,0.0125
842,02/16/23 10:12:10 PM,23.553,0.0125
843,02/17/23 04:12:10 AM,24.112,0.0125
844,02/17/23 10:12:10 AM,23.615,0.0125
845,02/17/23 04:12:10 PM,22.808,0.0125
846,02/17/23 10:12:10 PM,23.677,0.0125
847,02/18/23 04:12:10 AM,23.491,0.0125
848,02/18/23 10:12:10 AM,23.926,0.0125
849,02/18/23 04:12:10 PM,23.367,0.0125
850,02/18/23 10:12:10 PM,23.615,0.0125
851,02/19/23 04:12:10 AM,23.367,0.0125
852,02/19/23 10:12:10 AM,22.932,0.0125
853,02/19/23 04:12:10 PM,22.125,0.0125
854,02/19/23 10:12:10 PM,23.305,0.0125
855,02/20/23 04:12:10 AM,23.429,0.0125
856,02/20/23 10:12:10 AM,22.684,0.0125
857,02/20/23 04:12:10 PM,110.235,0.0125
858,02/20/23 10:12:10 PM,22.932,0.0125
859,02/21/23 04:12:10 AM,24.485,0.0125
860,02/21/23 10:12:10 AM,24.298,0.0125
861,02/21/23 04:12:10 PM,24.795,0.0125
862,02/21/23 10:12:10 PM,24.671,0.0125
863,02/22/23 04:12:10 AM,24.919,0.0125
864,02/22/23 10:12:10 AM,24.422,0.0125
865,02/22/23 04:12:10 PM,23.864,0.0125
866,02/22/23 10:12:10 PM,24.609,0.0125
867,02/23/23 04:12:10 AM,21.752,0.0125
868,02/23/23 10:12:10 AM,23.677,0.0125
869,02/23/23 04:12:10 PM,24.112,0.0125
870,02/23/23 10:12:10 PM,24.609,0.0125
871,02/24/23 04:12:10 AM,24.050,0.0125
872,02/24/23 10:12:10 AM,21.380,0.0125
873,02/24/23 04:12:10 PM,23.677,0.0125
874,02/24/23 10:12:10 PM,23.243,0.0125
875,02/25/23 04:12:10 AM,23.677,0.0125
876,02/25/23 10:12:10 AM,24.050,0.0125
877,02/25/23 04:12:10 PM,22.125,0.0125
878,02/25/23 10:12:10 PM,23.367,0.0125
879,02/26/23 04:12:10 AM,110.297,0.0125
880,02/26/23 10:12:10 AM,24.422,0.0125
881,02/26/23 04:12:10 PM,24.298,0.0125
882,02/26/23 10:12:10 PM,24.050,0.0125
883,02/27/23 04:12:10 AM,24.050,0.0125
884,02/27/23 10:12:10 AM,23.864,0.0125
885,02/27/23 04:12:10 PM,23.181,0.0125
886,02/27/23 10:12:10 PM,23.243,0.0125
887,02/28/23 04:12:10 AM,23.429,0.0125
888,02/28/23 10:12:10 AM,21.380,0.0125
889,02/28/23 04:12:10 PM,22.187,0.0125
890,02/28/23 10:12:10 PM,22.063,0.0125
891,03/01/23 04:12:10 AM,23.056,0.0125
892,03/01/23 10:12:10 AM,23.491,0.0125
893,03/01/23 04:12:10 PM,22.373,0.0125
894,03/01/23 10:12:10 PM,23.243,0.0125
895,03/02/23 04:12:10 AM,23.739,0.0125
896,03/02/23 10:12:10 AM,23.801,0.0125
897,03/02/23 04:12:10 PM,22.125,0.0125
898,03/02/23 10:12:10 PM,23.926,0.0125
899,03/03/23 04:12:10 AM,23.677,0.0125
900,03/03/23 10:12:10 AM,23.677,0.0125
901,03/03/23 04:12:10 PM,22.311,0.0125
902,03/03/23 10:12:10 PM,23.926,0.0125
903,03/04/23 04:12:10 AM,23.677,0.0125
904,03/04/23 10:12:10 AM,23.615,0.0125
905,03/04/23 04:12:10 PM,22.994,0.0125
906,03/04/23 10:12:10 PM,23.864,0.0125
907,03/05/23 04:12:10 AM,23.615,0.0125
908,03/05/23 10:12:10 AM,23.243,0.0125
909,03/05/23 04:12:10 PM,21.815,0.0125
910,03/05/23 10:12:10 PM,23.615,0.0125
911,03/06/23 04:12:10 AM,23.615,0.0125
912,03/06/23 10:12:10 AM,23.367,0.0125
913,03/06/23 04:12:10 PM,22.001,0.0125
914,03/06/23 10:12:10 PM,23.677,0.0125
915,03/07/23 04:12:10 AM,23.988,0.0125
916,03/07/23 10:12:10 AM,23.553,0.0125
917,03/07/23 04:12:10 PM,23.118,0.0125
918,03/07/23 10:12:10 PM,23.553,0.0125
919,03/08/23 04:12:10 AM,23.801,0.0125
920,03/08/23 10:12:10 AM,23.553,0.0125
921,03/08/23 04:12:10 PM,22.746,0.0125
922,03/08/23 10:12:10 PM,22.870,0.0125
923,03/09/23 04:12:10 AM,22.746,0.0125
924,03/09/23 10:12:10 AM,22.870,0.0125
925,03/09/23 04:12:10 PM,21.690,0.0125
926,03/09/23 10:12:10 PM,20.697,0.0125
927,03/10/23 04:12:10 AM,20.821,0.0125
928,03/10/23 10:12:10 AM,20.759,0.0125
929,03/10/23 04:12:10 PM,20.014,0.0125
930,03/10/23 10:12:10 PM,20.573,0.0125
931,03/11/23 04:12:10 AM,20.635,0.0125
932,03/11/23 10:12:10 AM,20.697,0.0125
933,03/11/23 04:12:10 PM,20.324,0.0125
934,03/11/23 10:12:10 PM,19.890,0.0125
935,03/12/23 04:12:10 AM,20.511,0.0125
936,03/12/23 10:12:10 AM,20.573,0.0125
937,03/12/23 04:12:10 PM,20.448,0.0125
938,03/12/23 10:12:10 PM,21.442,0.0125
939,03/13/23 04:12:10 AM,21.442,0.0125
940,03/13/23 10:12:10 AM,21.628,0.0125
941,03/13/23 04:12:10 PM,21.069,0.0125
942,03/13/23 10:12:10 PM,21.256,0.0125
943,03/14/23 04:12:10 AM,21.318,0.0125
944,03/14/23 10:12:10 AM,21.131,0.0125
945,03/14/23 04:12:10 PM,21.256,0.0125
946,03/14/23 10:12:10 PM,19.393,0.0125
947,03/15/23 04:12:10 AM,21.069,0.0125
948,03/15/23 10:12:10 AM,20.697,0.0125
949,03/15/23 04:12:10 PM,19.331,0.0125
950,03/15/23 10:12:10 PM,21.131,0.0125
951,03/16/23 04:12:10 AM,21.007,0.0125
952,03/16/23 10:12:10 AM,20.635,0.0125
953,03/16/23 04:12:10 PM,19.641,0.0125
954,03/16/23 10:12:10 PM,21.069,0.0125
955,03/17/23 04:12:10 AM,21.194,0.0125
956,03/17/23 10:12:10 AM,20.511,0.0125
957,03/17/23 04:12:10 PM,19.393,0.0125
958,03/17/23 10:12:10 PM,20.883,0.0125
959,03/18/23 04:12:10 AM,21.131,0.0125
960,03/18/23 10:12:10 AM,20.945,0.0125
961,03/18/23 04:12:10 PM,20.138,0.0125
962,03/18/23 10:12:10 PM,20.200,0.0125
963,03/19/23 04:12:10 AM,20.945,0.0125
964,03/19/23 10:12:10 AM,20.697,0.0125
965,03/19/23 04:12:10 PM,19.703,0.0125
966,03/19/23 10:12:10 PM,20.262,0.0125
967,03/20/23 04:12:10 AM,20.945,0.0125
968,03/20/23 10:12:10 AM,20.821,0.0125
969,03/20/23 04:12:10 PM,19.145,0.0125
970,03/20/23 10:12:10 PM,19.269,0.0125
971,03/21/23 04:12:10 AM,20.511,0.0125
972,03/21/23 10:12:10 AM,20.759,0.0125
973,03/21/23 04:12:10 PM,19.393,0.0125
974,03/21/23 10:12:10 PM,19.020,0.0125
975,03/22/23 04:12:10 AM,20.697,0.0125
976,03/22/23 10:12:10 AM,20.573,0.0125
977,03/22/23 04:12:10 PM,18.337,0.0187
978,03/22/23 10:12:10 PM,18.834,0.0125
979,03/23/23 04:12:10 AM,20.573,0.0125
980,03/23/23 10:12:10 AM,20.697,0.0125
981,03/23/23 04:12:10 PM,19.828,0.0125
982,03/23/23 10:12:10 PM,20.014,0.0125
983,03/24/23 04:12:10 AM,20.945,0.0125
984,03/24/23 10:12:10 AM,20.573,0.0125
985,03/24/23 04:12:10 PM,18.896,0.0125
986,03/24/23 10:12:10 PM,18.772,0.0125
987,03/25/23 04:12:10 AM,21.007,0.0125
988,03/25/23 10:12:10 AM,20.697,0.0125
989,03/25/23 04:12:10 PM,20.200,0.0125
990,03/25/23 10:12:10 PM,21.690,0.0125
991,03/26/23 04:12:10 AM,22.187,0.0125
992,03/26/23 10:12:10 AM,21.877,0.0125
993,03/26/23 04:12:10 PM,20.262,0.0125
994,03/26/23 10:12:10 PM,19.952,0.0125
995,03/27/23 04:12:10 AM,22.311,0.0125
996,03/27/23 10:12:10 AM,22.063,0.0125
997,03/27/23 04:12:10 PM,21.007,0.0125
998,03/27/23 10:12:10 PM,21.380,0.0125
999,03/28/23 04:12:10 AM,22.063,0.0125
1000,03/28/23 10:12:10 AM,22.125,0.0125
1001,03/28/23 04:12:10 PM,23.305,0.0125
1002,03/28/23 10:12:10 PM,23.367,0.0125
1003,03/29/23 04:12:10 AM,23.553,0.0125
1004,03/29/23 10:12:10 AM,22.311,0.0125
1005,03/29/23 04:12:10 PM,21.752,0.0125
1006,03/29/23 10:12:10 PM,22.063,0.0125
1007,03/30/23 04:12:10 AM,22.125,0.0125
1008,03/30/23 10:12:10 AM,21.504,0.0125
1009,03/30/23 04:12:10 PM,22.063,0.0125
1010,03/30/23 10:12:10 PM,21.752,0.0125
1011,03/31/23 04:12:10 AM,22.311,0.0125
1012,03/31/23 10:12:10 AM,22.249,0.0125
1013,03/31/23 04:12:10 PM,22.249,0.0125
1014,03/31/23 10:12:10 PM,22.746,0.0125
1015,04/01/23 04:12:10 AM,22.870,0.0125
1016,04/01/23 10:12:10 AM,22.063,0.0125
1017,04/01/23 04:12:10 PM,22.187,0.0125
1018,04/01/23 10:12:10 PM,21.628,0.0125
1019,04/02/23 04:12:10 AM,23.305,0.0125
1020,04/02/23 10:12:10 AM,21.566,0.0125
1021,04/02/23 04:12:10 PM,21.318,0.0125
1022,04/02/23 10:12:10 PM,22.187,0.0125
1023,04/03/23 04:12:10 AM,23.181,0.0125
1024,04/03/23 10:12:10 AM,22.249,0.0125
1025,04/03/23 04:12:10 PM,21.504,0.0125
1026,04/03/23 10:12:10 PM,21.069,0.0125
1027,04/04/23 04:12:10 AM,22.498,0.0125
1028,04/04/23 10:12:10 AM,21.442,0.0125
1029,04/04/23 04:12:10 PM,20.324,0.0125
1030,04/04/23 10:12:10 PM,22.994,0.0125
1031,04/05/23 04:12:10 AM,22.498,0.0125
1032,04/05/23 10:12:10 AM,23.118,0.0125
1033,04/05/23 04:12:10 PM,22.684,0.0125
1034,04/05/23 10:12:10 PM,24.174,0.0125
1035,04/06/23 04:12:10 AM,24.360,0.0125
1036,04/06/23 10:12:10 AM,24.174,0.0125
1037,04/06/23 04:12:10 PM,23.243,0.0125
1038,04/06/23 10:12:10 PM,23.491,0.0125
1039,04/07/23 04:12:10 AM,23.553,0.0125
1040,04/07/23 10:12:10 AM,23.305,0.0125
1041,04/07/23 04:12:10 PM,22.870,0.0125
1042,04/07/23 10:12:10 PM,22.808,0.0125
1043,04/08/23 04:12:10 AM,23.491,0.0125
1044,04/08/23 10:12:10 AM,21.877,0.0125
1045,04/08/23 04:12:10 PM,22.622,0.0125
1046,04/08/23 10:12:10 PM,23.056,0.0125
1047,04/09/23 04:12:10 AM,23.367,0.0125
1048,04/09/23 10:12:10 AM,22.994,0.0125
1049,04/09/23 04:12:10 PM,22.063,0.0125
1050,04/09/23 10:12:10 PM,21.877,0.0125
1051,04/10/23 04:12:10 AM,22.498,0.0125
