"Plot Title: sarlab_hobo_3"
"#","Date Time, GMT-06:00","snow_depth, inches (LGR S/N: 20584852, SEN S/N: 20460899)","Current, mA (LGR S/N: 20584852, SEN S/N: 20460899)"
1,07/20/22 03:04:28 PM,3.870,0.0125
2,07/20/22 09:04:28 PM,1.324,0.0125
3,07/21/22 03:04:28 AM,1.821,0.0125
4,07/21/22 09:04:28 AM,2.814,0.0125
5,07/21/22 03:04:28 PM,1.758,0.0125
6,07/21/22 09:04:28 PM,3.187,0.0125
7,07/22/22 03:04:28 AM,-1.284,0.0125
8,07/22/22 09:04:28 AM,3.187,0.0125
9,07/22/22 03:04:28 PM,3.000,0.0125
10,07/22/22 09:04:28 PM,3.373,0.0125
11,07/23/22 03:04:28 AM,0.330,0.0125
12,07/23/22 09:04:28 AM,2.379,0.0125
13,07/23/22 03:04:28 PM,3.373,0.0125
14,07/23/22 09:04:28 PM,2.193,0.0125
15,07/24/22 03:04:28 AM,2.131,0.0125
16,07/24/22 09:04:28 AM,3.062,0.0125
17,07/24/22 03:04:28 PM,2.628,0.0125
18,07/24/22 09:04:28 PM,2.131,0.0125
19,07/25/22 03:04:28 AM,2.628,0.0125
20,07/25/22 09:04:28 AM,2.938,0.0125
21,07/25/22 03:04:28 PM,2.193,0.0125
22,07/25/22 09:04:28 PM,3.311,0.0125
23,07/26/22 03:04:28 AM,2.255,0.0125
24,07/26/22 09:04:28 AM,3.745,0.0125
25,07/26/22 03:04:28 PM,1.883,0.0125
26,07/26/22 09:04:28 PM,2.379,0.0125
27,07/27/22 03:04:28 AM,3.311,0.0125
28,07/27/22 09:04:28 AM,3.000,0.0125
29,07/27/22 03:04:28 PM,3.559,0.0125
30,07/27/22 09:04:28 PM,3.249,0.0125
31,07/28/22 03:04:28 AM,3.683,0.0125
32,07/28/22 09:04:28 AM,3.373,0.0125
33,07/28/22 03:04:28 PM,1.634,0.0125
34,07/28/22 09:04:28 PM,2.690,0.0125
35,07/29/22 03:04:28 AM,3.435,0.0125
36,07/29/22 09:04:28 AM,4.242,0.0125
37,07/29/22 03:04:28 PM,3.621,0.0125
38,07/29/22 09:04:28 PM,3.249,0.0125
39,07/30/22 03:04:28 AM,4.366,0.0125
40,07/30/22 09:04:28 AM,4.615,0.0125
41,07/30/22 03:04:28 PM,3.745,0.0125
42,07/30/22 09:04:28 PM,3.000,0.0125
43,07/31/22 03:04:28 AM,2.504,0.0125
44,07/31/22 09:04:28 AM,3.559,0.0125
45,07/31/22 03:04:28 PM,2.814,0.0125
