Model,IC6656L Tilt Logger,,,,,,,,,,,,,
Name,Tilt Logger,,,,,,,,,,,,,
Serial Number,5119,,,,,,,,,,,,,
Firmware Version,1.03,Software Version,1.19.4,,,,,,,,,,,
Sampling Status,LOGGING,,,,,,,,,,,,,
Sampling Rate,FIXED,,,,,,,,,,,,,
Current Interval,4:00:00,,,,,,,,,,,,,
Start Time,9/23/2022,12:23:03,,,,,,,,,,,,
Current Time,8/1/2023,12:36:20,Logger Time,8/1/2023,12:29:18,,,,,,,,,
Number Of Sensors,2,,,,,,,,,,,,,
Number Of Records,1873,Dnl using USB,,,,,,,,,,,,
Sensor Upload Num / Status Code,1,6A,FFFFFFFF,147650,Bat Type LS26500,,WD 139,PO 0,EXT 255,BO 0,SW 255,PDI 255,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
TIMESTAMP,RECORD,BATTERY,Tilt 1,Tilt 2,,,,Tilt 1,Tilt 2,LOGGER TEMP,RESET,USB,RSSI,STATUS 0x
9/23/2022 12:23,1,2,-0.096476,0.624915,,,,-0.096476,0.624915,4.7,0,0,0,0
9/23/2022 16:23,2,2,-0.096554,0.624918,,,,-0.096554,0.624918,3.9,0,0,0,0
9/23/2022 20:23,3,2,-0.096952,0.624919,,,,-0.096952,0.624919,2,0,0,0,0
9/24/2022 0:23,4,2,-0.096802,0.62492,,,,-0.096802,0.62492,0.9,0,0,0,0
9/24/2022 4:23,5,2,-0.0968,0.624918,,,,-0.0968,0.624918,0.3,0,0,0,0
9/24/2022 8:23,6,2,-0.097038,0.62492,,,,-0.097038,0.62492,-0.8,0,0,0,0
9/24/2022 12:23,7,2,-0.096651,0.624919,,,,-0.096651,0.624919,1.6,0,0,0,0
9/24/2022 16:23,8,2,-0.096964,0.624919,,,,-0.096964,0.624919,5.4,0,0,0,0
9/24/2022 20:23,9,2,-0.096834,0.62492,,,,-0.096834,0.62492,1.4,0,0,0,0
9/25/2022 0:23,10,2,-0.096844,0.624919,,,,-0.096844,0.624919,0.6,0,0,0,0
9/25/2022 4:23,11,2,-0.09683,0.62492,,,,-0.09683,0.62492,-0.1,0,0,0,0
9/25/2022 8:23,12,2,-0.096889,0.62492,,,,-0.096889,0.62492,-1.2,0,0,0,0
9/25/2022 12:23,13,2,-0.096855,0.62492,,,,-0.096855,0.62492,1.6,0,0,0,0
9/25/2022 16:23,14,2,-0.096859,0.62492,,,,-0.096859,0.62492,2.3,0,0,0,0
9/25/2022 20:23,15,2,-0.09687,0.624918,,,,-0.09687,0.624918,0.5,0,0,0,0
9/26/2022 0:23,16,2,-0.096867,0.624918,,,,-0.096867,0.624918,-0.4,0,0,0,0
9/26/2022 4:23,17,2,-0.096901,0.624919,,,,-0.096901,0.624919,-1.4,0,0,0,0
9/26/2022 8:23,18,2,-0.09687,0.624919,,,,-0.09687,0.624919,-1.6,0,0,0,0
