"Plot Title: Site_B_maxsonar"
"#","Date Time, GMT-06:00","Snow_distance, mm (LGR S/N: 21378392, SEN S/N: 21246212)","Current, mA (LGR S/N: 21378392, SEN S/N: 21246212)"
53,08/05/22 10:31:04 AM,2925.94,0.0000
54,08/05/22 04:31:04 PM,2925.94,0.0000
55,08/05/22 10:31:04 PM,2896.52,0.0000
56,08/06/22 04:31:04 AM,517.82,0.0000
57,08/06/22 10:31:04 AM,541.50,0.0000
58,08/06/22 04:31:04 PM,542.21,0.0000
59,08/06/22 10:31:04 PM,540.06,0.0000
60,08/07/22 04:31:04 AM,535.04,0.0000
61,08/07/22 10:31:04 AM,537.19,0.0000
62,08/07/22 04:31:04 PM,532.17,0.0000
63,08/07/22 10:31:04 PM,2873.56,0.0000
64,08/08/22 04:31:04 AM,541.50,0.0000
65,08/08/22 10:31:04 AM,2903.70,0.0000
66,08/08/22 04:31:04 PM,2874.28,0.0000
67,08/08/22 10:31:04 PM,483.37,0.0000
68,08/09/22 04:31:04 AM,542.21,0.0000
69,08/09/22 10:31:04 AM,542.93,0.0000
70,08/09/22 04:31:04 PM,525.71,0.0000
71,08/09/22 10:31:04 PM,542.93,0.0000
72,08/10/22 04:31:04 AM,534.32,0.0000
73,08/10/22 10:31:04 AM,532.89,0.0000
74,08/10/22 04:31:04 PM,544.37,0.0000
75,08/10/22 10:31:04 PM,542.21,0.0000
76,08/11/22 04:31:04 AM,538.63,0.0000
77,08/11/22 10:31:04 AM,540.06,0.0000
78,08/11/22 04:31:04 PM,2869.97,0.0000
79,08/11/22 10:31:04 PM,467.59,0.0000
80,08/12/22 04:31:04 AM,540.78,0.0000
81,08/12/22 10:31:04 AM,2869.97,0.0000
82,08/12/22 04:31:04 PM,2897.96,0.0000
83,08/12/22 10:31:04 PM,2900.11,0.0000
84,08/13/22 04:31:04 AM,537.91,0.0000
85,08/13/22 10:31:04 AM,2910.87,0.0000
86,08/13/22 04:31:04 PM,2925.94,0.0000
87,08/13/22 10:31:04 PM,477.63,0.0000
88,08/14/22 04:31:04 AM,537.91,0.0000
89,08/14/22 10:31:04 AM,536.47,0.0000
90,08/14/22 04:31:04 PM,542.21,0.0000
91,08/14/22 10:31:04 PM,543.65,0.0000
92,08/15/22 04:31:04 AM,537.91,0.0000
93,08/15/22 10:31:04 AM,2914.46,0.0000
94,08/15/22 04:31:04 PM,2925.94,0.0000
95,08/15/22 10:31:04 PM,528.58,0.0000
96,08/16/22 04:31:04 AM,540.06,0.0000
97,08/16/22 10:31:04 AM,542.21,0.0000
98,08/16/22 04:31:04 PM,2925.94,0.0000
99,08/16/22 10:31:04 PM,494.14,0.0000
100,08/17/22 04:31:04 AM,540.06,0.0000
101,08/17/22 10:31:04 AM,2925.94,0.0000
102,08/17/22 04:31:04 PM,2925.94,0.0000
103,08/17/22 10:31:04 PM,2925.94,0.0000
104,08/18/22 04:31:04 AM,535.04,0.0000
105,08/18/22 10:31:04 AM,539.34,0.0000
106,08/18/22 04:31:04 PM,535.04,0.0000
107,08/18/22 10:31:04 PM,534.32,0.0000
108,08/19/22 04:31:04 AM,532.17,0.0000
109,08/19/22 10:31:04 AM,531.45,0.0000
110,08/19/22 04:31:04 PM,535.76,0.0000
111,08/19/22 10:31:04 PM,532.89,0.0000
112,08/20/22 04:31:04 AM,530.01,0.0000
113,08/20/22 10:31:04 AM,528.58,0.0000
114,08/20/22 04:31:04 PM,540.06,0.0000
115,08/20/22 10:31:04 PM,538.63,0.0000
116,08/21/22 04:31:04 AM,533.60,0.0000
117,08/21/22 10:31:04 AM,528.58,0.0000
118,08/21/22 04:31:04 PM,535.76,0.0000
119,08/21/22 10:31:04 PM,535.76,0.0000
120,08/22/22 04:31:04 AM,528.58,0.0000
121,08/22/22 10:31:04 AM,527.86,0.0000
122,08/22/22 04:31:04 PM,536.47,0.0000
123,08/22/22 10:31:04 PM,537.19,0.0000
124,08/23/22 04:31:04 AM,533.60,0.0000
125,08/23/22 10:31:04 AM,538.63,0.0000
126,08/23/22 04:31:04 PM,2902.26,0.0000
127,08/23/22 10:31:04 PM,540.06,0.0000
128,08/24/22 04:31:04 AM,539.34,0.0000
129,08/24/22 10:31:04 AM,537.91,0.0000
130,08/24/22 04:31:04 PM,2925.94,0.0000
131,08/24/22 10:31:04 PM,505.62,0.0000
132,08/25/22 04:31:04 AM,539.34,0.0000
133,08/25/22 10:31:04 AM,2849.88,0.0000
134,08/25/22 04:31:04 PM,2901.55,0.0000
135,08/25/22 10:31:04 PM,520.69,0.0000
136,08/26/22 04:31:04 AM,536.47,0.0000
137,08/26/22 10:31:04 AM,537.19,0.0000
138,08/26/22 04:31:04 PM,2906.57,0.0000
139,08/26/22 10:31:04 PM,2904.42,0.0000
140,08/27/22 04:31:04 AM,540.78,0.0000
141,08/27/22 10:31:04 AM,2925.94,0.0000
142,08/27/22 04:31:04 PM,2925.94,0.0000
143,08/27/22 10:31:04 PM,510.64,0.0000
144,08/28/22 04:31:04 AM,539.34,0.0000
145,08/28/22 10:31:04 AM,534.32,0.0000
146,08/28/22 04:31:04 PM,539.34,0.0000
147,08/28/22 10:31:04 PM,537.19,0.0000
148,08/29/22 04:31:04 AM,532.17,0.0000
149,08/29/22 10:31:04 AM,530.73,0.0000
150,08/29/22 04:31:04 PM,543.65,0.0000
151,08/29/22 10:31:04 PM,542.93,0.0000
152,08/30/22 04:31:04 AM,533.60,0.0000
153,08/30/22 10:31:04 AM,534.32,0.0000
154,08/30/22 04:31:04 PM,2920.92,0.0000
155,08/30/22 10:31:04 PM,490.55,0.0000
156,08/31/22 04:31:04 AM,533.60,0.0000
157,08/31/22 10:31:04 AM,2866.39,0.0000
158,08/31/22 04:31:04 PM,2925.94,0.0000
159,08/31/22 10:31:04 PM,462.56,0.0000
160,09/01/22 04:31:04 AM,539.34,0.0000
161,09/01/22 10:31:04 AM,2883.61,0.0000
162,09/01/22 04:31:04 PM,2920.20,0.0000
163,09/01/22 10:31:04 PM,2905.85,0.0000
164,09/02/22 04:31:04 AM,542.93,0.0000
165,09/02/22 10:31:04 AM,2879.30,0.0000
166,09/02/22 04:31:04 PM,2925.94,0.0000
167,09/02/22 10:31:04 PM,458.26,0.0000
168,09/03/22 04:31:04 AM,539.34,0.0000
169,09/03/22 10:31:04 AM,539.34,0.0000
170,09/03/22 04:31:04 PM,2892.22,0.0000
171,09/03/22 10:31:04 PM,540.06,0.0000
172,09/04/22 04:31:04 AM,537.91,0.0000
173,09/04/22 10:31:04 AM,534.32,0.0000
174,09/04/22 04:31:04 PM,539.34,0.0000
175,09/04/22 10:31:04 PM,535.04,0.0000
176,09/05/22 04:31:04 AM,532.17,0.0000
177,09/05/22 10:31:04 AM,528.58,0.0000
178,09/05/22 04:31:04 PM,532.89,0.0000
179,09/05/22 10:31:04 PM,528.58,0.0000
180,09/06/22 04:31:04 AM,528.58,0.0000
181,09/06/22 10:31:04 AM,527.14,0.0000
182,09/06/22 04:31:04 PM,536.47,0.0000
183,09/06/22 10:31:04 PM,533.60,0.0000
184,09/07/22 04:31:04 AM,525.71,0.0000
185,09/07/22 10:31:04 AM,527.14,0.0000
186,09/07/22 04:31:04 PM,540.78,0.0000
187,09/07/22 10:31:04 PM,537.19,0.0000
188,09/08/22 04:31:04 AM,532.17,0.0000
189,09/08/22 10:31:04 AM,531.45,0.0000
190,09/08/22 04:31:04 PM,2908.72,0.0000
191,09/08/22 10:31:04 PM,542.93,0.0000
192,09/09/22 04:31:04 AM,530.01,0.0000
193,09/09/22 10:31:04 AM,531.45,0.0000
194,09/09/22 04:31:04 PM,542.21,0.0000
195,09/09/22 10:31:04 PM,542.93,0.0000
196,09/10/22 04:31:04 AM,534.32,0.0000
197,09/10/22 10:31:04 AM,532.17,0.0000
198,09/10/22 04:31:04 PM,531.45,0.0000
199,09/10/22 10:31:04 PM,529.30,0.0000
200,09/11/22 04:31:04 AM,527.14,0.0000
201,09/11/22 10:31:04 AM,529.30,0.0000
202,09/11/22 04:31:04 PM,537.91,0.0000
203,09/11/22 10:31:04 PM,533.60,0.0000
204,09/12/22 04:31:04 AM,525.71,0.0000
205,09/12/22 10:31:04 AM,527.14,0.0000
206,09/12/22 04:31:04 PM,535.76,0.0000
207,09/12/22 10:31:04 PM,535.76,0.0000
208,09/13/22 04:31:04 AM,527.86,0.0000
209,09/13/22 10:31:04 AM,526.43,0.0000
210,09/13/22 04:31:04 PM,531.45,0.0000
211,09/13/22 10:31:04 PM,527.86,0.0000
212,09/14/22 04:31:04 AM,527.14,0.0000
213,09/14/22 10:31:04 AM,527.86,0.0000
214,09/14/22 04:31:04 PM,530.73,0.0000
215,09/14/22 10:31:04 PM,533.60,0.0000
216,09/15/22 04:31:04 AM,527.86,0.0000
217,09/15/22 10:31:04 AM,527.86,0.0000
218,09/15/22 04:31:04 PM,529.30,0.0000
219,09/15/22 10:31:04 PM,528.58,0.0000
220,09/16/22 04:31:04 AM,529.30,0.0000
221,09/16/22 10:31:04 AM,527.14,0.0000
222,09/16/22 04:31:04 PM,532.17,0.0000
223,09/16/22 10:31:04 PM,531.45,0.0000
224,09/17/22 04:31:04 AM,529.30,0.0000
225,09/17/22 10:31:04 AM,530.73,0.0000
226,09/17/22 04:31:04 PM,540.06,0.0000
227,09/17/22 10:31:04 PM,542.21,0.0000
228,09/18/22 04:31:04 AM,533.60,0.0000
229,09/18/22 10:31:04 AM,531.45,0.0000
230,09/18/22 04:31:04 PM,542.93,0.0000
231,09/18/22 10:31:04 PM,542.93,0.0000
232,09/19/22 04:31:04 AM,531.45,0.0000
233,09/19/22 10:31:04 AM,527.86,0.0000
234,09/19/22 04:31:04 PM,2890.78,0.0000
235,09/19/22 10:31:04 PM,543.65,0.0000
236,09/20/22 04:31:04 AM,530.73,0.0000
237,09/20/22 10:31:04 AM,534.32,0.0000
238,09/20/22 04:31:04 PM,536.47,0.0000
239,09/20/22 10:31:04 PM,532.89,0.0000
240,09/21/22 04:31:04 AM,526.43,0.0000
241,09/21/22 10:31:04 AM,527.86,0.0000
242,09/21/22 04:31:04 PM,537.19,0.0000
243,09/21/22 10:31:04 PM,533.60,0.0000
244,09/22/22 04:31:04 AM,528.58,0.0000
245,09/22/22 10:31:04 AM,527.14,0.0000
246,09/22/22 04:31:04 PM,527.86,0.0000
247,09/22/22 10:31:04 PM,526.43,0.0000
248,09/23/22 04:31:04 AM,525.71,0.0000
249,09/23/22 10:31:04 AM,526.43,0.0000
