"Plot Title: Site_C"
"#","Date Time, GMT-06:00","Snow_depth, V (LGR S/N: 21378706, SEN S/N: 21424435)","Current, mA (LGR S/N: 21378706, SEN S/N: 21424435)"
191,09/09/22 09:56:30 PM,-10.039,0.0125
192,09/10/22 03:56:30 AM,-9.108,0.0125
193,09/10/22 09:56:30 AM,-8.549,0.0125
194,09/10/22 03:56:30 PM,-8.549,0.0125
195,09/10/22 09:56:30 PM,-8.487,0.0125
196,09/11/22 03:56:30 AM,-8.611,0.0125
197,09/11/22 09:56:30 AM,-8.611,0.0125
198,09/11/22 03:56:30 PM,-9.356,0.0125
199,09/11/22 09:56:30 PM,-8.735,0.0125
200,09/12/22 03:56:30 AM,-8.301,0.0063
201,09/12/22 09:56:30 AM,-8.735,0.0125
202,09/12/22 03:56:30 PM,-9.294,0.0125
203,09/12/22 09:56:30 PM,-9.418,0.0125
204,09/13/22 03:56:30 AM,-8.611,0.0063
205,09/13/22 09:56:30 AM,-8.735,0.0125
206,09/13/22 03:56:30 PM,-8.984,0.0125
207,09/13/22 09:56:30 PM,-8.984,0.0125
208,09/14/22 03:56:30 AM,-8.859,0.0063
209,09/14/22 09:56:30 AM,-8.487,0.0063
210,09/14/22 03:56:30 PM,-8.797,0.0125
211,09/14/22 09:56:30 PM,-10.660,0.0125
212,09/15/22 03:56:30 AM,-8.673,0.0125
213,09/15/22 09:56:30 AM,-8.859,0.0063
214,09/15/22 03:56:30 PM,-9.356,0.0125
215,09/15/22 09:56:30 PM,-9.356,0.0125
216,09/16/22 03:56:30 AM,-8.984,0.0125
217,09/16/22 09:56:30 AM,-8.238,0.0125
218,09/16/22 03:56:30 PM,-9.046,0.0125
219,09/16/22 09:56:30 PM,-9.356,0.0125
220,09/17/22 03:56:30 AM,-8.797,0.0125
221,09/17/22 09:56:30 AM,-9.667,0.0125
222,09/17/22 03:56:30 PM,-11.405,0.0125
223,09/17/22 09:56:30 PM,-9.605,0.0125
224,09/18/22 03:56:30 AM,-8.735,0.0125
225,09/18/22 09:56:30 AM,-8.549,0.0125
226,09/18/22 03:56:30 PM,-11.033,0.0125
227,09/18/22 09:56:30 PM,-10.412,0.0125
228,09/19/22 03:56:30 AM,-9.418,0.0125
229,09/19/22 09:56:30 AM,-8.984,0.0125
230,09/19/22 03:56:30 PM,-10.660,0.0125
231,09/19/22 09:56:30 PM,-9.418,0.0125
232,09/20/22 03:56:30 AM,-9.170,0.0125
233,09/20/22 09:56:30 AM,-9.232,0.0125
234,09/20/22 03:56:30 PM,-10.846,0.0125
235,09/20/22 09:56:30 PM,-8.673,0.0125
236,09/21/22 03:56:30 AM,-7.990,0.0125
237,09/21/22 09:56:30 AM,-8.363,0.0125
238,09/21/22 03:56:30 PM,-9.605,0.0125
239,09/21/22 09:56:30 PM,-9.667,0.0125
240,09/22/22 03:56:30 AM,-8.611,0.0125
241,09/22/22 09:56:30 AM,-8.301,0.0125
242,09/22/22 03:56:30 PM,-8.984,0.0125
243,09/22/22 09:56:30 PM,-7.990,0.0125
244,09/23/22 03:56:30 AM,-7.928,0.0125
245,09/23/22 09:56:30 AM,-8.425,0.0125
246,09/23/22 03:56:30 PM,-8.984,0.0125
247,09/23/22 09:56:30 PM,-8.984,0.0125
248,09/24/22 03:56:30 AM,-9.480,0.0125
249,09/24/22 09:56:30 AM,-9.046,0.0125
250,09/24/22 03:56:30 PM,-9.232,0.0125
251,09/24/22 09:56:30 PM,-9.853,0.0125
252,09/25/22 03:56:30 AM,-9.356,0.0063
253,09/25/22 09:56:30 AM,-8.984,0.0125
254,09/25/22 03:56:30 PM,-10.039,0.0125
255,09/25/22 09:56:30 PM,-9.356,0.0063
256,09/26/22 03:56:30 AM,-8.922,0.0063
257,09/26/22 09:56:30 AM,-8.363,0.0063
258,09/26/22 03:56:30 PM,-9.232,0.0063
259,09/26/22 09:56:30 PM,-8.922,0.0125
260,09/27/22 03:56:30 AM,-12.523,0.0063
261,09/27/22 09:56:30 AM,-8.549,0.0125
262,09/27/22 03:56:30 PM,-4.637,0.0125
263,09/27/22 09:56:30 PM,-2.340,0.0063
264,09/28/22 03:56:30 AM,-2.153,0.0063
265,09/28/22 09:56:30 AM,-2.153,0.0063
266,09/28/22 03:56:30 PM,-3.209,0.0125
267,09/28/22 09:56:30 PM,-2.712,0.0063
268,09/29/22 03:56:30 AM,-2.588,0.0063
269,09/29/22 09:56:30 AM,-2.836,0.0125
270,09/29/22 03:56:30 PM,-4.140,0.0125
271,09/29/22 09:56:30 PM,-3.954,0.0125
272,09/30/22 03:56:30 AM,-2.961,0.0125
273,09/30/22 09:56:30 AM,-3.271,0.0063
274,09/30/22 03:56:30 PM,-4.513,0.0125
275,09/30/22 09:56:30 PM,-3.830,0.0063
276,10/01/22 03:56:30 AM,-3.892,0.0063
277,10/01/22 09:56:30 AM,-4.451,0.0063
278,10/01/22 03:56:30 PM,-4.202,0.0125
279,10/01/22 09:56:30 PM,-3.892,0.0063
280,10/02/22 03:56:30 AM,-3.644,0.0063
281,10/02/22 09:56:30 AM,-3.457,0.0063
282,10/02/22 03:56:30 PM,-3.768,0.0063
283,10/02/22 09:56:30 PM,-3.457,0.0063
284,10/03/22 03:56:30 AM,-3.644,0.0063
285,10/03/22 09:56:30 AM,-3.457,0.0063
286,10/03/22 03:56:30 PM,-3.768,0.0125
287,10/03/22 09:56:30 PM,-3.644,0.0125
288,10/04/22 03:56:30 AM,-3.519,0.0063
289,10/04/22 09:56:30 AM,-3.830,0.0063
290,10/04/22 03:56:30 PM,-4.513,0.0125
291,10/04/22 09:56:30 PM,-4.699,0.0063
292,10/05/22 03:56:30 AM,-4.265,0.0063
293,10/05/22 09:56:30 AM,-3.830,0.0063
294,10/05/22 03:56:30 PM,-4.761,0.0125
295,10/05/22 09:56:30 PM,-4.575,0.0125
296,10/06/22 03:56:30 AM,-4.451,0.0125
297,10/06/22 09:56:30 AM,-4.513,0.0063
298,10/06/22 03:56:30 PM,-6.562,0.0125
299,10/06/22 09:56:30 PM,-8.238,0.0125
300,10/07/22 03:56:30 AM,-8.735,0.0063
301,10/07/22 09:56:30 AM,-10.288,0.0125
302,10/07/22 03:56:30 PM,-10.101,0.0125
303,10/07/22 09:56:30 PM,-10.350,0.0125
304,10/08/22 03:56:30 AM,-8.363,0.0063
305,10/08/22 09:56:30 AM,-8.114,0.0063
306,10/08/22 03:56:30 PM,-10.101,0.0125
307,10/08/22 09:56:30 PM,-10.536,0.0125
308,10/09/22 03:56:30 AM,-7.804,0.0125
309,10/09/22 09:56:30 AM,-8.052,0.0063
310,10/09/22 03:56:30 PM,-8.549,0.0125
311,10/09/22 09:56:30 PM,-7.928,0.0125
312,10/10/22 03:56:30 AM,-8.301,0.0125
313,10/10/22 09:56:30 AM,-10.908,0.0063
314,10/10/22 03:56:30 PM,-7.990,0.0125
315,10/10/22 09:56:30 PM,-9.977,0.0063
316,10/11/22 03:56:30 AM,-9.108,0.0063
317,10/11/22 09:56:30 AM,-8.487,0.0063
318,10/11/22 03:56:30 PM,-10.536,0.0125
319,10/11/22 09:56:30 PM,-9.791,0.0063
320,10/12/22 03:56:30 AM,-8.797,0.0063
321,10/12/22 09:56:30 AM,-9.046,0.0063
322,10/12/22 03:56:30 PM,-8.611,0.0125
323,10/12/22 09:56:30 PM,-7.680,0.0063
324,10/13/22 03:56:30 AM,-7.493,0.0063
325,10/13/22 09:56:30 AM,-7.555,0.0063
326,10/13/22 03:56:30 PM,-7.804,0.0063
327,10/13/22 09:56:30 PM,-7.928,0.0063
328,10/14/22 03:56:30 AM,-7.431,0.0063
329,10/14/22 09:56:30 AM,-7.555,0.0063
330,10/14/22 03:56:30 PM,-10.039,0.0063
331,10/14/22 09:56:30 PM,-8.487,0.0063
332,10/15/22 03:56:30 AM,-7.369,0.0063
333,10/15/22 09:56:30 AM,-7.307,0.0063
334,10/15/22 03:56:30 PM,-7.680,0.0063
335,10/15/22 09:56:30 PM,-7.059,0.0063
336,10/16/22 03:56:30 AM,-7.183,0.0063
337,10/16/22 09:56:30 AM,-6.935,0.0063
338,10/16/22 03:56:30 PM,-7.680,0.0063
339,10/16/22 09:56:30 PM,-6.748,0.0125
340,10/17/22 03:56:30 AM,-6.686,0.0063
341,10/17/22 09:56:30 AM,-6.562,0.0063
342,10/17/22 03:56:30 PM,-6.562,0.0063
343,10/17/22 09:56:30 PM,-5.506,0.0063
344,10/18/22 03:56:30 AM,-5.568,0.0063
345,10/18/22 09:56:30 AM,-5.693,0.0063
346,10/18/22 03:56:30 PM,-6.003,0.0063
347,10/18/22 09:56:30 PM,-5.693,0.0063
348,10/19/22 03:56:30 AM,-5.631,0.0063
349,10/19/22 09:56:30 AM,-5.879,0.0063
350,10/19/22 03:56:30 PM,-5.941,0.0063
351,10/19/22 09:56:30 PM,-5.693,0.0063
352,10/20/22 03:56:30 AM,-6.003,0.0063
353,10/20/22 09:56:30 AM,-7.928,0.0063
354,10/20/22 03:56:30 PM,-10.039,0.0063
355,10/20/22 09:56:30 PM,-8.487,0.0063
356,10/21/22 03:56:30 AM,-7.121,0.0063
357,10/21/22 09:56:30 AM,-6.872,0.0063
358,10/21/22 03:56:30 PM,-7.059,0.0063
359,10/21/22 09:56:30 PM,-6.500,0.0063
360,10/22/22 03:56:30 AM,-6.438,0.0063
361,10/22/22 09:56:30 AM,-6.562,0.0063
362,10/22/22 03:56:30 PM,-7.680,0.0063
363,10/22/22 09:56:30 PM,-7.680,0.0063
364,10/23/22 03:56:30 AM,-7.059,0.0063
365,10/23/22 09:56:30 AM,-7.680,0.0063
366,10/23/22 03:56:30 PM,-8.301,0.0063
367,10/23/22 09:56:30 PM,-6.252,0.0063
368,10/24/22 03:56:30 AM,-6.872,0.0063
369,10/24/22 09:56:30 AM,-7.493,0.0063
370,10/24/22 03:56:30 PM,-8.238,0.0063
371,10/24/22 09:56:30 PM,-6.127,0.0063
372,10/25/22 03:56:30 AM,-6.438,0.0063
373,10/25/22 09:56:30 AM,-6.003,0.0063
374,10/25/22 03:56:30 PM,-6.500,0.0063
375,10/25/22 09:56:30 PM,-5.631,0.0063
376,10/26/22 03:56:30 AM,-5.631,0.0063
377,10/26/22 09:56:30 AM,-6.562,0.0063
378,10/26/22 03:56:30 PM,-5.320,0.0063
379,10/26/22 09:56:30 PM,-5.941,0.0063
380,10/27/22 03:56:30 AM,-5.817,0.0063
381,10/27/22 09:56:30 AM,-4.575,0.0063
382,10/27/22 03:56:30 PM,-4.327,0.0063
383,10/27/22 09:56:30 PM,-4.948,0.0063
384,10/28/22 03:56:30 AM,-5.444,0.0063
385,10/28/22 09:56:30 AM,-6.314,0.0063
386,10/28/22 03:56:30 PM,-5.506,0.0063
387,10/28/22 09:56:30 PM,-7.183,0.0063
388,10/29/22 03:56:30 AM,-7.555,0.0063
389,10/29/22 09:56:30 AM,-4.575,0.0063
390,10/29/22 03:56:30 PM,-4.948,0.0063
391,10/29/22 09:56:30 PM,-4.637,0.0063
392,10/30/22 03:56:30 AM,-4.451,0.0063
393,10/30/22 09:56:30 AM,-4.265,0.0063
394,10/30/22 03:56:30 PM,-4.265,0.0063
395,10/30/22 09:56:30 PM,-4.202,0.0063
396,10/31/22 03:56:30 AM,-4.202,0.0063
397,10/31/22 09:56:30 AM,-5.010,0.0063
398,10/31/22 03:56:30 PM,-5.258,0.0063
399,10/31/22 09:56:30 PM,-8.176,0.0063
400,11/01/22 03:56:30 AM,-4.575,0.0063
401,11/01/22 09:56:30 AM,-5.134,0.0063
402,11/01/22 03:56:30 PM,-5.817,0.0063
403,11/01/22 09:56:30 PM,-4.948,0.0063
404,11/02/22 03:56:30 AM,-4.761,0.0063
405,11/02/22 09:56:30 AM,-3.954,0.0063
406,11/02/22 03:56:30 PM,-4.078,0.0063
407,11/02/22 09:56:30 PM,-3.706,0.0063
408,11/03/22 03:56:30 AM,-3.644,0.0063
409,11/03/22 09:56:30 AM,-3.768,0.0063
410,11/03/22 03:56:30 PM,-4.451,0.0063
411,11/03/22 09:56:30 PM,-4.451,0.0063
412,11/04/22 03:56:30 AM,-3.519,0.0063
413,11/04/22 09:56:30 AM,-5.568,0.0063
414,11/04/22 03:56:30 PM,-6.500,0.0063
415,11/04/22 09:56:30 PM,-3.333,0.0063
416,11/05/22 03:56:30 AM,-5.631,0.0063
417,11/05/22 09:56:30 AM,-2.588,0.0063
418,11/05/22 03:56:30 PM,-3.457,0.0063
419,11/05/22 09:56:30 PM,-1.843,0.0063
420,11/06/22 03:56:30 AM,-2.278,0.0063
421,11/06/22 09:56:30 AM,-2.774,0.0063
422,11/06/22 03:56:30 PM,-2.712,0.0063
423,11/06/22 09:56:30 PM,-3.830,0.0063
424,11/07/22 03:56:30 AM,-4.202,0.0063
425,11/07/22 09:56:30 AM,-3.271,0.0063
426,11/07/22 03:56:30 PM,-3.457,0.0063
427,11/07/22 09:56:30 PM,-3.582,0.0063
428,11/08/22 03:56:30 AM,-2.402,0.0063
429,11/08/22 09:56:30 AM,-2.402,0.0063
430,11/08/22 03:56:30 PM,-3.147,0.0063
431,11/08/22 09:56:30 PM,-2.650,0.0063
432,11/09/22 03:56:30 AM,-3.023,0.0063
433,11/09/22 09:56:30 AM,-2.712,0.0063
434,11/09/22 03:56:30 PM,-2.898,0.0063
435,11/09/22 09:56:30 PM,-2.588,0.0063
436,11/10/22 03:56:30 AM,-2.712,0.0063
437,11/10/22 09:56:30 AM,-2.278,0.0063
438,11/10/22 03:56:30 PM,-2.340,0.0063
439,11/10/22 09:56:30 PM,-2.278,0.0063
440,11/11/22 03:56:30 AM,-4.140,0.0063
441,11/11/22 09:56:30 AM,-2.091,0.0063
442,11/11/22 03:56:30 PM,-1.470,0.0063
443,11/11/22 09:56:30 PM,-2.402,0.0063
444,11/12/22 03:56:30 AM,-1.346,0.0063
445,11/12/22 09:56:30 AM,-0.787,0.0063
446,11/12/22 03:56:30 PM,-1.160,0.0063
447,11/12/22 09:56:30 PM,-1.098,0.0063
448,11/13/22 03:56:30 AM,-1.905,0.0063
449,11/13/22 09:56:30 AM,-3.954,0.0063
450,11/13/22 03:56:30 PM,-5.444,0.0063
451,11/13/22 09:56:30 PM,-5.010,0.0063
452,11/14/22 03:56:30 AM,-4.140,0.0063
453,11/14/22 09:56:30 AM,-3.023,0.0063
454,11/14/22 03:56:30 PM,-0.849,0.0063
455,11/14/22 09:56:30 PM,-0.974,0.0063
456,11/15/22 03:56:30 AM,-0.415,0.0063
457,11/15/22 09:56:30 AM,-0.601,0.0063
458,11/15/22 03:56:30 PM,-0.974,0.0063
459,11/15/22 09:56:30 PM,-1.905,0.0063
460,11/16/22 03:56:30 AM,-1.284,0.0063
461,11/16/22 09:56:30 AM,-1.532,0.0063
462,11/16/22 03:56:30 PM,-0.477,0.0063
463,11/16/22 09:56:30 PM,-0.539,0.0063
464,11/17/22 03:56:30 AM,0.020,0.0063
465,11/17/22 09:56:30 AM,-0.601,0.0063
466,11/17/22 03:56:30 PM,-1.098,0.0063
467,11/17/22 09:56:30 PM,-1.098,0.0063
468,11/18/22 03:56:30 AM,-1.098,0.0063
469,11/18/22 09:56:30 AM,-1.098,0.0063
470,11/18/22 03:56:30 PM,-2.029,0.0125
471,11/18/22 09:56:30 PM,-1.595,0.0125
472,11/19/22 03:56:30 AM,-1.470,0.0125
473,11/19/22 09:56:30 AM,-4.451,0.0063
474,11/19/22 03:56:30 PM,-1.284,0.0063
475,11/19/22 09:56:30 PM,-1.036,0.0063
476,11/20/22 03:56:30 AM,-0.477,0.0063
477,11/20/22 09:56:30 AM,-0.477,0.0063
478,11/20/22 03:56:30 PM,-0.415,0.0063
479,11/20/22 09:56:30 PM,-0.415,0.0063
480,11/21/22 03:56:30 AM,-0.291,0.0063
481,11/21/22 09:56:30 AM,-0.104,0.0063
482,11/21/22 03:56:30 PM,0.020,0.0063
483,11/21/22 09:56:30 PM,-0.104,0.0063
484,11/22/22 03:56:30 AM,-0.229,0.0063
485,11/22/22 09:56:30 AM,-0.477,0.0063
486,11/22/22 03:56:30 PM,-0.477,0.0063
487,11/22/22 09:56:30 PM,-0.849,0.0063
488,11/23/22 03:56:30 AM,-1.595,0.0063
489,11/23/22 09:56:30 AM,-1.843,0.0063
490,11/23/22 03:56:30 PM,-1.657,0.0063
491,11/23/22 09:56:30 PM,-1.346,0.0063
492,11/24/22 03:56:30 AM,-1.346,0.0063
493,11/24/22 09:56:30 AM,-1.222,0.0063
494,11/24/22 03:56:30 PM,-0.974,0.0063
495,11/24/22 09:56:30 PM,-0.912,0.0063
496,11/25/22 03:56:30 AM,-0.787,0.0063
497,11/25/22 09:56:30 AM,-0.787,0.0063
498,11/25/22 03:56:30 PM,-1.036,0.0063
499,11/25/22 09:56:30 PM,-1.781,0.0063
500,11/26/22 03:56:30 AM,-1.284,0.0063
501,11/26/22 09:56:30 AM,-2.340,0.0063
502,11/26/22 03:56:30 PM,0.268,0.0063
503,11/26/22 09:56:30 PM,0.268,0.0063
504,11/27/22 03:56:30 AM,-0.166,0.0063
505,11/27/22 09:56:30 AM,0.144,0.0063
506,11/27/22 03:56:30 PM,-0.104,0.0063
507,11/27/22 09:56:30 PM,-0.912,0.0063
508,11/28/22 03:56:30 AM,-2.029,0.0063
509,11/28/22 09:56:30 AM,110.421,0.0063
510,11/28/22 03:56:30 PM,-0.974,0.0063
511,11/28/22 09:56:30 PM,-0.601,0.0063
