Model,IC6656L Tilt Logger,,,,,,,,,,,,,
Name,Tilt Logger,,,,,,,,,,,,,
Serial Number,5119,,,,,,,,,,,,,
Firmware Version,1.03,Software Version,1.19.4,,,,,,,,,,,
6/9/2021 10:09,17,3.26,-0.051247,0.624964,-76.8705,,,-0.051247,0.624964,13.3,0,0,0,0
6/9/2021 22:09,18,3.36,-0.053753,0.624964,-80.6295,,,-0.053753,0.624964,22.3,0,0,0,0
6/10/2021 10:09,19,3.31,-0.05464,0.624964,-81.96,,,-0.05464,0.624964,20.3,0,0,0,0
6/10/2021 22:09,20,3.36,-0.057701,0.624963,-86.5515,,,-0.057701,0.624963,22.4,0,0,0,0
6/11/2021 10:09,21,3.31,-0.059156,0.624964,-88.734,,,-0.059156,0.624964,19.3,0,0,0,0
6/11/2021 22:09,22,3.31,-0.061544,0.624964,-92.316,,,-0.061544,0.624964,14.5,0,0,0,0
6/12/2021 10:09,23,3.26,-0.062334,0.624964,-93.501,,,-0.062334,0.624964,14.2,0,0,0,0
6/12/2021 22:09,24,3.21,-0.063456,0.624965,-95.184,,,-0.063456,0.624965,8.6,0,0,0,0
6/13/2021 10:09,25,3.21,-0.063816,0.624964,-95.724,,,-0.063816,0.624964,9.2,0,0,0,0
6/13/2021 22:09,26,3.26,-0.064146,0.624964,-96.219,,,-0.064146,0.624964,13.2,0,0,0,0
6/14/2021 10:09,27,3.26,-0.064152,0.624964,-96.228,,,-0.064152,0.624964,11.9,0,0,0,0
6/14/2021 22:09,28,3.36,-0.066267,0.624964,-99.4005,,,-0.066267,0.624964,21.3,0,0,0,0
6/15/2021 10:09,29,3.36,-0.067408,0.624964,-101.112,,,-0.067408,0.624964,21.7,0,0,0,0
6/15/2021 22:09,30,3.41,-0.069365,0.624964,-104.0475,,,-0.069365,0.624964,24.7,0,0,0,0
6/16/2021 10:09,31,3.31,-0.069849,0.624965,-104.7735,,,-0.069849,0.624965,18.1,0,0,0,0
6/16/2021 22:09,32,3.26,-0.070583,0.624964,-105.8745,,,-0.070583,0.624964,10.1,0,0,0,0
6/17/2021 10:09,33,3.31,-0.070726,0.624964,-106.089,,,-0.070726,0.624964,17.4,0,0,0,0
6/17/2021 22:09,34,3.31,-0.072371,0.624964,-108.5565,,,-0.072371,0.624964,16.3,0,0,0,0
6/18/2021 10:09,35,3.31,-0.072556,0.624964,-108.834,,,-0.072556,0.624964,21.1,0,0,0,0
6/18/2021 22:09,36,3.41,-0.074347,0.624964,-111.5205,,,-0.074347,0.624964,24.8,0,0,0,0
6/19/2021 10:09,37,3.36,-0.074501,0.624964,-111.7515,,,-0.074501,0.624964,25,0,0,0,0
6/19/2021 22:09,38,3.41,-0.075945,0.624964,-113.9175,,,-0.075945,0.624964,26.8,0,0,0,0
6/20/2021 10:09,39,3.36,-0.075972,0.624964,-113.958,,,-0.075972,0.624964,23.6,0,0,0,0
6/20/2021 22:09,40,3.31,-0.07682,0.624964,-115.23,,,-0.07682,0.624964,16.6,0,0,0,0
6/21/2021 10:09,41,3.21,-0.076477,0.624965,-114.7155,,,-0.076477,0.624965,7.4,0,0,0,0
6/21/2021 22:09,42,3.16,-0.07707,0.624964,-115.605,,,-0.07707,0.624964,4.9,0,0,0,0
6/22/2021 10:09,43,3.26,-0.076706,0.624964,-115.059,,,-0.076706,0.624964,15.2,0,0,0,0
6/22/2021 22:09,44,3.31,-0.077854,0.624964,-116.781,,,-0.077854,0.624964,15.4,0,0,0,0
6/23/2021 10:09,45,3.36,-0.077366,0.624965,-116.049,,,-0.077366,0.624965,21.8,0,0,0,0
6/23/2021 22:09,46,3.36,-0.078564,0.624964,-117.846,,,-0.078564,0.624964,20.9,0,0,0,0
6/24/2021 10:09,47,3.36,-0.078327,0.624964,-117.4905,,,-0.078327,0.624964,23.2,0,0,0,0
6/24/2021 22:09,48,3.41,-0.079212,0.624964,-118.818,,,-0.079212,0.624964,24.3,0,0,0,0
6/25/2021 10:09,49,3.36,-0.079519,0.624964,-119.2785,,,-0.079519,0.624964,25.1,0,0,0,0
6/25/2021 22:09,50,3.26,-0.08004,0.624964,-120.06,,,-0.08004,0.624964,8.8,0,0,0,0
6/26/2021 10:09,51,3.26,-0.079689,0.624965,-119.5335,,,-0.079689,0.624965,11.1,0,0,0,0
6/26/2021 22:09,52,3.36,-0.080284,0.624964,-120.426,,,-0.080284,0.624964,19.9,0,0,0,0
6/27/2021 10:09,53,3.31,-0.077059,0.624964,-115.5885,,,-0.077059,0.624964,20.9,0,0,0,0
6/27/2021 22:09,54,3.36,-0.078489,0.624965,-117.7335,,,-0.078489,0.624965,23.5,0,0,0,0
6/28/2021 10:09,55,3.36,-0.078602,0.624964,-117.903,,,-0.078602,0.624964,25.3,0,0,0,0
6/28/2021 22:09,56,3.36,-0.07966,0.624965,-119.49,,,-0.07966,0.624965,20.9,0,0,0,0
6/29/2021 10:09,57,3.36,-0.079353,0.624964,-119.0295,,,-0.079353,0.624964,21.4,0,0,0,0
6/29/2021 22:09,58,3.31,-0.079491,0.624964,-119.2365,,,-0.079491,0.624964,15,0,0,0,0
6/30/2021 10:09,59,3.31,-0.079279,0.624964,-118.9185,,,-0.079279,0.624964,21.6,0,0,0,0
6/30/2021 22:09,60,3.26,-0.079157,0.624965,-118.7355,,,-0.079157,0.624965,12.2,0,0,0,0
7/1/2021 10:09,61,3.26,-0.078644,0.624964,-117.966,,,-0.078644,0.624964,12.3,0,0,0,0
7/1/2021 22:09,62,3.26,-0.078976,0.624965,-118.464,,,-0.078976,0.624965,11.6,0,0,0,0
7/2/2021 10:09,63,3.16,-0.076941,0.624965,-115.4115,,,-0.076941,0.624965,5.4,0,0,0,0
7/2/2021 22:09,64,3.26,-0.077276,0.624965,-115.914,,,-0.077276,0.624965,12.3,0,0,0,0
7/3/2021 10:09,65,3.26,-0.077024,0.624965,-115.536,,,-0.077024,0.624965,12.4,0,0,0,0
7/3/2021 22:09,66,3.31,-0.076622,0.624964,-114.933,,,-0.076622,0.624964,16.7,0,0,0,0
7/4/2021 10:09,67,3.31,-0.07604,0.624964,-114.06,,,-0.07604,0.624964,17,0,0,0,0
7/4/2021 22:09,68,3.31,-0.077297,0.624964,-115.9455,,,-0.077297,0.624964,15.3,0,0,0,0
7/5/2021 10:09,69,3.36,-0.077164,0.624965,-115.746,,,-0.077164,0.624965,23.1,0,0,0,0
7/5/2021 22:09,70,3.36,-0.078772,0.624964,-118.158,,,-0.078772,0.624964,19.4,0,0,0,0
7/6/2021 10:09,71,3.36,-0.078295,0.624964,-117.4425,,,-0.078295,0.624964,25.7,0,0,0,0
7/6/2021 22:09,72,3.36,-0.078163,0.624964,-117.2445,,,-0.078163,0.624964,22.8,0,0,0,0
7/7/2021 10:09,73,3.31,-0.077936,0.624965,-116.904,,,-0.077936,0.624965,18.3,0,0,0,0
7/7/2021 22:09,74,3.31,-0.078024,0.624965,-117.036,,,-0.078024,0.624965,14.1,0,0,0,0
7/8/2021 10:09,75,3.36,-0.077271,0.624965,-115.9065,,,-0.077271,0.624965,22.5,0,0,0,0
7/8/2021 22:09,76,3.41,-0.078981,0.624965,-118.4715,,,-0.078981,0.624965,21.6,0,0,0,0
7/9/2021 10:09,77,3.31,-0.078403,0.624964,-117.6045,,,-0.078403,0.624964,17.6,0,0,0,0
7/9/2021 22:09,78,3.36,-0.079218,0.624965,-118.827,,,-0.079218,0.624965,21.5,0,0,0,0
7/10/2021 10:09,79,3.31,-0.078382,0.624964,-117.573,,,-0.078382,0.624964,17.4,0,0,0,0
7/10/2021 22:09,80,3.36,-0.079544,0.624965,-119.316,,,-0.079544,0.624965,21.3,0,0,0,0
7/11/2021 10:09,81,3.31,-0.078873,0.624964,-118.3095,,,-0.078873,0.624964,18.1,0,0,0,0
7/11/2021 22:09,82,3.21,-0.079262,0.624965,-118.893,,,-0.079262,0.624965,9,0,0,0,0
7/12/2021 10:09,83,3.31,-0.078875,0.624964,-118.3125,,,-0.078875,0.624964,16.8,0,0,0,0
7/12/2021 22:09,84,3.41,-0.080145,0.624964,-120.2175,,,-0.080145,0.624964,24.4,0,0,0,0
7/13/2021 10:09,85,3.41,-0.079119,0.624964,-118.6785,,,-0.079119,0.624964,26.1,0,0,0,0
7/13/2021 22:09,86,3.21,-0.077902,0.624965,-116.853,,,-0.077902,0.624965,7.2,0,0,0,0
7/14/2021 10:09,87,3.26,-0.076145,0.624965,-114.2175,,,-0.076145,0.624965,13.6,0,0,0,0
7/14/2021 22:09,88,3.21,-0.076704,0.624965,-115.056,,,-0.076704,0.624965,5.5,0,0,0,0
7/15/2021 10:09,89,3.21,-0.075817,0.624965,-113.7255,,,-0.075817,0.624965,7.3,0,0,0,0
7/15/2021 22:09,90,3.31,-0.076941,0.624964,-115.4115,,,-0.076941,0.624964,15.3,0,0,0,0
7/16/2021 10:09,91,3.26,-0.07663,0.624965,-114.945,,,-0.07663,0.624965,13.1,0,0,0,0
7/16/2021 22:09,92,3.31,-0.077286,0.624964,-115.929,,,-0.077286,0.624964,15.8,0,0,0,0
7/17/2021 10:09,93,3.36,-0.077154,0.624964,-115.731,,,-0.077154,0.624964,24.1,0,0,0,0
7/17/2021 22:09,94,3.41,-0.078718,0.624964,-118.077,,,-0.078718,0.624964,27.6,0,0,0,0
7/18/2021 10:09,95,3.31,-0.077374,0.624965,-116.061,,,-0.077374,0.624965,14.6,0,0,0,0
7/18/2021 22:09,96,3.36,-0.077278,0.624965,-115.917,,,-0.077278,0.624965,20,0,0,0,0
7/19/2021 10:09,97,3.36,-0.077255,0.624965,-115.8825,,,-0.077255,0.624965,20.5,0,0,0,0
7/19/2021 22:09,98,3.41,-0.078735,0.624964,-118.1025,,,-0.078735,0.624964,26.8,0,0,0,0
7/20/2021 10:09,99,3.41,-0.080194,0.624965,-120.291,,,-0.080194,0.624965,25.5,0,0,0,0
7/20/2021 22:09,100,3.41,-0.079666,0.624964,-119.499,,,-0.079666,0.624964,27.9,0,0,0,0
7/21/2021 10:09,101,3.41,-0.07917,0.624965,-118.755,,,-0.07917,0.624965,27.1,0,0,0,0
7/21/2021 22:09,102,3.41,-0.080282,0.624965,-120.423,,,-0.080282,0.624965,25.8,0,0,0,0
7/22/2021 10:09,103,3.26,-0.078802,0.624965,-118.203,,,-0.078802,0.624965,11.9,0,0,0,0
7/22/2021 22:09,104,3.26,-0.079432,0.624965,-119.148,,,-0.079432,0.624965,11.8,0,0,0,0
7/23/2021 10:09,105,3.26,-0.079367,0.624965,-119.0505,,,-0.079367,0.624965,11.1,0,0,0,0
7/23/2021 22:09,106,3.31,-0.080511,0.624964,-120.7665,,,-0.080511,0.624964,16.9,0,0,0,0
7/24/2021 10:09,107,3.36,-0.080536,0.624965,-120.804,,,-0.080536,0.624965,22.2,0,0,0,0
7/24/2021 22:09,108,3.36,-0.081314,0.624965,-121.971,,,-0.081314,0.624965,18.5,0,0,0,0
7/25/2021 10:09,109,3.26,-0.076796,0.624965,-115.194,,,-0.076796,0.624965,10.7,0,0,0,0
7/25/2021 22:09,110,3.26,-0.077782,0.624964,-116.673,,,-0.077782,0.624964,11.4,0,0,0,0
7/26/2021 10:09,111,3.26,-0.077579,0.624964,-116.3685,,,-0.077579,0.624964,11.6,0,0,0,0
7/26/2021 22:09,112,3.26,-0.078396,0.624964,-117.594,,,-0.078396,0.624964,12.4,0,0,0,0
7/27/2021 10:09,113,3.26,-0.077557,0.624964,-116.3355,,,-0.077557,0.624964,12.8,0,0,0,0
7/27/2021 22:09,114,3.26,-0.077402,0.624965,-116.103,,,-0.077402,0.624965,12.8,0,0,0,0
7/28/2021 10:09,115,3.31,-0.077013,0.624964,-115.5195,,,-0.077013,0.624964,16.8,0,0,0,0
7/28/2021 22:09,116,3.31,-0.078041,0.624965,-117.0615,,,-0.078041,0.624965,14.6,0,0,0,0
7/29/2021 10:09,117,3.31,-0.077219,0.624964,-115.8285,,,-0.077219,0.624964,17,0,0,0,0
7/29/2021 22:09,118,3.36,-0.078533,0.624964,-117.7995,,,-0.078533,0.624964,18.7,0,0,0,0
7/30/2021 10:09,119,3.36,-0.07876,0.624965,-118.14,,,-0.07876,0.624965,21.6,0,0,0,0
7/30/2021 22:09,120,3.36,-0.080257,0.624965,-120.3855,,,-0.080257,0.624965,20.5,0,0,0,0
7/31/2021 10:09,121,3.36,-0.079624,0.624965,-119.436,,,-0.079624,0.624965,22.5,0,0,0,0
7/31/2021 22:09,122,3.41,-0.081207,0.624965,-121.8105,,,-0.081207,0.624965,24.4,0,0,0,0
8/1/2021 10:09,123,3.36,-0.080988,0.624964,-121.482,,,-0.080988,0.624964,19.6,0,0,0,0
8/1/2021 22:09,124,3.36,-0.081543,0.624965,-122.3145,,,-0.081543,0.624965,21,0,0,0,0
8/2/2021 10:09,125,3.31,-0.081099,0.624965,-121.6485,,,-0.081099,0.624965,17.1,0,0,0,0
8/2/2021 22:09,126,3.26,-0.08083,0.624965,-121.245,,,-0.08083,0.624965,8.7,0,0,0,0
8/3/2021 10:09,127,3.21,-0.079422,0.624965,-119.133,,,-0.079422,0.624965,8.1,0,0,0,0
8/3/2021 22:09,128,3.36,-0.081236,0.624965,-121.854,,,-0.081236,0.624965,17,0,0,0,0
8/4/2021 10:09,129,3.31,-0.080368,0.624965,-120.552,,,-0.080368,0.624965,18.5,0,0,0,0
8/4/2021 22:09,130,3.36,-0.082199,0.624965,-123.2985,,,-0.082199,0.624965,19.5,0,0,0,0
8/5/2021 10:09,131,3.36,-0.081919,0.624964,-122.8785,,,-0.081919,0.624964,18.9,0,0,0,0
8/5/2021 22:09,132,3.26,-0.08226,0.624965,-123.39,,,-0.08226,0.624965,8.1,0,0,0,0
8/6/2021 10:09,133,3.16,-0.079973,0.624965,-119.9595,,,-0.079973,0.624965,3.9,0,0,0,0
8/6/2021 22:09,134,3.21,-0.079359,0.624965,-119.0385,,,-0.079359,0.624965,5.5,0,0,0,0
8/7/2021 10:09,135,3.21,-0.07914,0.624965,-118.71,,,-0.07914,0.624965,5.4,0,0,0,0
8/7/2021 22:09,136,3.26,-0.080112,0.624965,-120.168,,,-0.080112,0.624965,11.3,0,0,0,0
8/8/2021 10:09,137,3.26,-0.079691,0.624965,-119.5365,,,-0.079691,0.624965,11.8,0,0,0,0
8/8/2021 22:09,138,3.26,-0.080853,0.624965,-121.2795,,,-0.080853,0.624965,9.3,0,0,0,0
8/9/2021 10:09,139,3.21,-0.079988,0.624965,-119.982,,,-0.079988,0.624965,7.8,0,0,0,0
8/9/2021 22:09,140,3.26,-0.080469,0.624965,-120.7035,,,-0.080469,0.624965,8.1,0,0,0,0
8/10/2021 10:09,141,3.26,-0.080347,0.624965,-120.5205,,,-0.080347,0.624965,9.8,0,0,0,0
8/10/2021 22:09,142,3.26,-0.080389,0.624965,-120.5835,,,-0.080389,0.624965,11.5,0,0,0,0
8/11/2021 10:09,143,3.26,-0.080233,0.624965,-120.3495,,,-0.080233,0.624965,14.1,0,0,0,0
8/11/2021 22:09,144,3.36,-0.082132,0.624965,-123.198,,,-0.082132,0.624965,18.2,0,0,0,0
8/12/2021 10:09,145,3.26,-0.080755,0.624965,-121.1325,,,-0.080755,0.624965,9.9,0,0,0,0
8/12/2021 22:09,146,3.26,-0.08007,0.624965,-120.105,,,-0.08007,0.624965,8.1,0,0,0,0
8/13/2021 10:09,147,3.21,-0.079584,0.624965,-119.376,,,-0.079584,0.624965,6.1,0,0,0,0
8/13/2021 22:09,148,3.26,-0.07991,0.624965,-119.865,,,-0.07991,0.624965,6.9,0,0,0,0
8/14/2021 10:09,149,3.26,-0.079662,0.624965,-119.493,,,-0.079662,0.624965,10.8,0,0,0,0
8/14/2021 22:09,150,3.31,-0.080885,0.624965,-121.3275,,,-0.080885,0.624965,12,0,0,0,0
8/15/2021 10:09,151,3.26,-0.080429,0.624965,-120.6435,,,-0.080429,0.624965,10.8,0,0,0,0
8/15/2021 22:09,152,3.31,-0.08094,0.624965,-121.41,,,-0.08094,0.624965,10.3,0,0,0,0
8/16/2021 10:09,153,3.31,-0.080202,0.624965,-120.303,,,-0.080202,0.624965,14.8,0,0,0,0
8/16/2021 22:09,154,3.31,-0.081097,0.624965,-121.6455,,,-0.081097,0.624965,10.8,0,0,0,0
8/17/2021 10:09,155,3.26,-0.080118,0.624965,-120.177,,,-0.080118,0.624965,8.7,0,0,0,0
8/17/2021 22:09,156,3.26,-0.079842,0.624965,-119.763,,,-0.079842,0.624965,6.3,0,0,0,0
8/18/2021 10:09,157,3.21,-0.079884,0.624965,-119.826,,,-0.079884,0.624965,5.4,0,0,0,0
8/18/2021 22:09,158,3.26,-0.079659,0.624965,-119.4885,,,-0.079659,0.624965,6.8,0,0,0,0
8/19/2021 10:09,159,3.26,-0.079807,0.624965,-119.7105,,,-0.079807,0.624965,7.6,0,0,0,0
8/19/2021 22:09,160,3.31,-0.080648,0.624965,-120.972,,,-0.080648,0.624965,10,0,0,0,0
8/20/2021 10:09,161,3.26,-0.080162,0.624965,-120.243,,,-0.080162,0.624965,11.2,0,0,0,0
8/20/2021 22:09,162,3.31,-0.080936,0.624965,-121.404,,,-0.080936,0.624965,9.9,0,0,0,0
8/21/2021 10:09,163,3.26,-0.080244,0.624965,-120.366,,,-0.080244,0.624965,9.7,0,0,0,0
8/21/2021 22:09,164,3.31,-0.080774,0.624965,-121.161,,,-0.080774,0.624965,11.6,0,0,0,0
8/22/2021 10:09,165,3.26,-0.080448,0.624965,-120.672,,,-0.080448,0.624965,9.9,0,0,0,0
8/22/2021 22:09,166,3.31,-0.081043,0.624965,-121.5645,,,-0.081043,0.624965,10.7,0,0,0,0
8/23/2021 10:09,167,3.26,-0.080908,0.624965,-121.362,,,-0.080908,0.624965,11.3,0,0,0,0
8/23/2021 22:09,168,3.31,-0.081957,0.624965,-122.9355,,,-0.081957,0.624965,10.6,0,0,0,0
8/24/2021 10:09,169,3.26,-0.080637,0.624965,-120.9555,,,-0.080637,0.624965,6.1,0,0,0,0
8/24/2021 22:09,170,3.26,-0.080217,0.624965,-120.3255,,,-0.080217,0.624965,6.8,0,0,0,0
8/25/2021 10:09,171,3.21,-0.080999,0.624965,-121.4985,,,-0.080999,0.624965,5.5,0,0,0,0
8/25/2021 22:09,172,3.31,-0.081671,0.624965,-122.5065,,,-0.081671,0.624965,11.5,0,0,0,0
8/26/2021 10:09,173,3.31,-0.081238,0.624965,-121.857,,,-0.081238,0.624965,15,0,0,0,0
8/26/2021 22:09,174,3.31,-0.082443,0.624965,-123.6645,,,-0.082443,0.624965,12.1,0,0,0,0
8/27/2021 10:09,175,3.31,-0.082354,0.624965,-123.531,,,-0.082354,0.624965,14.5,0,0,0,0
8/27/2021 22:09,176,3.31,-0.081879,0.624965,-122.8185,,,-0.081879,0.624965,9.3,0,0,0,0
8/28/2021 10:09,177,3.26,-0.08115,0.624965,-121.725,,,-0.08115,0.624965,7.7,0,0,0,0
8/28/2021 22:09,178,3.31,-0.081512,0.624965,-122.268,,,-0.081512,0.624965,8.4,0,0,0,0
8/29/2021 10:09,179,3.26,-0.08131,0.624966,-121.965,,,-0.08131,0.624966,11.8,0,0,0,0
8/29/2021 22:09,180,3.26,-0.082708,0.624967,-124.062,,,-0.082708,0.624967,7.1,0,0,0,0
8/30/2021 10:09,181,3.31,-0.082397,0.624967,-123.5955,,,-0.082397,0.624967,11.3,0,0,0,0
8/30/2021 22:09,182,3.26,-0.081831,0.624967,-122.7465,,,-0.081831,0.624967,8.7,0,0,0,0
8/31/2021 10:09,183,3.26,-0.081476,0.624967,-122.214,,,-0.081476,0.624967,6.1,0,0,0,0
8/31/2021 22:09,184,3.21,-0.081411,0.624967,-122.1165,,,-0.081411,0.624967,4.1,0,0,0,0
9/1/2021 10:09,185,3.21,-0.081602,0.624966,-122.403,,,-0.081602,0.624966,3.1,0,0,0,0
9/1/2021 22:09,186,3.31,-0.081669,0.624982,-122.5035,,,-0.081669,0.624982,9.3,0,0,0,0
9/2/2021 10:09,187,3.26,-0.0816,0.624981,-122.4,,,-0.0816,0.624981,9.6,0,0,0,0
9/2/2021 22:09,188,3.26,-0.081959,0.624975,-122.9385,,,-0.081959,0.624975,6.8,0,0,0,0
9/3/2021 10:09,189,3.26,-0.081989,0.624973,-122.9835,,,-0.081989,0.624973,5.8,0,0,0,0
9/3/2021 22:09,190,3.31,-0.082191,0.624973,-123.2865,,,-0.082191,0.624973,10.4,0,0,0,0
9/4/2021 10:09,191,3.26,-0.08218,0.624972,-123.27,,,-0.08218,0.624972,6.1,0,0,0,0
9/4/2021 22:09,192,3.31,-0.082687,0.624975,-124.0305,,,-0.082687,0.624975,9.8,0,0,0,0
9/5/2021 10:09,193,3.26,-0.082504,0.624979,-123.756,,,-0.082504,0.624979,9.1,0,0,0,0
9/5/2021 22:09,194,3.31,-0.082937,0.62498,-124.4055,,,-0.082937,0.62498,9.7,0,0,0,0
9/6/2021 10:09,195,3.26,-0.082552,0.624977,-123.828,,,-0.082552,0.624977,5.6,0,0,0,0
9/6/2021 22:09,196,3.21,-0.082541,0.624973,-123.8115,,,-0.082541,0.624973,4.4,0,0,0,0
9/7/2021 10:09,197,3.26,-0.082674,0.000001,-124.011,,,-0.082674,0.000001,7.8,0,0,0,0
9/7/2021 22:09,198,3.26,-0.084309,0.62499,-126.4635,,,-0.084309,0.62499,5.6,0,0,0,0
9/8/2021 10:09,199,3.26,-0.083702,0.624997,-125.553,,,-0.083702,0.624997,6.6,0,0,0,0
9/8/2021 22:09,200,3.31,-0.085234,0.000009,-127.851,,,-0.085234,0.000009,9.5,0,0,0,0
9/9/2021 10:09,201,3.26,-0.084539,0.000004,-126.8085,,,-0.084539,0.000004,8.3,0,0,0,0
9/9/2021 22:09,202,3.31,-0.086151,0.000014,-129.2265,,,-0.086151,0.000014,6.2,0,0,0,0
9/10/2021 10:09,203,3.26,-0.085398,0.000005,-128.097,,,-0.085398,0.000005,8.4,0,0,0,0
9/10/2021 22:09,204,3.26,-0.086758,0.000012,-130.137,,,-0.086758,0.000012,7.4,0,0,0,0
9/11/2021 10:09,205,3.21,-0.085659,0.000003,-128.4885,,,-0.085659,0.000003,4.8,0,0,0,0
9/11/2021 22:09,206,3.26,-0.085812,0.000004,-128.718,,,-0.085812,0.000004,7.3,0,0,0,0
9/12/2021 10:09,207,3.26,-0.084455,0.000002,-126.6825,,,-0.084455,0.000002,7,0,0,0,0
9/12/2021 22:09,208,3.21,-0.084532,0.000011,-126.798,,,-0.084532,0.000011,1.9,0,0,0,0
9/13/2021 10:09,209,3.26,-0.084473,0.624998,-126.7095,,,-0.084473,0.624998,6.3,0,0,0,0
9/13/2021 22:09,210,3.26,-0.085459,0.624999,-128.1885,,,-0.085459,0.624999,7.5,0,0,0,0
9/14/2021 10:09,211,3.26,-0.085501,0.624993,-128.2515,,,-0.085501,0.624993,6.8,0,0,0,0
9/14/2021 22:09,212,3.26,-0.086565,0.000002,-129.8475,,,-0.086565,0.000002,7.1,0,0,0,0
9/15/2021 10:09,213,3.26,-0.086159,0.624993,-129.2385,,,-0.086159,0.624993,6.9,0,0,0,0
9/15/2021 22:09,214,3.26,-0.087391,0.000011,-131.0865,,,-0.087391,0.000011,3.3,0,0,0,0
9/16/2021 10:09,215,3.16,-0.086828,0.624995,-130.242,,,-0.086828,0.624995,-1.3,0,0,0,0
9/16/2021 22:09,216,3.26,-0.087984,0.000011,-131.976,,,-0.087984,0.000011,4.1,0,0,0,0
9/17/2021 10:09,217,3.21,-0.086988,0.624997,-130.482,,,-0.086988,0.624997,-0.1,0,0,0,0
9/17/2021 22:09,218,3.21,-0.087885,0.000005,-131.8275,,,-0.087885,0.000005,1.8,0,0,0,0
9/18/2021 10:09,219,3.26,-0.087152,0.624994,-130.728,,,-0.087152,0.624994,4.4,0,0,0,0
9/18/2021 22:09,220,3.26,-0.086412,0.624991,-129.618,,,-0.086412,0.624991,5.3,0,0,0,0
9/19/2021 10:09,221,3.21,-0.086067,0.62499,-129.1005,,,-0.086067,0.62499,0,0,0,0,0
9/19/2021 22:09,222,3.16,-0.086594,0.000006,-129.891,,,-0.086594,0.000006,-2.7,0,0,0,0
9/20/2021 10:09,223,3.21,-0.086302,0.62499,-129.453,,,-0.086302,0.62499,3.1,0,0,0,0
9/20/2021 22:09,224,3.21,-0.086761,0.624993,-130.1415,,,-0.086761,0.624993,2.1,0,0,0,0
9/21/2021 10:09,225,3.21,-0.086494,0.62499,-129.741,,,-0.086494,0.62499,0.1,0,0,0,0
9/21/2021 22:09,226,3.21,-0.087278,0.62499,-130.917,,,-0.087278,0.62499,0.6,0,0,0,0
9/22/2021 10:09,227,3.21,-0.086895,0.624987,-130.3425,,,-0.086895,0.624987,-0.1,0,0,0,0
9/22/2021 22:09,228,3.21,-0.087187,0.62499,-130.7805,,,-0.087187,0.62499,-1.8,0,0,0,0
9/23/2021 10:09,229,3.16,-0.086874,0.624985,-130.311,,,-0.086874,0.624985,-2.6,0,0,0,0
