Model,IC6656L Tilt Logger
Name,Tilt Logger
Serial Number,05119
Firmware Version,1.03,Software Version,1.19.4
Sampling Status,LOGGING
Sampling Rate,FIXED
Current Interval,12:0:0
Start Time,2022/07/19,15:55:13
Current Time,2022/09/23,11:57:55,Logger Time,2022/09/23,12:20:52
Number Of Sensors,2
Number Of Records,132,Dnl using USB
Sensor Upload Num / Status Code,1,6A,FFFFFFFF,147650,Bat Type LS26500,,WD 139,PO 0,EXT 255,BO 0,SW 255,PDI 255


"TIMESTAMP","RECORD","BATTERY","Tilt 1","Tilt 2",,,,"Tilt 1","Tilt 2","LOGGER TEMP","RESET","USB","RSSI","STATUS 0x"
,,,,,,,Unit Type," "," ",,,,,"[code][P#]"
,,,,,,,Input Units," "," "
,,,,,,,Output Units," "," "
,,,,,,,Offset," "," "
,,,,,,,Cal A =," "," "
,,,,,,,Zero B =," "," "
,,,,,,,Cal C =," "," "
,,,,,,,Temp CF," "," "
,,,,,,,Temp Initial," "," "
,,,,,,,Linked Channel," "," "
,,,,,,,Sensor,"15 degrees","None"
"UNITS->",,"Volts","sin(angle)","Volts",,,,"sin(angle)","Volts","deg C"
2022/07/19 15:55:13,1,2.00,-0.078825,0.624960,,,,-0.078825,0.624960,26.80,1,0,0,000
2022/07/20 03:55:13,2,2.85,-0.079273,0.624955,,,,-0.079273,0.624955,10.70,1,0,0,000
2022/07/20 15:55:13,3,2.00,-0.081139,0.624954,,,,-0.081139,0.624954,22.40,1,0,0,000
2022/07/21 03:55:13,4,2.00,-0.081221,0.624953,,,,-0.081221,0.624953,6.10,0,0,0,000
2022/07/21 15:55:13,5,2.00,-0.081339,0.624952,,,,-0.081339,0.624952,22.40,0,0,0,000
2022/07/22 03:55:13,6,2.00,-0.081539,0.624951,,,,-0.081539,0.624951,9.40,0,0,0,000
2022/07/22 15:55:13,7,2.00,-0.083916,0.624954,,,,-0.083916,0.624954,26.60,0,0,0,000
2022/07/23 03:55:13,8,2.00,-0.080929,0.624949,,,,-0.080929,0.624949,11.20,0,0,0,000
2022/07/23 15:55:13,9,2.00,-0.079786,0.624949,,,,-0.079786,0.624949,11.10,0,0,0,000
