,angle_1,angle_2,logger_temp_c
2019-06-29 23:07:00,-0.008257,-0.308167,21.7
2019-06-30 00:07:00,-0.008236,-0.308168,21.6
2019-06-30 01:07:00,-0.008244,-0.308168,21.5
2019-06-30 02:07:00,-0.008242,-0.308168,21.4
2019-06-30 03:07:00,-0.008244,-0.30817,21.3
2019-06-30 04:07:00,-0.008244,-0.30817,21.1
2019-06-30 05:07:00,-0.008238,-0.308172,21.0
2019-06-30 06:07:00,-0.00823,-0.308174,20.8
2019-06-30 07:07:00,-0.008223,-0.308174,20.8
2019-06-30 08:07:00,-0.008209,-0.308174,20.8
2019-06-30 09:07:00,-0.008221,-0.308172,20.9
2019-06-30 10:07:00,-0.00823,-0.308172,20.9
2019-06-30 11:07:00,-0.00823,-0.308172,21.1
2019-06-30 12:07:00,-0.008224,-0.30817,21.2
2019-06-30 13:07:00,-0.008232,-0.308168,21.4
2019-06-30 14:07:00,-0.008211,-0.308167,21.6
2019-06-30 15:07:00,-0.008244,-0.308165,21.9
2019-06-30 16:07:00,-0.008234,-0.308165,22.1
2019-06-30 17:07:00,-0.00824,-0.308163,22.3
2019-06-30 18:07:00,-0.008232,-0.308159,22.6
2019-06-30 19:07:00,-0.008247,-0.308159,22.8
2019-06-30 20:07:00,-0.008236,-0.308157,22.9
2019-06-30 21:07:00,-0.008274,-0.308155,23.3
2019-06-30 22:07:00,-0.00827,-0.308155,23.1
2019-06-30 23:07:00,-0.008261,-0.308157,23.0
2019-07-01 00:07:00,-0.008272,-0.308159,22.8
2019-07-01 01:07:00,-0.008265,-0.308159,22.7
2019-07-01 02:07:00,-0.008249,-0.308161,22.6
2019-07-01 03:07:00,-0.008253,-0.308163,22.4
2019-07-01 04:07:00,-0.008253,-0.308163,22.2
2019-07-01 05:07:00,-0.008251,-0.308165,22.0
2019-07-01 06:07:00,-0.008249,-0.308167,21.8
2019-07-01 07:07:00,-0.00824,-0.308167,21.7
2019-07-01 08:07:00,-0.008244,-0.308167,21.7
2019-07-01 09:07:00,-0.008234,-0.308167,21.6
2019-07-01 10:07:00,-0.008253,-0.308167,21.8
2019-07-01 11:07:00,-0.008249,-0.308167,21.8
2019-07-01 12:07:00,-0.008251,-0.308165,21.9
2019-07-01 13:07:00,-0.008263,-0.308163,22.2
2019-07-01 14:07:00,-0.008253,-0.308161,22.5
2019-07-01 15:07:00,-0.008261,-0.308159,22.8
2019-07-01 16:07:00,-0.00827,-0.308157,23.0
2019-07-01 17:07:00,-0.008284,-0.308155,23.3
2019-07-01 18:07:00,-0.008263,-0.308153,23.4
2019-07-01 19:07:00,-0.008263,-0.308153,23.6
2019-07-01 20:07:00,-0.008276,-0.308153,23.6
2019-07-01 21:07:00,-0.008249,-0.308157,23.1
2019-07-01 22:07:00,-0.008232,-0.308161,22.5
2019-07-01 23:07:00,-0.008181,-0.30817,21.4
2019-07-02 00:07:00,-0.008181,-0.308172,20.9
2019-07-02 01:07:00,-0.008158,-0.30818,20.1
2019-07-02 02:07:00,-0.008171,-0.308184,19.4
2019-07-02 03:07:00,-0.008154,-0.308187,19.0
2019-07-02 04:07:00,-0.008135,-0.308193,18.2
2019-07-02 05:07:00,-0.00816,-0.308197,17.6
2019-07-02 06:07:00,-0.008141,-0.308199,17.2
2019-07-02 07:07:00,-0.00815,-0.308201,17.0
2019-07-02 08:07:00,-0.008177,-0.308203,16.7
2019-07-02 09:07:00,-0.008249,-0.308203,16.8
2019-07-02 10:07:00,-0.00824,-0.308195,17.7
2019-07-02 11:07:00,-0.008266,-0.308191,18.2
2019-07-02 12:07:00,-0.008291,-0.308187,18.8
2019-07-02 13:07:00,-0.008331,-0.308184,19.4
2019-07-02 14:07:00,-0.317059,-0.221825,20.0
2019-07-02 15:07:00,-0.317059,-0.222057,20.1
2019-07-02 16:07:00,-0.317057,-0.223026,20.2
2019-07-02 17:07:00,-0.317057,-0.223063,20.3
2019-07-02 18:07:00,-0.317055,-0.224264,20.6
2019-07-02 19:07:00,-0.317055,-0.224354,20.7
2019-07-04 19:07:00,-0.011129,-0.308146,24.4
2019-07-04 20:07:00,-0.011124,-0.308153,23.4
2019-07-04 21:07:00,-0.011097,-0.308159,22.6
2019-07-04 22:07:00,-0.003862,-0.308157,22.8
2019-07-04 23:07:00,0.308327,-0.200527,23.1
2019-07-05 00:07:00,0.308331,-0.200424,22.8
2019-07-05 01:07:00,0.308331,-0.200262,22.7
2019-07-05 02:07:00,0.308331,-0.200163,22.6
2019-07-05 03:07:00,0.308331,-0.200058,22.6
2019-07-05 04:07:00,0.308332,-0.199966,22.6
2019-07-05 05:07:00,0.308332,-0.199684,22.6
2019-07-05 06:07:00,0.308332,-0.199602,22.5
2019-07-05 07:07:00,0.308332,-0.199619,22.4
2019-07-05 08:07:00,0.308346,-0.198286,21.1
2019-07-05 09:07:00,0.308361,-0.172852,19.4
2019-07-05 10:07:00,0.308365,-0.172962,18.8
2019-07-05 11:07:00,0.035936,-0.010096,19.6
2019-07-05 12:07:00,0.035892,-0.010254,19.6
2019-07-05 13:07:00,0.035847,-0.011406,19.8
2019-07-05 14:07:00,0.035824,-0.011457,20.0
2019-07-05 15:07:00,0.035875,-0.011454,20.3
2019-07-05 16:07:00,0.03583,-0.013834,20.5
2019-07-05 17:07:00,0.036024,-0.006533,20.8
2019-07-05 18:07:00,0.115883,-0.026264,20.9
2019-07-05 19:07:00,0.115868,-0.026335,20.8
2019-07-05 20:07:00,0.115847,-0.026346,20.7
2019-07-05 21:07:00,0.115829,-0.026377,20.7
2019-07-05 22:07:00,0.115812,-0.026415,20.7
2019-07-05 23:07:00,0.115812,-0.02643,20.6
2019-07-06 00:07:00,0.115803,-0.026438,20.6
2019-07-06 01:07:00,0.115808,-0.026453,20.4
2019-07-06 02:07:00,0.115801,-0.026459,20.4
2019-07-06 03:07:00,0.115797,-0.026463,20.3
2019-07-06 04:07:00,0.115761,-0.026468,20.2
2019-07-06 05:07:00,0.11577,-0.02647,20.2
2019-07-06 06:07:00,0.115774,-0.026474,20.0
2019-07-06 07:07:00,0.115774,-0.026442,19.9
2019-07-06 08:07:00,0.121069,-0.022881,16.3
2019-07-06 09:07:00,0.095119,0.315279,14.5
2019-07-06 10:07:00,-0.000429,-0.306547,14.2
2019-07-06 11:07:00,4.8e-05,-0.306549,13.9
2019-07-06 12:07:00,0.105453,-0.306549,14.1
2019-07-06 13:07:00,0.128906,-0.140661,19.4
2019-07-06 14:07:00,0.129381,-0.160435,20.1
2019-07-06 15:07:00,0.06189,-0.079786,20.2
2019-07-06 16:07:00,0.061781,-0.08111,14.8
2019-07-06 17:07:00,0.061676,-0.082981,13.2
2019-07-06 18:07:00,0.038422,-0.051107,11.1
2019-07-06 19:07:00,0.038275,-0.050959,11.6
2019-07-06 20:07:00,0.038174,-0.050817,12.4
2019-07-06 21:07:00,0.038099,-0.050766,8.8
2019-07-06 22:07:00,0.03805,-0.050173,7.2
2019-07-06 23:07:00,0.03797,-0.049736,6.2
2019-07-07 00:07:00,0.037912,-0.049208,5.6
2019-07-07 01:07:00,0.037834,-0.048752,5.2
2019-07-07 02:07:00,0.037785,-0.048353,4.7
2019-07-07 03:07:00,0.037724,-0.048124,4.1
2019-07-07 04:07:00,0.037657,-0.047855,4.4
2019-07-07 05:07:00,0.03759,-0.047577,6.0
2019-07-07 06:07:00,0.0375,-0.047125,8.3
2019-07-07 07:07:00,0.037437,-0.046434,11.2
2019-07-07 08:07:00,0.037399,-0.046106,9.8
2019-07-07 09:07:00,0.037186,-0.045467,15.1
2019-07-07 10:07:00,0.037174,-0.045073,14.4
2019-07-07 11:07:00,0.016144,0.003483,15.6
2019-07-07 12:07:00,0.017792,0.024632,14.9
2019-07-07 13:07:00,0.017725,0.024607,15.2
2019-07-07 14:07:00,0.017666,0.024414,16.2
2019-07-07 15:07:00,0.017645,0.024488,16.3
2019-07-07 16:07:00,0.0175,0.024662,20.2
2019-07-07 17:07:00,0.017447,0.024349,21.9
2019-07-07 18:07:00,0.017361,0.024536,20.1
2019-07-07 19:07:00,0.017422,0.024538,20.3
2019-07-07 20:07:00,0.017401,0.024584,14.3
2019-07-07 21:07:00,0.0175,0.02441,12.9
2019-07-07 22:07:00,0.017464,0.024439,10.7
2019-07-07 23:07:00,0.017508,0.024441,9.1
2019-07-08 00:07:00,0.017534,0.024384,7.3
2019-07-08 01:07:00,0.017567,0.024399,6.1
2019-07-08 02:07:00,0.017586,0.024342,4.8
2019-07-08 03:07:00,0.017607,0.024368,4.4
2019-07-08 04:07:00,0.017614,0.024397,3.7
2019-07-08 05:07:00,0.01753,0.024323,5.2
2019-07-08 06:07:00,0.01745,0.024347,8.9
2019-07-08 07:07:00,0.017529,0.024269,9.7
2019-07-08 08:07:00,0.017515,0.024242,11.0
2019-07-08 09:07:00,0.017406,0.024164,17.0
2019-07-08 10:07:00,0.017366,0.024214,19.4
2019-07-08 11:07:00,0.017305,0.024273,21.1
2019-07-08 12:07:00,0.017191,0.023693,23.1
2019-07-08 13:07:00,0.017178,0.024035,24.8
2019-07-08 14:07:00,0.017065,0.0242,25.3
2019-07-08 15:07:00,0.017061,0.024181,24.8
2019-07-08 16:07:00,0.017099,0.024483,24.2
2019-07-08 17:07:00,0.016998,0.024803,20.6
2019-07-08 18:07:00,0.016933,0.024302,19.6
2019-07-08 19:07:00,0.016945,0.024565,21.5
2019-07-08 20:07:00,0.016874,0.024784,18.6
2019-07-08 21:07:00,0.016855,0.024157,16.0
2019-07-08 22:07:00,0.016834,0.024788,14.4
2019-07-08 23:07:00,0.016998,0.024536,10.6
2019-07-09 00:07:00,0.017035,0.024389,6.4
2019-07-09 01:07:00,0.017063,0.024319,5.2
2019-07-09 02:07:00,0.017084,0.024305,3.6
2019-07-09 03:07:00,0.017128,0.024296,2.0
2019-07-09 04:07:00,0.017071,0.02438,3.8
2019-07-09 05:07:00,0.016981,0.024239,6.8
2019-07-09 06:07:00,0.016914,0.024164,10.8
2019-07-09 07:07:00,0.016905,0.024139,13.6
2019-07-09 08:07:00,0.016912,0.024137,16.4
2019-07-09 09:07:00,0.016884,0.024033,18.6
2019-07-09 10:07:00,0.016809,0.024069,21.4
2019-07-09 11:07:00,0.016756,0.023954,24.6
2019-07-09 12:07:00,0.01664,0.023619,26.3
2019-07-09 13:07:00,0.016594,0.023632,27.8
2019-07-09 14:07:00,0.016548,0.023834,30.0
2019-07-09 15:07:00,0.016445,0.023844,29.9
2019-07-09 16:07:00,0.016306,0.023659,29.5
2019-07-09 17:07:00,0.016348,0.023882,30.9
2019-07-09 18:07:00,0.016308,0.023973,28.5
2019-07-09 19:07:00,0.016209,0.023808,30.0
2019-07-09 20:07:00,0.016203,0.023996,27.2
2019-07-09 21:07:00,0.01618,0.023968,24.4
2019-07-09 22:07:00,0.016277,0.024137,19.3
2019-07-09 23:07:00,0.016386,0.024132,14.9
2019-07-10 00:07:00,0.016451,0.024126,11.1
2019-07-10 01:07:00,0.016584,0.024139,6.3
2019-07-10 02:07:00,0.016571,0.024099,6.1
2019-07-10 03:07:00,0.016569,0.024048,7.3
2019-07-10 04:07:00,0.016516,0.023842,9.9
2019-07-10 05:07:00,0.016487,0.023659,13.3
2019-07-10 06:07:00,0.016354,0.023581,13.9
2019-07-10 07:07:00,0.016396,0.023865,14.8
2019-07-10 08:07:00,0.016413,0.024874,16.3
2019-07-10 09:07:00,0.01646,0.024551,17.0
2019-07-10 10:07:00,0.016476,0.02441,16.8
2019-07-10 11:07:00,0.016279,0.024759,17.0
2019-07-10 12:07:00,0.016184,0.024187,20.1
2019-07-10 13:07:00,0.016083,0.024761,20.1
2019-07-10 14:07:00,0.016014,0.023935,21.2
2019-07-10 15:07:00,0.016369,0.024776,21.6
2019-07-10 16:07:00,0.015945,0.024506,17.6
2019-07-10 17:07:00,0.016424,0.023355,19.0
2019-07-10 18:07:00,0.015425,0.024996,12.3
2019-07-10 19:07:00,0.01627,0.023808,7.6
2019-07-10 20:07:00,0.016268,0.024969,6.5
2019-07-10 21:07:00,0.016338,0.023987,7.1
2019-07-10 22:07:00,0.016184,0.023764,6.3
2019-07-10 23:07:00,0.016218,0.024033,5.2
2019-07-11 00:07:00,0.016304,0.02387,4.9
2019-07-11 01:07:00,0.016281,0.023911,4.6
2019-07-11 02:07:00,0.01634,0.023617,4.8
2019-07-11 03:07:00,0.016266,0.023626,4.7
2019-07-11 04:07:00,0.016275,0.023668,5.0
2019-07-11 05:07:00,0.016273,0.023577,5.3
2019-07-11 06:07:00,0.016216,0.023634,5.9
2019-07-11 07:07:00,0.016214,0.023636,5.9
2019-07-11 08:07:00,0.016407,0.023211,6.1
2019-07-11 09:07:00,0.016283,0.023113,7.4
2019-07-11 10:07:00,0.01626,0.023605,8.1
2019-07-11 11:07:00,0.0165,0.023815,9.9
2019-07-11 12:07:00,0.01589,0.024035,10.6
2019-07-11 13:07:00,0.016058,0.023232,11.7
2019-07-11 14:07:00,0.015776,0.023613,13.6
2019-07-11 15:07:00,0.016191,0.024061,14.4
2019-07-11 16:07:00,0.016008,0.024338,13.4
2019-07-11 17:07:00,0.015766,0.024166,16.2
2019-07-11 18:07:00,0.015585,0.023617,15.0
2019-07-11 19:07:00,0.015972,0.022747,13.4
2019-07-11 20:07:00,0.016035,0.024065,10.8
2019-07-11 21:07:00,0.015827,0.023741,7.8
2019-07-11 22:07:00,0.015884,0.02372,5.9
2019-07-11 23:07:00,0.016087,0.0235,4.9
2019-07-12 00:07:00,0.015989,0.023661,4.3
2019-07-12 01:07:00,0.016024,0.023508,3.6
2019-07-12 02:07:00,0.016022,0.023405,3.6
2019-07-12 03:07:00,0.016012,0.023483,3.3
2019-07-12 04:07:00,0.016075,0.023453,1.6
2019-07-12 05:07:00,0.016048,0.023424,2.8
2019-07-12 06:07:00,0.016031,0.023455,2.9
2019-07-12 07:07:00,0.01605,0.023396,4.6
2019-07-12 08:07:00,0.016012,0.023417,6.1
2019-07-12 09:07:00,0.016037,0.023481,6.1
2019-07-12 10:07:00,0.015999,0.023296,6.9
2019-07-12 11:07:00,0.01598,0.023371,7.8
2019-07-12 12:07:00,0.015928,0.023331,9.1
2019-07-12 13:07:00,0.015951,0.02334,11.1
2019-07-12 14:07:00,0.015909,0.02334,14.1
2019-07-12 15:07:00,0.015787,0.023096,19.9
2019-07-12 16:07:00,0.015707,0.02323,20.0
2019-07-12 17:07:00,0.015644,0.023216,20.7
2019-07-12 18:07:00,0.015568,0.023481,20.9
2019-07-12 19:07:00,0.015532,0.023354,20.0
2019-07-12 20:07:00,0.015612,0.023396,17.0
2019-07-12 21:07:00,0.015528,0.023624,14.0
2019-07-12 22:07:00,0.015537,0.023422,13.1
2019-07-12 23:07:00,0.015619,0.023474,9.5
2019-07-13 00:07:00,0.01568,0.023472,7.7
2019-07-13 01:07:00,0.015837,0.023468,0.6
2019-07-13 02:07:00,0.015882,0.023474,-2.0
2019-07-13 03:07:00,0.015905,0.023455,-1.8
2019-07-13 04:07:00,0.015869,0.02347,-0.5
2019-07-13 05:07:00,0.015779,0.023458,3.6
2019-07-13 06:07:00,0.015656,0.023378,9.1
2019-07-13 07:07:00,0.015631,0.023325,13.4
2019-07-13 08:07:00,0.015581,0.023321,17.7
2019-07-13 09:07:00,0.015553,0.023291,20.9
2019-07-13 10:07:00,0.015512,0.02319,21.1
2019-07-13 11:07:00,0.015446,0.023142,24.3
2019-07-13 12:07:00,0.01536,0.02282,26.0
2019-07-13 13:07:00,0.015337,0.02319,29.0
2019-07-13 14:07:00,0.015249,0.023073,29.7
2019-07-13 15:07:00,0.015202,0.023155,31.1
2019-07-13 16:07:00,0.015144,0.023193,31.5
2019-07-13 17:07:00,0.0151,0.023348,30.4
2019-07-13 18:07:00,0.015047,0.02338,29.1
2019-07-13 19:07:00,0.015066,0.023521,24.6
2019-07-13 20:07:00,0.015034,0.023615,23.4
2019-07-13 21:07:00,0.015038,0.023752,21.0
2019-07-13 22:07:00,0.015038,0.023575,19.5
2019-07-13 23:07:00,0.0151,0.023531,15.6
2019-07-14 00:07:00,0.015249,0.023582,9.6
2019-07-14 01:07:00,0.015369,0.023575,5.6
2019-07-14 02:07:00,0.015375,0.023556,4.5
2019-07-14 03:07:00,0.015396,0.023529,4.5
2019-07-14 04:07:00,0.015356,0.023474,6.3
2019-07-14 05:07:00,0.015308,0.023405,8.9
2019-07-14 06:07:00,0.015289,0.023354,10.5
2019-07-14 07:07:00,0.015287,0.02335,10.8
2019-07-14 08:07:00,0.015219,0.023222,15.1
2019-07-14 09:07:00,0.015175,0.023121,18.1
2019-07-14 10:07:00,0.015053,0.022957,23.0
2019-07-14 11:07:00,0.015001,0.023066,23.6
2019-07-14 12:07:00,0.015032,0.022728,24.5
2019-07-14 13:07:00,0.014973,0.023125,26.1
2019-07-14 14:07:00,0.015102,0.022921,27.1
2019-07-14 15:07:00,0.014919,0.023121,28.9
2019-07-14 16:07:00,0.014833,0.023115,25.3
2019-07-14 17:07:00,0.014801,0.023111,25.9
2019-07-14 18:07:00,0.01465,0.022984,24.0
2019-07-14 19:07:00,0.014828,0.023626,25.4
2019-07-14 20:07:00,0.014755,0.023663,18.6
2019-07-14 21:07:00,0.014788,0.023193,16.9
2019-07-14 22:07:00,0.014828,0.023205,16.2
2019-07-14 23:07:00,0.014833,0.023102,14.4
2019-07-15 00:07:00,0.014904,0.023104,14.6
2019-07-15 01:07:00,0.014828,0.022919,13.9
2019-07-15 02:07:00,0.01487,0.023014,11.9
2019-07-15 03:07:00,0.0149,0.023005,11.1
2019-07-15 04:07:00,0.014881,0.022942,11.8
2019-07-15 05:07:00,0.014862,0.022926,12.5
2019-07-15 06:07:00,0.014856,0.022877,12.2
2019-07-15 07:07:00,0.014854,0.022856,13.2
2019-07-15 08:07:00,0.014751,0.022848,16.0
2019-07-15 09:07:00,0.01469,0.022568,17.7
2019-07-15 10:07:00,0.014753,0.022331,18.4
2019-07-15 11:07:00,0.014685,0.021168,22.1
2019-07-15 12:07:00,0.014601,0.022375,25.4
2019-07-15 13:07:00,0.0147,0.0222,28.9
2019-07-15 14:07:00,0.014322,0.020838,29.6
2019-07-15 15:07:00,0.014418,0.022749,30.7
2019-07-15 16:07:00,0.014442,0.022316,26.8
2019-07-15 17:07:00,0.014393,0.02256,30.0
2019-07-15 18:07:00,0.014303,0.023092,28.6
2019-07-15 19:07:00,0.01446,0.023226,23.3
2019-07-15 20:07:00,0.014214,0.024027,18.9
2019-07-15 21:07:00,0.014421,0.023842,14.8
2019-07-15 22:07:00,0.014477,0.023275,12.6
2019-07-15 23:07:00,0.014673,0.023121,10.3
2019-07-16 00:07:00,0.014812,0.023438,9.6
2019-07-16 01:07:00,0.014877,0.023144,9.1
2019-07-16 02:07:00,0.014994,0.023027,8.6
2019-07-16 03:07:00,0.015093,0.023096,8.3
2019-07-16 04:07:00,0.01512,0.022947,8.1
2019-07-16 05:07:00,0.015165,0.022894,8.1
2019-07-16 06:07:00,0.015181,0.02289,8.9
2019-07-16 07:07:00,0.015257,0.022959,8.9
2019-07-16 08:07:00,0.015276,0.022799,8.9
2019-07-16 09:07:00,0.015282,0.022993,9.1
2019-07-16 10:07:00,0.015295,0.022892,9.9
2019-07-16 11:07:00,0.015257,0.022682,10.1
2019-07-16 12:07:00,0.015268,0.022728,10.1
2019-07-16 13:07:00,0.015312,0.022593,10.8
2019-07-16 14:07:00,0.015284,0.022491,10.5
2019-07-16 15:07:00,0.015348,0.022728,13.1
2019-07-16 16:07:00,0.015398,0.022755,13.3
2019-07-16 17:07:00,0.015366,0.022795,14.1
2019-07-16 18:07:00,0.015287,0.023111,13.1
2019-07-16 19:07:00,0.015226,0.022919,16.9
2019-07-16 20:07:00,0.015255,0.023249,16.9
2019-07-16 21:07:00,0.015215,0.023396,16.3
2019-07-16 22:07:00,0.015255,0.023428,15.1
2019-07-16 23:07:00,0.01527,0.023504,13.6
2019-07-17 00:07:00,0.015381,0.023575,9.9
2019-07-17 01:07:00,0.015478,0.023567,5.6
2019-07-17 02:07:00,0.015471,0.023418,5.7
2019-07-17 03:07:00,0.015484,0.023397,6.5
2019-07-17 04:07:00,0.015429,0.02331,7.7
2019-07-17 05:07:00,0.015434,0.023308,7.8
2019-07-17 06:07:00,0.015316,0.023182,11.3
2019-07-17 07:07:00,0.015234,0.023176,16.2
2019-07-17 08:07:00,0.015272,0.023201,16.6
2019-07-17 09:07:00,0.015205,0.023146,18.6
2019-07-17 10:07:00,0.015148,0.023117,20.6
2019-07-17 11:07:00,0.015055,0.023024,26.4
2019-07-17 12:07:00,0.014944,0.022978,29.7
2019-07-17 13:07:00,0.0149,0.023006,31.5
2019-07-17 14:07:00,0.014809,0.023085,32.8
2019-07-17 15:07:00,0.014816,0.023254,27.7
2019-07-17 16:07:00,0.014751,0.023407,30.3
2019-07-17 17:07:00,0.01478,0.022697,26.9
2019-07-17 18:07:00,0.01469,0.022993,23.3
2019-07-17 19:07:00,0.014856,0.023527,21.2
2019-07-17 20:07:00,0.014809,0.023193,18.9
2019-07-17 21:07:00,0.014849,0.023273,16.6
2019-07-17 22:07:00,0.014902,0.02375,15.1
2019-07-17 23:07:00,0.014832,0.023159,13.7
2019-07-18 00:07:00,0.014812,0.023201,12.1
2019-07-18 01:07:00,0.014746,0.023174,11.0
2019-07-18 02:07:00,0.014727,0.023169,9.3
2019-07-18 03:07:00,0.014694,0.023136,8.8
2019-07-18 04:07:00,0.014706,0.023094,9.6
2019-07-18 05:07:00,0.014748,0.022791,10.5
2019-07-18 06:07:00,0.014748,0.022978,10.4
2019-07-18 07:07:00,0.01487,0.022955,11.1
2019-07-18 08:07:00,0.014765,0.023296,11.5
2019-07-18 09:07:00,0.014862,0.022953,11.6
2019-07-18 10:07:00,0.014866,0.022896,12.9
2019-07-18 11:07:00,0.014929,0.022879,15.4
2019-07-18 12:07:00,0.01506,0.022713,18.4
2019-07-18 13:07:00,0.014917,0.02276,21.6
2019-07-18 14:07:00,0.014814,0.023054,23.6
2019-07-18 15:07:00,0.014746,0.022903,24.7
2019-07-18 16:07:00,0.014679,0.022839,25.1
2019-07-18 17:07:00,0.014578,0.023087,24.0
2019-07-18 18:07:00,0.014597,0.023035,23.3
2019-07-18 19:07:00,0.014479,0.023125,21.3
2019-07-18 20:07:00,0.014507,0.023024,19.7
2019-07-18 21:07:00,0.01446,0.023178,17.9
2019-07-18 22:07:00,0.014423,0.022993,16.3
2019-07-18 23:07:00,0.014374,0.022982,13.1
2019-07-19 00:07:00,0.014359,0.022974,10.4
2019-07-19 01:07:00,0.014315,0.022896,8.6
2019-07-19 02:07:00,0.014338,0.022854,8.0
2019-07-19 03:07:00,0.01438,0.022797,8.2
2019-07-19 04:07:00,0.014393,0.022785,7.6
2019-07-19 05:07:00,0.014528,0.0229,12.4
2019-07-19 06:07:00,0.014679,0.022808,14.0
2019-07-19 07:07:00,0.014458,0.022837,14.8
2019-07-19 08:07:00,0.01454,0.022921,15.5
2019-07-19 09:07:00,0.014551,0.022995,16.6
2019-07-19 10:07:00,0.014509,0.022806,15.6
2019-07-19 11:07:00,0.014502,0.022747,15.6
2019-07-19 12:07:00,0.014463,0.022652,16.8
2019-07-19 13:07:00,0.014515,0.022764,18.8
2019-07-19 14:07:00,0.014399,0.022915,18.8
2019-07-19 15:07:00,0.014462,0.022848,18.8
2019-07-19 16:07:00,0.014532,0.022703,19.6
2019-07-19 17:07:00,0.014399,0.023113,19.4
2019-07-19 18:07:00,0.014248,0.023485,18.4
2019-07-19 19:07:00,0.01413,0.023306,13.9
2019-07-19 20:07:00,0.014126,0.023048,11.6
2019-07-19 21:07:00,0.014185,0.023046,11.9
2019-07-19 22:07:00,0.014105,0.022909,11.4
2019-07-19 23:07:00,0.014141,0.022795,11.6
2019-07-20 00:07:00,0.014135,0.022926,10.9
2019-07-20 01:07:00,0.014135,0.022781,10.6
2019-07-20 02:07:00,0.014156,0.022785,10.3
2019-07-20 03:07:00,0.014143,0.022753,10.0
2019-07-20 04:07:00,0.014153,0.022848,10.2
2019-07-20 05:07:00,0.014187,0.022676,10.4
2019-07-20 06:07:00,0.014193,0.022646,11.1
2019-07-20 07:07:00,0.014185,0.022627,11.8
2019-07-20 08:07:00,0.014252,0.022551,13.3
2019-07-20 09:07:00,0.014259,0.022509,16.3
2019-07-20 10:07:00,0.014246,0.02261,16.4
2019-07-20 11:07:00,0.014187,0.022469,17.3
2019-07-20 12:07:00,0.014162,0.022324,23.2
2019-07-20 13:07:00,0.014011,0.022291,26.9
2019-07-20 14:07:00,0.013769,0.021984,27.7
2019-07-20 15:07:00,0.013819,0.021851,27.9
2019-07-20 16:07:00,0.013573,0.022161,25.0
2019-07-20 17:07:00,0.013437,0.022432,27.1
2019-07-20 18:07:00,0.013432,0.022451,23.5
2019-07-20 19:07:00,0.013601,0.021492,23.8
2019-07-20 20:07:00,0.014654,0.028248,18.7
2019-07-20 21:07:00,0.013531,0.020142,11.7
2019-07-20 22:07:00,0.013098,0.025032,8.8
2019-07-20 23:07:00,0.013319,0.024651,6.7
2019-07-21 00:07:00,0.01388,0.022455,6.3
2019-07-21 01:07:00,0.013472,0.023325,6.1
2019-07-21 02:07:00,0.013477,0.022764,5.6
2019-07-21 03:07:00,0.01358,0.02272,4.9
2019-07-21 04:07:00,0.013575,0.022673,5.2
2019-07-21 05:07:00,0.013618,0.022488,6.7
2019-07-21 06:07:00,0.01363,0.022617,6.2
2019-07-21 07:07:00,0.013653,0.022419,7.6
2019-07-21 08:07:00,0.0137,0.021902,9.9
2019-07-21 09:07:00,0.013765,0.022284,11.9
2019-07-21 10:07:00,0.013718,0.021885,12.3
2019-07-21 11:07:00,0.013763,0.022856,13.2
2019-07-21 12:07:00,0.013798,0.0221,13.3
2019-07-21 13:07:00,0.0137,0.021917,11.2
