"Plot Title: sarlab_hobo_2"
"#","Date Time, GMT-07:00","snow_depth, inches (LGR S/N: 20584850, SEN S/N: 20460900)","Current, mA (LGR S/N: 20584850, SEN S/N: 20460900)"
1,07/07/19 11:23:35 AM,91.545,0.0187
2,07/07/19 05:23:35 PM,5.111,0.0187
3,07/07/19 11:23:35 PM,5.236,0.0187
4,07/08/19 05:23:35 AM,6.353,0.0187
5,07/08/19 11:23:35 AM,4.615,0.0187
6,07/08/19 05:23:35 PM,5.236,0.0187
7,07/08/19 11:23:35 PM,5.236,0.0187
8,07/09/19 05:23:35 AM,6.229,0.0187
9,07/09/19 11:23:35 AM,4.180,0.0187
10,07/09/19 05:23:35 PM,7.223,0.0187
11,07/09/19 11:23:35 PM,5.795,0.0187
12,07/10/19 05:23:35 AM,3.497,0.0187
13,07/10/19 11:23:35 AM,4.491,0.0187
14,07/10/19 05:23:35 PM,5.422,0.0187
15,07/10/19 11:23:35 PM,4.801,0.0187
16,07/11/19 05:23:35 AM,5.111,0.0187
17,07/11/19 11:23:35 AM,5.111,0.0187
18,07/11/19 05:23:35 PM,4.118,0.0187
19,07/11/19 11:23:35 PM,5.484,0.0187
20,07/12/19 05:23:35 AM,4.491,0.0187
21,07/12/19 11:23:35 AM,5.298,0.0187
22,07/12/19 05:23:35 PM,3.373,0.0187
23,07/12/19 11:23:35 PM,3.683,0.0187
24,07/13/19 05:23:35 AM,5.484,0.0187
25,07/13/19 11:23:35 AM,4.428,0.0187
26,07/13/19 05:23:35 PM,6.850,0.0187
27,07/13/19 11:23:35 PM,5.981,0.0187
28,07/14/19 05:23:35 AM,4.553,0.0187
29,07/14/19 11:23:35 AM,5.484,0.0187
30,07/14/19 05:23:35 PM,6.291,0.0187
31,07/14/19 11:23:35 PM,5.049,0.0187
32,07/15/19 05:23:35 AM,4.242,0.0187
33,07/15/19 11:23:35 AM,4.180,0.0187
34,07/15/19 05:23:35 PM,7.285,0.0187
35,07/15/19 11:23:35 PM,4.428,0.0187
36,07/16/19 05:23:35 AM,3.870,0.0187
37,07/16/19 11:23:35 AM,4.304,0.0187
38,07/16/19 05:23:35 PM,4.366,0.0187
39,07/16/19 11:23:35 PM,4.242,0.0187
40,07/17/19 05:23:35 AM,3.683,0.0187
41,07/17/19 11:23:35 AM,3.745,0.0187
42,07/17/19 05:23:35 PM,4.801,0.0187
43,07/17/19 11:23:35 PM,3.745,0.0187
44,07/18/19 05:23:35 AM,4.615,0.0187
45,07/18/19 11:23:35 AM,4.304,0.0187
46,07/18/19 05:23:35 PM,3.125,0.0187
47,07/18/19 11:23:35 PM,4.491,0.0187
48,07/19/19 05:23:35 AM,2.379,0.0187
49,07/19/19 11:23:35 AM,4.056,0.0187
50,07/19/19 05:23:35 PM,4.366,0.0187
51,07/19/19 11:23:35 PM,4.180,0.0187
52,07/20/19 05:23:35 AM,4.615,0.0187
53,07/20/19 11:23:35 AM,4.428,0.0187
54,07/20/19 05:23:35 PM,3.435,0.0187
55,07/20/19 11:23:35 PM,4.491,0.0187
56,07/21/19 05:23:35 AM,4.863,0.0187
57,07/21/19 11:23:35 AM,4.615,0.0187
58,07/21/19 05:23:35 PM,4.677,0.0187
59,07/21/19 11:23:35 PM,3.808,0.0187
60,07/22/19 05:23:35 AM,4.428,0.0187
61,07/22/19 11:23:35 AM,4.553,0.0187
62,07/22/19 05:23:35 PM,1.510,0.0187
63,07/22/19 11:23:35 PM,2.876,0.0187
64,07/23/19 05:23:35 AM,3.932,0.0187
65,07/23/19 11:23:35 AM,4.801,0.0187
66,07/23/19 05:23:35 PM,2.938,0.0187
67,07/23/19 11:23:35 PM,3.497,0.0187
68,07/24/19 05:23:35 AM,4.677,0.0187
69,07/24/19 11:23:35 AM,4.987,0.0187
70,07/24/19 05:23:35 PM,3.187,0.0187
71,07/24/19 11:23:35 PM,3.062,0.0187
72,07/25/19 05:23:35 AM,6.167,0.0187
73,07/25/19 11:23:35 AM,4.739,0.0187
74,07/25/19 05:23:35 PM,2.069,0.0187
75,07/25/19 11:23:35 PM,4.118,0.0187
76,07/26/19 05:23:35 AM,4.677,0.0187
77,07/26/19 11:23:35 AM,5.049,0.0187
78,07/26/19 05:23:35 PM,3.870,0.0187
79,07/26/19 11:23:35 PM,3.808,0.0187
80,07/27/19 05:23:35 AM,5.174,0.0187
81,07/27/19 11:23:35 AM,3.870,0.0187
82,07/27/19 05:23:35 PM,2.566,0.0187
83,07/27/19 11:23:35 PM,4.925,0.0187
84,07/28/19 05:23:35 AM,4.925,0.0187
85,07/28/19 11:23:35 AM,4.366,0.0187
86,07/28/19 05:23:35 PM,2.131,0.0187
87,07/28/19 11:23:35 PM,2.876,0.0187
88,07/29/19 05:23:35 AM,5.174,0.0187
89,07/29/19 11:23:35 AM,3.808,0.0187
90,07/29/19 05:23:35 PM,4.428,0.0187
91,07/29/19 11:23:35 PM,4.491,0.0187
92,07/30/19 05:23:35 AM,4.677,0.0187
93,07/30/19 11:23:35 AM,4.118,0.0187
94,07/30/19 05:23:35 PM,3.559,0.0187
95,07/30/19 11:23:35 PM,3.559,0.0187
96,07/31/19 05:23:35 AM,4.118,0.0187
97,07/31/19 11:23:35 AM,4.304,0.0187
98,07/31/19 05:23:35 PM,2.566,0.0187
99,07/31/19 11:23:35 PM,3.000,0.0187
100,08/01/19 05:23:35 AM,3.932,0.0187
101,08/01/19 11:23:35 AM,4.801,0.0187
102,08/01/19 05:23:35 PM,3.559,0.0187
103,08/01/19 11:23:35 PM,4.677,0.0187
104,08/02/19 05:23:35 AM,5.981,0.0187
105,08/02/19 11:23:35 AM,5.608,0.0187
106,08/02/19 05:23:35 PM,4.180,0.0187
107,08/02/19 11:23:35 PM,3.559,0.0187
108,08/03/19 05:23:35 AM,4.428,0.0187
109,08/03/19 11:23:35 AM,4.801,0.0187
110,08/03/19 05:23:35 PM,4.925,0.0187
111,08/03/19 11:23:35 PM,3.621,0.0187
112,08/04/19 05:23:35 AM,5.174,0.0187
113,08/04/19 11:23:35 AM,5.422,0.0187
114,08/04/19 05:23:35 PM,4.615,0.0187
115,08/04/19 11:23:35 PM,5.484,0.0187
116,08/05/19 05:23:35 AM,3.994,0.0187
117,08/05/19 11:23:35 AM,5.111,0.0187
118,08/05/19 05:23:35 PM,4.304,0.0187
119,08/05/19 11:23:35 PM,4.491,0.0187
120,08/06/19 05:23:35 AM,4.491,0.0187
121,08/06/19 11:23:35 AM,5.049,0.0187
122,08/06/19 05:23:35 PM,4.801,0.0187
123,08/06/19 11:23:35 PM,5.111,0.0187
124,08/07/19 05:23:35 AM,5.795,0.0187
125,08/07/19 11:23:35 AM,5.049,0.0187
126,08/07/19 05:23:35 PM,5.174,0.0187
127,08/07/19 11:23:35 PM,5.111,0.0187
128,08/08/19 05:23:35 AM,5.236,0.0187
129,08/08/19 11:23:35 AM,5.236,0.0187
130,08/08/19 05:23:35 PM,4.491,0.0187
131,08/08/19 11:23:35 PM,4.056,0.0187
132,08/09/19 05:23:35 AM,5.360,0.0187
133,08/09/19 11:23:35 AM,5.236,0.0187
134,08/09/19 05:23:35 PM,4.366,0.0187
135,08/09/19 11:23:35 PM,5.049,0.0187
136,08/10/19 05:23:35 AM,4.677,0.0187
137,08/10/19 11:23:35 AM,4.615,0.0187
138,08/10/19 05:23:35 PM,4.739,0.0187
139,08/10/19 11:23:35 PM,4.925,0.0187
140,08/11/19 05:23:35 AM,4.987,0.0187
141,08/11/19 11:23:35 AM,5.049,0.0187
142,08/11/19 05:23:35 PM,4.491,0.0187
143,08/11/19 11:23:35 PM,4.987,0.0187
144,08/12/19 05:23:35 AM,4.863,0.0187
145,08/12/19 11:23:35 AM,4.677,0.0187
146,08/12/19 05:23:35 PM,5.111,0.0187
147,08/12/19 11:23:35 PM,5.919,0.0187
148,08/13/19 05:23:35 AM,5.236,0.0187
149,08/13/19 11:23:35 AM,5.049,0.0187
150,08/13/19 05:23:35 PM,4.242,0.0187
151,08/13/19 11:23:35 PM,4.615,0.0187
152,08/14/19 05:23:35 AM,4.615,0.0187
153,08/14/19 11:23:35 AM,4.553,0.0187
154,08/14/19 05:23:35 PM,5.670,0.0187
155,08/14/19 11:23:35 PM,5.422,0.0187
156,08/15/19 05:23:35 AM,5.049,0.0187
157,08/15/19 11:23:35 AM,5.795,0.0187
158,08/15/19 05:23:35 PM,5.236,0.0187
159,08/15/19 11:23:35 PM,5.298,0.0187
160,08/16/19 05:23:35 AM,5.298,0.0187
161,08/16/19 11:23:35 AM,5.732,0.0187
162,08/16/19 05:23:35 PM,5.670,0.0187
163,08/16/19 11:23:35 PM,6.229,0.0187
164,08/17/19 05:23:35 AM,5.422,0.0187
165,08/17/19 11:23:35 AM,5.298,0.0187
166,08/17/19 05:23:35 PM,5.484,0.0187
167,08/17/19 11:23:35 PM,4.242,0.0187
168,08/18/19 05:23:35 AM,4.366,0.0187
169,08/18/19 11:23:35 AM,4.739,0.0187
170,08/18/19 05:23:35 PM,5.111,0.0187
171,08/18/19 11:23:35 PM,6.540,0.0187
172,08/19/19 05:23:35 AM,6.974,0.0187
173,08/19/19 11:23:35 AM,6.540,0.0187
174,08/19/19 05:23:35 PM,6.726,0.0187
175,08/19/19 11:23:35 PM,4.615,0.0187
176,08/20/19 05:23:35 AM,5.732,0.0187
177,08/20/19 11:23:35 AM,6.415,0.0187
178,08/20/19 05:23:35 PM,6.229,0.0187
179,08/20/19 11:23:35 PM,6.229,0.0187
180,08/21/19 05:23:35 AM,5.484,0.0187
181,08/21/19 11:23:35 AM,5.857,0.0187
182,08/21/19 05:23:35 PM,5.298,0.0187
183,08/21/19 11:23:35 PM,5.484,0.0187
184,08/22/19 05:23:35 AM,5.360,0.0187
185,08/22/19 11:23:35 AM,5.981,0.0187
186,08/22/19 05:23:35 PM,5.111,0.0187
187,08/22/19 11:23:35 PM,5.546,0.0187
188,08/23/19 05:23:35 AM,5.608,0.0187
189,08/23/19 11:23:35 AM,5.484,0.0187
190,08/23/19 05:23:35 PM,5.174,0.0187
191,08/23/19 11:23:35 PM,5.111,0.0187
192,08/24/19 05:23:35 AM,5.608,0.0187
193,08/24/19 11:23:35 AM,5.670,0.0187
194,08/24/19 05:23:35 PM,6.167,0.0187
195,08/24/19 11:23:35 PM,5.484,0.0187
196,08/25/19 05:23:35 AM,5.049,0.0187
197,08/25/19 11:23:35 AM,5.422,0.0187
198,08/25/19 05:23:35 PM,5.360,0.0187
199,08/25/19 11:23:35 PM,5.608,0.0187
200,08/26/19 05:23:35 AM,5.422,0.0187
201,08/26/19 11:23:35 AM,5.670,0.0187
202,08/26/19 05:23:35 PM,5.236,0.0187
203,08/26/19 11:23:35 PM,5.608,0.0187
204,08/27/19 05:23:35 AM,5.484,0.0187
205,08/27/19 11:23:35 AM,5.546,0.0187
206,08/27/19 05:23:35 PM,5.546,0.0187
207,08/27/19 11:23:35 PM,5.484,0.0187
208,08/28/19 05:23:35 AM,5.981,0.0187
209,08/28/19 11:23:35 AM,5.422,0.0187
210,08/28/19 05:23:35 PM,5.732,0.0187
211,08/28/19 11:23:35 PM,6.540,0.0187
212,08/29/19 05:23:35 AM,5.732,0.0187
213,08/29/19 11:23:35 AM,5.546,0.0187
214,08/29/19 05:23:35 PM,5.981,0.0187
215,08/29/19 11:23:35 PM,5.484,0.0187
216,08/30/19 05:23:35 AM,5.919,0.0187
217,08/30/19 11:23:35 AM,6.478,0.0187
218,08/30/19 05:23:35 PM,5.795,0.0187
219,08/30/19 11:23:35 PM,6.229,0.0187
220,08/31/19 05:23:35 AM,5.981,0.0187
221,08/31/19 11:23:35 AM,5.236,0.0187
222,08/31/19 05:23:35 PM,5.360,0.0187
223,08/31/19 11:23:35 PM,5.422,0.0187
224,09/01/19 05:23:35 AM,6.043,0.0187
225,09/01/19 11:23:35 AM,5.298,0.0187
226,09/01/19 05:23:35 PM,5.236,0.0187
227,09/01/19 11:23:35 PM,5.484,0.0187
