Model,IC6656L Tilt Logger
Name,Tilt Logger Gruber#2
Serial Number,05123
Firmware Version,1.03,Software Version,1.19.1
Sampling Status,LOGGING
Sampling Rate,FIXED
Current Interval,1:0:0
Start Time,2019/06/28,13:07:13
Current Time,2021/05/05,10:01:51,Logger Time,2021/05/05,07:58:57
Number Of Sensors,2
Number Of Records,16196,Dnl using USB
Sensor Upload Num / Status Code,1,20002A,FFFFFFFF,0,Bat Type LSH14Light,,WD 255,PO 0,EXT 157,BO 0,SW 255,PDI 255


"TIMESTAMP","RECORD","BATTERY","Tilt 1","Tilt 2",,,,"Tilt 1","Tilt 2","LOGGER TEMP","RESET","USB","RSSI","STATUS 0x"
,,,,,,,Unit Type," "," ",,,,,"[code][P#]"
,,,,,,,Input Units," "," "
,,,,,,,Output Units," "," "
,,,,,,,Offset," "," "
,,,,,,,Cal A =," "," "
,,,,,,,Zero B =," "," "
,,,,,,,Cal C =," "," "
,,,,,,,Temp CF," "," "
,,,,,,,Temp Initial," "," "
,,,,,,,Linked Channel," "," "
,,,,,,,Sensor,"15 degrees","15 degrees"
"UNITS->",,"Volts","sin(angle)","sin(angle)",,,,"sin(angle)","sin(angle)","deg C"
2019/06/28 13:07:20,1,3.71,-0.308151,-0.006805,,,,-0.308151,-0.006805,22.60,0,0,0,000
2019/06/28 14:07:13,2,3.56,-0.308167,-0.037867,,,,-0.308167,-0.037867,21.80,0,0,0,000
2019/06/28 15:07:13,3,3.56,-0.308168,-0.037672,,,,-0.308168,-0.037672,21.60,0,0,0,000
2019/06/28 16:07:13,4,3.56,-0.308168,-0.037571,,,,-0.308168,-0.037571,21.40,0,0,0,000
2019/06/28 17:07:13,5,3.56,-0.308170,-0.037487,,,,-0.308170,-0.037487,21.30,0,0,0,000
2019/06/28 18:07:13,6,3.56,-0.308172,-0.037407,,,,-0.308172,-0.037407,21.00,0,0,0,000
2019/06/28 19:07:13,7,3.56,-0.308172,-0.037355,,,,-0.308172,-0.037355,21.00,0,0,0,000
2019/06/28 20:07:13,8,3.56,-0.308170,-0.008204,,,,-0.308170,-0.008204,21.30,0,0,0,000
