Model,IC6656L Tilt Logger
Name,Tilt Logger Gruber#2
Serial Number,05123
Firmware Version,1.03,Software Version,1.19.4
Sampling Status,LOGGING
Sampling Rate,FIXED
Current Interval,1:0:0
Start Time,2022/09/23,13:04:17
Current Time,2023/08/01,15:22:09,Logger Time,2023/08/01,13:19:49
Number Of Sensors,2
Number Of Records,7489,Dnl using USB
Sensor Upload Num / Status Code,1,20002A,FFFFFFFF,0,Bat Type LSH14Light,,WD 255,PO 0,EXT 159,BO 0,SW 255,PDI 255


"TIMESTAMP","RECORD","BATTERY","Tilt 1","Tilt 2",,,,"Tilt 1","Tilt 2","LOGGER TEMP","RESET","USB","RSSI","STATUS 0x"
,,,,,,,Unit Type," "," ",,,,,"[code][P#]"
,,,,,,,Input Units," "," "
,,,,,,,Output Units," "," "
,,,,,,,Offset," "," "
,,,,,,,Cal A =," "," "
,,,,,,,Zero B =," "," "
,,,,,,,Cal C =," "," "
,,,,,,,Temp CF," "," "
,,,,,,,Temp Initial," "," "
,,,,,,,Linked Channel," "," "
,,,,,,,Sensor,"15 degrees","15 degrees"
"UNITS->",,"Volts","sin(angle)","sin(angle)",,,,"sin(angle)","sin(angle)","deg C"
2022/09/23 13:04:17,1,2.00,0.004232,-0.004650,,,,0.004232,-0.004650,5.40,0,0,0,000
2022/09/23 14:04:17,2,2.00,0.004232,-0.004650,,,,0.004232,-0.004650,3.90,1,0,0,000
2022/09/23 15:04:17,3,2.00,0.004232,-0.004650,,,,0.004232,-0.004650,3.60,0,0,0,000
2022/09/23 16:04:17,4,2.00,0.004232,-0.004650,,,,0.004232,-0.004650,3.10,0,0,0,000
2022/09/23 17:04:17,5,2.00,0.004232,-0.004650,,,,0.004232,-0.004650,2.70,0,0,0,000
2022/09/23 18:04:17,6,2.00,0.004232,-0.004650,,,,0.004232,-0.004650,2.10,0,0,0,000
2022/09/23 19:04:17,7,2.00,0.004232,-0.004650,,,,0.004232,-0.004650,1.60,0,0,0,000
2022/09/23 20:04:17,8,2.00,0.004232,-0.004650,,,,0.004232,-0.004650,1.20,0,0,0,000
2022/09/23 21:04:17,9,2.00,0.004232,-0.004650,,,,0.004232,-0.004650,1.00,0,0,0,000
