Model,Tilt Logger DTL201B/2B,,,,,,,,,,,
Name,sarlab_tiltlogger_1,,,,,,,,,,,
Serial Number,UT1011,,,,,,,,,,,
Firmware Version,3.42,Software Version,1.19.1,,,,,,,,,
Sampling Status,LOGGING,,,,,,,,,,,
Sampling Rate,FIXED,,,,,,,,,,,
Current Interval,1:00:00,,,,,,,,,,,
Start Time,6/28/2019,13:20:54,,,,,,,,,,
Current Time,5/5/2021,9:42:25,Logger Time,5/5/2021,7:40:35,,,,,,,
Number Of Sensors,1,,,,,,,,,,,
Number Of Records,13592,Dnl using USB,DTLink enabled,,,,,,,,,
Sensor Upload Num / Status Code,3,2222,40000,14172,Bat Type LSH20,,WD 2,PO 3,EXT 0,BO 0,SW 0,PDI 0
,,,,,,,,,,,,
,,,,,,,,,,,,
TIMESTAMP,RECORD,BATTERY,Tilt 1,,,,Tilt 1,LOGGER TEMP,RESET,USB,RSSI,STATUS 0x
6/28/2019 13:20,1,3.63,-0.008129,,,,-0.008129,23.4,1,1,0,0
6/28/2019 14:20,2,3.55,-0.010319,,,,-0.010319,22.1,0,0,0,0
6/28/2019 15:20,3,3.55,-0.010315,,,,-0.010315,21.6,0,0,0,0
6/28/2019 16:20,4,3.55,-0.010313,,,,-0.010313,21.5,0,0,0,0
6/28/2019 17:20,5,3.55,-0.010302,,,,-0.010302,21.3,0,0,0,0
6/28/2019 18:20,6,3.55,-0.010284,,,,-0.010284,21.1,0,0,0,0
6/28/2019 19:20,7,3.55,-0.005859,,,,-0.005859,21.3,0,0,0,0
6/28/2019 20:20,8,3.55,-0.032862,,,,-0.032862,21.3,0,0,0,0
6/28/2019 21:20,9,3.56,-0.032763,,,,-0.032763,21.2,0,0,0,0
6/28/2019 22:20,10,3.56,-0.032732,,,,-0.032732,21.1,0,0,0,0
6/28/2019 23:20,11,3.56,-0.032728,,,,-0.032728,21.1,0,0,0,0
6/29/2019 0:20,12,3.57,-0.032698,,,,-0.032698,21,0,0,0,0
6/29/2019 1:20,13,3.57,-0.032681,,,,-0.032681,20.9,0,0,0,0
6/29/2019 2:20,14,3.57,-0.032663,,,,-0.032663,20.8,0,0,0,0
6/29/2019 3:20,15,3.57,-0.03264,,,,-0.03264,20.6,0,0,0,0
6/29/2019 4:20,16,3.57,-0.032631,,,,-0.032631,20.5,0,0,0,0
6/29/2019 5:20,17,3.57,-0.032616,,,,-0.032616,20.4,0,0,0,0
6/29/2019 6:20,18,3.57,-0.032614,,,,-0.032614,20.3,0,0,0,0
6/29/2019 7:20,19,3.57,-0.032606,,,,-0.032606,20.2,0,0,0,0
6/29/2019 8:20,20,3.57,-0.032583,,,,-0.032583,20.2,0,0,0,0
6/29/2019 9:20,21,3.57,-0.032587,,,,-0.032587,20.2,0,0,0,0
6/29/2019 10:20,22,3.57,-0.032581,,,,-0.032581,20.4,0,0,0,0
6/29/2019 11:20,23,3.57,-0.032572,,,,-0.032572,20.6,0,0,0,0
6/29/2019 12:20,24,3.57,-0.032585,,,,-0.032585,20.8,0,0,0,0
6/29/2019 13:20,25,3.57,-0.032608,,,,-0.032608,21.1,0,0,0,0
6/29/2019 14:20,26,3.57,-0.032606,,,,-0.032606,21.2,0,0,0,0
6/29/2019 15:20,27,3.57,-0.032616,,,,-0.032616,21.4,0,0,0,0
6/29/2019 16:20,28,3.57,-0.032616,,,,-0.032616,21.6,0,0,0,0
6/29/2019 17:20,29,3.57,-0.032612,,,,-0.032612,21.8,0,0,0,0
6/29/2019 18:20,30,3.57,-0.0326,,,,-0.0326,21.9,0,0,0,0
6/29/2019 19:20,31,3.57,-0.032579,,,,-0.032579,22,0,0,0,0
6/29/2019 20:20,32,3.57,-0.032568,,,,-0.032568,22,0,0,0,0
6/29/2019 21:20,33,3.57,-0.032558,,,,-0.032558,21.9,0,0,0,0
6/29/2019 22:20,34,3.57,-0.032545,,,,-0.032545,21.9,0,0,0,0
6/29/2019 23:20,35,3.57,-0.032534,,,,-0.032534,21.8,0,0,0,0
6/30/2019 0:20,36,3.57,-0.032532,,,,-0.032532,21.7,0,0,0,0
6/30/2019 1:20,37,3.57,-0.032528,,,,-0.032528,21.6,0,0,0,0
6/30/2019 2:20,38,3.57,-0.032513,,,,-0.032513,21.5,0,0,0,0
6/30/2019 3:20,39,3.57,-0.032528,,,,-0.032528,21.3,0,0,0,0
6/30/2019 4:20,40,3.57,-0.032516,,,,-0.032516,21.2,0,0,0,0
6/30/2019 5:20,41,3.57,-0.032513,,,,-0.032513,21.1,0,0,0,0
6/30/2019 6:20,42,3.57,-0.032501,,,,-0.032501,20.9,0,0,0,0
6/30/2019 7:20,43,3.57,-0.032495,,,,-0.032495,20.8,0,0,0,0
6/30/2019 8:20,44,3.57,-0.032495,,,,-0.032495,20.9,0,0,0,0
6/30/2019 9:20,45,3.57,-0.032505,,,,-0.032505,20.9,0,0,0,0
6/30/2019 10:20,46,3.57,-0.032503,,,,-0.032503,21,0,0,0,0
6/30/2019 11:20,47,3.57,-0.032503,,,,-0.032503,21.1,0,0,0,0
6/30/2019 12:20,48,3.57,-0.032495,,,,-0.032495,21.3,0,0,0,0
6/30/2019 13:20,49,3.57,-0.032497,,,,-0.032497,21.4,0,0,0,0
6/30/2019 14:20,50,3.57,-0.032465,,,,-0.032465,21.8,0,0,0,0
6/30/2019 15:20,51,3.57,-0.032492,,,,-0.032492,22.1,0,0,0,0
6/30/2019 16:20,52,3.57,-0.032492,,,,-0.032492,22.3,0,0,0,0
6/30/2019 17:20,53,3.57,-0.032499,,,,-0.032499,22.4,0,0,0,0
6/30/2019 18:20,54,3.57,-0.03249,,,,-0.03249,22.7,0,0,0,0
6/30/2019 19:20,55,3.57,-0.032497,,,,-0.032497,22.9,0,0,0,0
6/30/2019 20:20,56,3.57,-0.032684,,,,-0.032684,23.1,0,0,0,0
6/30/2019 21:20,57,3.57,-0.032497,,,,-0.032497,23.3,0,0,0,0
6/30/2019 22:20,58,3.57,-0.032494,,,,-0.032494,23.3,0,0,0,0
6/30/2019 23:20,59,3.57,-0.032488,,,,-0.032488,23.1,0,0,0,0
7/1/2019 0:20,60,3.57,-0.032476,,,,-0.032476,22.9,0,0,0,0
7/1/2019 1:20,61,3.57,-0.032469,,,,-0.032469,22.8,0,0,0,0
7/1/2019 2:20,62,3.57,-0.032469,,,,-0.032469,22.6,0,0,0,0
7/1/2019 3:20,63,3.57,-0.032463,,,,-0.032463,22.5,0,0,0,0
7/1/2019 4:20,64,3.57,-0.032463,,,,-0.032463,22.3,0,0,0,0
7/1/2019 5:20,65,3.57,-0.032448,,,,-0.032448,22.1,0,0,0,0
7/1/2019 6:20,66,3.57,-0.032446,,,,-0.032446,21.9,0,0,0,0
7/1/2019 7:20,67,3.57,-0.032431,,,,-0.032431,21.8,0,0,0,0
7/1/2019 8:20,68,3.57,-0.032446,,,,-0.032446,21.8,0,0,0,0
7/1/2019 9:20,69,3.57,-0.032438,,,,-0.032438,21.8,0,0,0,0
7/1/2019 10:20,70,3.57,-0.032452,,,,-0.032452,21.8,0,0,0,0
7/1/2019 11:20,71,3.57,-0.032444,,,,-0.032444,21.9,0,0,0,0
7/1/2019 12:20,72,3.57,-0.032442,,,,-0.032442,22.1,0,0,0,0
7/1/2019 13:20,73,3.57,-0.032448,,,,-0.032448,22.3,0,0,0,0
7/1/2019 14:20,74,3.57,-0.03245,,,,-0.03245,22.6,0,0,0,0
7/1/2019 15:20,75,3.57,-0.032455,,,,-0.032455,22.9,0,0,0,0
7/1/2019 16:20,76,3.57,-0.032461,,,,-0.032461,23.2,0,0,0,0
7/1/2019 17:20,77,3.57,-0.032455,,,,-0.032455,23.4,0,0,0,0
7/1/2019 18:20,78,3.57,-0.032473,,,,-0.032473,23.5,0,0,0,0
7/1/2019 19:20,79,3.57,-0.032448,,,,-0.032448,23.7,0,0,0,0
7/1/2019 20:20,80,3.57,-0.03244,,,,-0.03244,23.6,0,0,0,0
7/1/2019 21:20,81,3.57,-0.032406,,,,-0.032406,23.1,0,0,0,0
7/1/2019 22:20,82,3.57,-0.032393,,,,-0.032393,22.6,0,0,0,0
7/1/2019 23:20,83,3.57,-0.032351,,,,-0.032351,21.4,0,0,0,0
7/2/2019 0:20,84,3.57,-0.032358,,,,-0.032358,20.9,0,0,0,0
7/2/2019 1:20,85,3.57,-0.032341,,,,-0.032341,20,0,0,0,0
7/2/2019 2:20,86,3.57,-0.032335,,,,-0.032335,19.4,0,0,0,0
7/2/2019 3:20,87,3.57,-0.032339,,,,-0.032339,18.9,0,0,0,0
7/2/2019 4:20,88,3.57,-0.032341,,,,-0.032341,18.3,0,0,0,0
7/2/2019 5:20,89,3.57,-0.032345,,,,-0.032345,17.7,0,0,0,0
7/2/2019 6:20,90,3.57,-0.032339,,,,-0.032339,17.3,0,0,0,0
7/2/2019 7:20,91,3.57,-0.032328,,,,-0.032328,17,0,0,0,0
7/2/2019 8:20,92,3.57,-0.03232,,,,-0.03232,16.8,0,0,0,0
7/2/2019 9:20,93,3.57,-0.032001,,,,-0.032001,17.1,0,0,0,0
7/2/2019 10:20,94,3.57,-0.032227,,,,-0.032227,17.7,0,0,0,0
7/2/2019 11:20,95,3.57,-0.032248,,,,-0.032248,18.3,0,0,0,0
7/2/2019 12:20,96,3.57,-0.032244,,,,-0.032244,18.9,0,0,0,0
7/2/2019 13:20,97,3.57,-0.304066,,,,-0.304066,19.7,0,0,0,0
7/2/2019 14:20,98,3.57,-0.304066,,,,-0.304066,20.1,0,0,0,0
7/2/2019 15:20,99,3.57,-0.304064,,,,-0.304064,20.2,0,0,0,0
7/2/2019 16:20,100,3.57,-0.304064,,,,-0.304064,20.3,0,0,0,0
7/2/2019 17:20,101,3.57,-0.304064,,,,-0.304064,20.4,0,0,0,0
7/2/2019 18:20,102,3.57,-0.304062,,,,-0.304062,20.6,0,0,0,0
7/2/2019 19:20,103,3.57,-0.304062,,,,-0.304062,20.8,0,0,0,0
7/4/2019 19:20,104,3.63,-0.003233,,,,-0.003233,24.6,1,1,0,0
7/4/2019 20:20,105,3.71,-0.003248,,,,-0.003248,23.9,0,1,0,0
7/4/2019 21:20,106,3.63,-0.003294,,,,-0.003294,23.3,0,1,0,0
7/4/2019 22:20,107,3.58,0.322857,,,,0.322857,23.5,0,0,0,0
7/4/2019 23:20,108,3.58,0.322861,,,,0.322861,23.1,0,0,0,0
7/5/2019 0:20,109,3.58,0.322863,,,,0.322863,22.8,0,0,0,0
7/5/2019 1:20,110,3.58,0.322863,,,,0.322863,22.8,0,0,0,0
7/5/2019 2:20,111,3.58,0.322865,,,,0.322865,22.8,0,0,0,0
7/5/2019 3:20,112,3.58,0.322865,,,,0.322865,22.7,0,0,0,0
7/5/2019 4:20,113,3.58,0.322865,,,,0.322865,22.7,0,0,0,0
7/5/2019 5:20,114,3.58,0.322865,,,,0.322865,22.6,0,0,0,0
7/5/2019 6:20,115,3.58,0.322865,,,,0.322865,22.6,0,0,0,0
7/5/2019 7:20,116,3.58,0.322866,,,,0.322866,22.5,0,0,0,0
7/5/2019 8:20,117,3.58,-0.001465,,,,-0.001465,20.6,0,0,0,0
7/5/2019 9:20,118,3.58,-0.001509,,,,-0.001509,18.8,0,0,0,0
7/5/2019 10:20,119,3.58,0.015137,,,,0.015137,19.1,0,0,0,0
7/5/2019 11:20,120,3.58,0.014666,,,,0.014666,19.5,0,0,0,0
7/5/2019 12:20,121,3.59,0.014839,,,,0.014839,19.6,0,0,0,0
7/5/2019 13:20,122,3.58,0.014858,,,,0.014858,19.8,0,0,0,0
7/5/2019 14:20,123,3.58,0.014872,,,,0.014872,20.1,0,0,0,0
7/5/2019 15:20,124,3.59,0.015186,,,,0.015186,20.3,0,0,0,0
7/5/2019 16:20,125,3.58,0.015203,,,,0.015203,20.4,0,0,0,0
7/5/2019 17:20,126,3.59,0.014839,,,,0.014839,20.7,0,0,0,0
7/5/2019 18:20,127,3.58,0.015377,,,,0.015377,20.8,0,0,0,0
7/5/2019 19:20,128,3.59,0.015366,,,,0.015366,20.8,0,0,0,0
7/5/2019 20:20,129,3.59,0.015358,,,,0.015358,20.6,0,0,0,0
7/5/2019 21:20,130,3.59,0.015364,,,,0.015364,20.7,0,0,0,0
7/5/2019 22:20,131,3.59,0.01536,,,,0.01536,20.6,0,0,0,0
7/5/2019 23:20,132,3.58,0.015362,,,,0.015362,20.6,0,0,0,0
7/6/2019 0:20,133,3.59,0.015347,,,,0.015347,20.5,0,0,0,0
7/6/2019 1:20,134,3.59,0.01536,,,,0.01536,20.5,0,0,0,0
7/6/2019 2:20,135,3.58,0.015352,,,,0.015352,20.4,0,0,0,0
7/6/2019 3:20,136,3.59,0.015358,,,,0.015358,20.3,0,0,0,0
7/6/2019 4:20,137,3.58,0.015335,,,,0.015335,20.2,0,0,0,0
7/6/2019 5:20,138,3.59,0.015341,,,,0.015341,20.1,0,0,0,0
7/6/2019 6:20,139,3.59,0.015316,,,,0.015316,20.1,0,0,0,0
7/6/2019 7:20,140,3.59,0.015293,,,,0.015293,20.1,0,0,0,0
7/6/2019 8:20,141,3.59,0.103104,,,,0.103104,14.3,0,0,0,0
7/6/2019 9:20,142,3.59,-0.024187,,,,-0.024187,14.5,0,0,0,0
7/6/2019 10:20,143,3.58,0.198084,,,,0.198084,14.4,0,0,0,0
7/6/2019 11:20,144,3.58,0.19796,,,,0.19796,14,0,0,0,0
7/6/2019 12:20,145,3.58,0.117771,,,,0.117771,15,0,0,0,0
7/6/2019 13:20,146,3.59,0.035521,,,,0.035521,17.1,0,0,0,0
7/6/2019 14:20,147,3.59,0.076939,,,,0.076939,18.8,0,0,0,0
7/6/2019 15:20,148,3.6,0.077045,,,,0.077045,21.1,0,0,0,0
7/6/2019 16:20,149,3.59,0.077065,,,,0.077065,15.1,0,0,0,0
7/6/2019 17:20,150,3.59,0.081005,,,,0.081005,13.5,0,0,0,0
7/6/2019 18:20,151,3.59,0.081156,,,,0.081156,12.5,0,0,0,0
7/6/2019 19:20,152,3.59,0.081179,,,,0.081179,12.3,0,0,0,0
7/6/2019 20:20,153,3.59,0.081161,,,,0.081161,12.2,0,0,0,0
7/6/2019 21:20,154,3.59,0.081121,,,,0.081121,8.9,0,0,0,0
7/6/2019 22:20,155,3.59,0.081116,,,,0.081116,7.2,0,0,0,0
7/6/2019 23:20,156,3.58,0.081137,,,,0.081137,6.3,0,0,0,0
7/7/2019 0:20,157,3.58,0.081139,,,,0.081139,5.7,0,0,0,0
7/7/2019 1:20,158,3.58,0.081163,,,,0.081163,5.2,0,0,0,0
7/7/2019 2:20,159,3.58,0.081158,,,,0.081158,4.6,0,0,0,0
7/7/2019 3:20,160,3.58,0.081173,,,,0.081173,4.1,0,0,0,0
7/7/2019 4:20,161,3.58,0.081188,,,,0.081188,4.4,0,0,0,0
7/7/2019 5:20,162,3.58,0.081221,,,,0.081221,5.8,0,0,0,0
7/7/2019 6:20,163,3.57,0.081242,,,,0.081242,8.3,0,0,0,0
7/7/2019 7:20,164,3.59,0.081245,,,,0.081245,10.5,0,0,0,0
7/7/2019 8:20,165,3.59,0.081322,,,,0.081322,10.7,0,0,0,0
7/7/2019 9:20,166,3.59,0.081165,,,,0.081165,14.7,0,0,0,0
7/7/2019 10:20,167,3.6,0.081247,,,,0.081247,16,0,0,0,0
7/7/2019 11:20,168,3.6,-0.066561,,,,-0.066561,17.3,0,0,0,0
7/7/2019 12:20,169,3.6,0.122015,,,,0.122015,16.2,0,0,0,0
7/7/2019 13:20,170,3.6,0.114435,,,,0.114435,18.8,0,0,0,0
7/7/2019 14:20,171,3.59,0.10232,,,,0.10232,18.3,0,0,0,0
7/7/2019 15:20,172,3.6,-0.11323,,,,-0.11323,18.6,0,0,0,0
7/7/2019 16:20,173,3.6,-0.055174,,,,-0.055174,22.1,0,0,0,0
7/7/2019 17:20,174,3.6,-0.055363,,,,-0.055363,22.5,0,0,0,0
7/7/2019 18:20,175,3.59,-0.055504,,,,-0.055504,21.1,0,0,0,0
7/7/2019 19:20,176,3.59,-0.055666,,,,-0.055666,19.3,0,0,0,0
7/7/2019 20:20,177,3.59,-0.055668,,,,-0.055668,14.6,0,0,0,0
7/7/2019 21:20,178,3.59,-0.055744,,,,-0.055744,12.8,0,0,0,0
7/7/2019 22:20,179,3.59,-0.055716,,,,-0.055716,10.5,0,0,0,0
7/7/2019 23:20,180,3.58,-0.05578,,,,-0.05578,8.9,0,0,0,0
7/8/2019 0:20,181,3.58,-0.055819,,,,-0.055819,7.1,0,0,0,0
7/8/2019 1:20,182,3.58,-0.055822,,,,-0.055822,6.1,0,0,0,0
7/8/2019 2:20,183,3.58,-0.055857,,,,-0.055857,4.3,0,0,0,0
7/8/2019 3:20,184,3.58,-0.055855,,,,-0.055855,4.3,0,0,0,0
7/8/2019 4:20,185,3.57,-0.055866,,,,-0.055866,3.9,0,0,0,0
7/8/2019 5:20,186,3.57,-0.055952,,,,-0.055952,5.7,0,0,0,0
7/8/2019 6:20,187,3.58,-0.056046,,,,-0.056046,9.6,0,0,0,0
7/8/2019 7:20,188,3.58,-0.055944,,,,-0.055944,9.3,0,0,0,0
7/8/2019 8:20,189,3.58,-0.05592,,,,-0.05592,11.9,0,0,0,0
7/8/2019 9:20,190,3.58,-0.055965,,,,-0.055965,19.9,0,0,0,0
7/8/2019 10:20,191,3.6,-0.056078,,,,-0.056078,21.9,0,0,0,0
7/8/2019 11:20,192,3.6,-0.056095,,,,-0.056095,22.8,0,0,0,0
7/8/2019 12:20,193,3.6,-0.056145,,,,-0.056145,24,0,0,0,0
7/8/2019 13:20,194,3.6,-0.056355,,,,-0.056355,25.1,0,0,0,0
7/8/2019 14:20,195,3.6,-0.056442,,,,-0.056442,26.2,0,0,0,0
7/8/2019 15:20,196,3.59,-0.056448,,,,-0.056448,26.9,0,0,0,0
7/8/2019 16:20,197,3.59,-0.056715,,,,-0.056715,25.1,0,0,0,0
7/8/2019 17:20,198,3.59,-0.056934,,,,-0.056934,19.3,0,0,0,0
7/8/2019 18:20,199,3.58,-0.056921,,,,-0.056921,20.6,0,0,0,0
7/8/2019 19:20,200,3.59,-0.056879,,,,-0.056879,22.3,0,0,0,0
7/8/2019 20:20,201,3.59,-0.057177,,,,-0.057177,20.5,0,0,0,0
7/8/2019 21:20,202,3.58,-0.057127,,,,-0.057127,17.9,0,0,0,0
7/8/2019 22:20,203,3.58,-0.057129,,,,-0.057129,14.4,0,0,0,0
7/8/2019 23:20,204,3.58,-0.057089,,,,-0.057089,9.6,0,0,0,0
7/9/2019 0:20,205,3.58,-0.056974,,,,-0.056974,5.9,0,0,0,0
7/9/2019 1:20,206,3.58,-0.056982,,,,-0.056982,4.6,0,0,0,0
7/9/2019 2:20,207,3.58,-0.056963,,,,-0.056963,3.4,0,0,0,0
7/9/2019 3:20,208,3.57,-0.056948,,,,-0.056948,2.3,0,0,0,0
7/9/2019 4:20,209,3.57,-0.056944,,,,-0.056944,3.7,0,0,0,0
7/9/2019 5:20,210,3.58,-0.056934,,,,-0.056934,5.9,0,0,0,0
7/9/2019 6:20,211,3.58,-0.056986,,,,-0.056986,9.8,0,0,0,0
7/9/2019 7:20,212,3.58,-0.056992,,,,-0.056992,13.4,0,0,0,0
7/9/2019 8:20,213,3.58,-0.05685,,,,-0.05685,17.6,0,0,0,0
7/9/2019 9:20,214,3.59,-0.056866,,,,-0.056866,20.9,0,0,0,0
7/9/2019 10:20,215,3.59,-0.056862,,,,-0.056862,24.3,0,0,0,0
7/9/2019 11:20,216,3.6,-0.056829,,,,-0.056829,26.4,0,0,0,0
7/9/2019 12:20,217,3.6,-0.05694,,,,-0.05694,25.9,0,0,0,0
7/9/2019 13:20,218,3.59,-0.05714,,,,-0.05714,27.1,0,0,0,0
7/9/2019 14:20,219,3.59,-0.057201,,,,-0.057201,29.6,0,0,0,0
7/9/2019 15:20,220,3.59,-0.057323,,,,-0.057323,29,0,0,0,0
7/9/2019 16:20,221,3.59,-0.057337,,,,-0.057337,29.6,0,0,0,0
7/9/2019 17:20,222,3.58,-0.05761,,,,-0.05761,29.6,0,0,0,0
7/9/2019 18:20,223,3.58,-0.057634,,,,-0.057634,29,0,0,0,0
7/9/2019 19:20,224,3.58,-0.057714,,,,-0.057714,29.3,0,0,0,0
7/9/2019 20:20,225,3.58,-0.05776,,,,-0.05776,28.4,0,0,0,0
7/9/2019 21:20,226,3.58,-0.057814,,,,-0.057814,26.4,0,0,0,0
7/9/2019 22:20,227,3.58,-0.057808,,,,-0.057808,19.4,0,0,0,0
7/9/2019 23:20,228,3.58,-0.057753,,,,-0.057753,14.8,0,0,0,0
7/10/2019 0:20,229,3.58,-0.057718,,,,-0.057718,11.4,0,0,0,0
7/10/2019 1:20,230,3.58,-0.057659,,,,-0.057659,8,0,0,0,0
7/10/2019 2:20,231,3.58,-0.057634,,,,-0.057634,7.4,0,0,0,0
7/10/2019 3:20,232,3.58,-0.05759,,,,-0.05759,8.4,0,0,0,0
7/10/2019 4:20,233,3.58,-0.057547,,,,-0.057547,12.8,0,0,0,0
7/10/2019 5:20,234,3.58,-0.057564,,,,-0.057564,14,0,0,0,0
7/10/2019 6:20,235,3.58,-0.057577,,,,-0.057577,14.6,0,0,0,0
7/10/2019 7:20,236,3.59,-0.057381,,,,-0.057381,15.1,0,0,0,0
7/10/2019 8:20,237,3.59,-0.057686,,,,-0.057686,16.2,0,0,0,0
7/10/2019 9:20,238,3.59,-0.057335,,,,-0.057335,17.4,0,0,0,0
7/10/2019 10:20,239,3.59,-0.057291,,,,-0.057291,17.1,0,0,0,0
7/10/2019 11:20,240,3.6,-0.057634,,,,-0.057634,17.3,0,0,0,0
7/10/2019 12:20,241,3.59,-0.057343,,,,-0.057343,21.3,0,0,0,0
7/10/2019 13:20,242,3.59,-0.057463,,,,-0.057463,19.3,0,0,0,0
7/10/2019 14:20,243,3.59,-0.057716,,,,-0.057716,21.9,0,0,0,0
7/10/2019 15:20,244,3.59,-0.057535,,,,-0.057535,22.3,0,0,0,0
7/10/2019 16:20,245,3.58,-0.057724,,,,-0.057724,19.6,0,0,0,0
7/10/2019 17:20,246,3.59,-0.057539,,,,-0.057539,17.8,0,0,0,0
7/10/2019 18:20,247,3.59,-0.057539,,,,-0.057539,11,0,0,0,0
7/10/2019 19:20,248,3.58,-0.05755,,,,-0.05755,7.5,0,0,0,0
7/10/2019 20:20,249,3.58,-0.057671,,,,-0.057671,6.7,0,0,0,0
7/10/2019 21:20,250,3.58,-0.057772,,,,-0.057772,7.1,0,0,0,0
7/10/2019 22:20,251,3.58,-0.057583,,,,-0.057583,6,0,0,0,0
7/10/2019 23:20,252,3.58,-0.057648,,,,-0.057648,5.1,0,0,0,0
7/11/2019 0:20,253,3.57,-0.057615,,,,-0.057615,4.9,0,0,0,0
7/11/2019 1:20,254,3.57,-0.05755,,,,-0.05755,4.7,0,0,0,0
7/11/2019 2:20,255,3.58,-0.057695,,,,-0.057695,4.9,0,0,0,0
7/11/2019 3:20,256,3.57,-0.057693,,,,-0.057693,4.8,0,0,0,0
7/11/2019 4:20,257,3.58,-0.057673,,,,-0.057673,5.1,0,0,0,0
7/11/2019 5:20,258,3.57,-0.057581,,,,-0.057581,5.4,0,0,0,0
7/11/2019 6:20,259,3.57,-0.057583,,,,-0.057583,6,0,0,0,0
7/11/2019 7:20,260,3.58,-0.057587,,,,-0.057587,5.9,0,0,0,0
7/11/2019 8:20,261,3.58,-0.0574,,,,-0.0574,6.6,0,0,0,0
7/11/2019 9:20,262,3.58,-0.057503,,,,-0.057503,7.6,0,0,0,0
7/11/2019 10:20,263,3.58,-0.057377,,,,-0.057377,8.6,0,0,0,0
7/11/2019 11:20,264,3.58,-0.057795,,,,-0.057795,10.5,0,0,0,0
7/11/2019 12:20,265,3.58,-0.057867,,,,-0.057867,10.9,0,0,0,0
7/11/2019 13:20,266,3.59,-0.05732,,,,-0.05732,13.4,0,0,0,0
7/11/2019 14:20,267,3.58,-0.05747,,,,-0.05747,13.6,0,0,0,0
7/11/2019 15:20,268,3.59,-0.05788,,,,-0.05788,13.9,0,0,0,0
7/11/2019 16:20,269,3.58,-0.057539,,,,-0.057539,14.2,0,0,0,0
7/11/2019 17:20,270,3.59,-0.057833,,,,-0.057833,16.7,0,0,0,0
7/11/2019 18:20,271,3.58,-0.057774,,,,-0.057774,15.3,0,0,0,0
7/11/2019 19:20,272,3.59,-0.057932,,,,-0.057932,13.8,0,0,0,0
7/11/2019 20:20,273,3.59,-0.057789,,,,-0.057789,10.6,0,0,0,0
7/11/2019 21:20,274,3.58,-0.057821,,,,-0.057821,7.8,0,0,0,0
7/11/2019 22:20,275,3.58,-0.05785,,,,-0.05785,5.7,0,0,0,0
7/11/2019 23:20,276,3.58,-0.05773,,,,-0.05773,4.8,0,0,0,0
7/12/2019 0:20,277,3.58,-0.057787,,,,-0.057787,4.2,0,0,0,0
7/12/2019 1:20,278,3.57,-0.057747,,,,-0.057747,3.6,0,0,0,0
7/12/2019 2:20,279,3.57,-0.057747,,,,-0.057747,3.6,0,0,0,0
7/12/2019 3:20,280,3.57,-0.057728,,,,-0.057728,3.3,0,0,0,0
7/12/2019 4:20,281,3.57,-0.057671,,,,-0.057671,2.1,0,0,0,0
7/12/2019 5:20,282,3.57,-0.057665,,,,-0.057665,2.9,0,0,0,0
7/12/2019 6:20,283,3.57,-0.057638,,,,-0.057638,2.8,0,0,0,0
7/12/2019 7:20,284,3.57,-0.057602,,,,-0.057602,5.3,0,0,0,0
7/12/2019 8:20,285,3.57,-0.057592,,,,-0.057592,6.3,0,0,0,0
7/12/2019 9:20,286,3.57,-0.057606,,,,-0.057606,6.7,0,0,0,0
7/12/2019 10:20,287,3.58,-0.057566,,,,-0.057566,7.3,0,0,0,0
7/12/2019 11:20,288,3.57,-0.057554,,,,-0.057554,8.6,0,0,0,0
7/12/2019 12:20,289,3.57,-0.057531,,,,-0.057531,10,0,0,0,0
7/12/2019 13:20,290,3.58,-0.057495,,,,-0.057495,12.3,0,0,0,0
7/12/2019 14:20,291,3.58,-0.057514,,,,-0.057514,15.4,0,0,0,0
7/12/2019 15:20,292,3.59,-0.057632,,,,-0.057632,18.7,0,0,0,0
7/12/2019 16:20,293,3.59,-0.05764,,,,-0.05764,21.6,0,0,0,0
7/12/2019 17:20,294,3.6,-0.057718,,,,-0.057718,21.3,0,0,0,0
7/12/2019 18:20,295,3.59,-0.057804,,,,-0.057804,21.8,0,0,0,0
7/12/2019 19:20,296,3.59,-0.05792,,,,-0.05792,21.1,0,0,0,0
7/12/2019 20:20,297,3.59,-0.057949,,,,-0.057949,19.2,0,0,0,0
7/12/2019 21:20,298,3.58,-0.058037,,,,-0.058037,16.8,0,0,0,0
7/12/2019 22:20,299,3.58,-0.058075,,,,-0.058075,13,0,0,0,0
7/12/2019 23:20,300,3.58,-0.058043,,,,-0.058043,8.5,0,0,0,0
7/13/2019 0:20,301,3.58,-0.057989,,,,-0.057989,5,0,0,0,0
7/13/2019 1:20,302,3.58,-0.057907,,,,-0.057907,0.8,0,0,0,0
7/13/2019 2:20,303,3.57,-0.057863,,,,-0.057863,-0.3,0,0,0,0
7/13/2019 3:20,304,3.57,-0.057852,,,,-0.057852,-0.4,0,0,0,0
7/13/2019 4:20,305,3.57,-0.057844,,,,-0.057844,0.6,0,0,0,0
7/13/2019 5:20,306,3.56,-0.057825,,,,-0.057825,3.5,0,0,0,0
7/13/2019 6:20,307,3.57,-0.057877,,,,-0.057877,7.9,0,0,0,0
7/13/2019 7:20,308,3.57,-0.057896,,,,-0.057896,12.3,0,0,0,0
7/13/2019 8:20,309,3.58,-0.057783,,,,-0.057783,18.5,0,0,0,0
7/13/2019 9:20,310,3.58,-0.057777,,,,-0.057777,20.9,0,0,0,0
7/13/2019 10:20,311,3.59,-0.057739,,,,-0.057739,22.3,0,0,0,0
