"Plot Title: sarlab_hobo_3"
"#","Date Time, GMT-07:00","snow_depth, inches (LGR S/N: 20584852, SEN S/N: 20460899)","Current, mA (LGR S/N: 20584852, SEN S/N: 20460899)"
1,07/06/19 10:53:05 AM,110.173,0.0125
2,07/06/19 04:53:05 PM,12.314,0.0125
3,07/06/19 10:53:05 PM,10.017,0.0125
4,07/07/19 04:53:05 AM,11.880,0.0125
5,07/07/19 10:53:05 AM,11.197,0.0125
6,07/07/19 04:53:05 PM,11.693,0.0125
7,07/07/19 10:53:05 PM,11.383,0.0125
8,07/08/19 04:53:05 AM,10.948,0.0125
9,07/08/19 10:53:05 AM,11.383,0.0125
10,07/08/19 04:53:05 PM,10.762,0.0125
11,07/08/19 10:53:05 PM,10.886,0.0125
12,07/09/19 04:53:05 AM,12.190,0.0125
13,07/09/19 10:53:05 AM,11.755,0.0125
14,07/09/19 04:53:05 PM,11.942,0.0125
15,07/09/19 10:53:05 PM,12.314,0.0125
16,07/10/19 04:53:05 AM,12.190,0.0125
17,07/10/19 10:53:05 AM,10.638,0.0125
18,07/10/19 04:53:05 PM,10.017,0.0125
19,07/10/19 10:53:05 PM,11.755,0.0125
20,07/11/19 04:53:05 AM,10.762,0.0125
21,07/11/19 10:53:05 AM,10.700,0.0125
22,07/11/19 04:53:05 PM,10.824,0.0125
23,07/11/19 10:53:05 PM,11.321,0.0125
24,07/12/19 04:53:05 AM,11.135,0.0125
25,07/12/19 10:53:05 AM,11.259,0.0125
26,07/12/19 04:53:05 PM,12.252,0.0125
27,07/12/19 10:53:05 PM,10.762,0.0125
28,07/13/19 04:53:05 AM,10.514,0.0125
29,07/13/19 10:53:05 AM,11.259,0.0125
30,07/13/19 04:53:05 PM,12.190,0.0125
31,07/13/19 10:53:05 PM,12.128,0.0125
32,07/14/19 04:53:05 AM,11.755,0.0125
33,07/14/19 10:53:05 AM,11.072,0.0125
34,07/14/19 04:53:05 PM,10.886,0.0125
35,07/14/19 10:53:05 PM,11.507,0.0125
36,07/15/19 04:53:05 AM,11.755,0.0125
37,07/15/19 10:53:05 AM,11.321,0.0125
38,07/15/19 04:53:05 PM,12.128,0.0125
39,07/15/19 10:53:05 PM,11.880,0.0125
40,07/16/19 04:53:05 AM,11.818,0.0125
41,07/16/19 10:53:05 AM,10.824,0.0125
42,07/16/19 04:53:05 PM,11.259,0.0125
43,07/16/19 10:53:05 PM,10.948,0.0125
44,07/17/19 04:53:05 AM,11.072,0.0125
45,07/17/19 10:53:05 AM,10.451,0.0125
46,07/17/19 04:53:05 PM,12.687,0.0125
47,07/17/19 10:53:05 PM,11.197,0.0125
48,07/18/19 04:53:05 AM,11.383,0.0125
49,07/18/19 10:53:05 AM,11.569,0.0125
50,07/18/19 04:53:05 PM,10.079,0.0125
51,07/18/19 10:53:05 PM,11.197,0.0125
52,07/19/19 04:53:05 AM,10.948,0.0125
53,07/19/19 10:53:05 AM,9.955,0.0125
54,07/19/19 04:53:05 PM,10.948,0.0125
55,07/19/19 10:53:05 PM,10.948,0.0125
56,07/20/19 04:53:05 AM,11.135,0.0125
57,07/20/19 10:53:05 AM,11.321,0.0125
58,07/20/19 04:53:05 PM,11.383,0.0125
59,07/20/19 10:53:05 PM,11.259,0.0125
60,07/21/19 04:53:05 AM,11.072,0.0125
61,07/21/19 10:53:05 AM,12.563,0.0125
62,07/21/19 04:53:05 PM,9.582,0.0125
63,07/21/19 10:53:05 PM,11.321,0.0125
64,07/22/19 04:53:05 AM,11.197,0.0125
65,07/22/19 10:53:05 AM,11.880,0.0125
66,07/22/19 04:53:05 PM,12.314,0.0125
67,07/22/19 10:53:05 PM,10.203,0.0125
68,07/23/19 04:53:05 AM,10.948,0.0125
69,07/23/19 10:53:05 AM,11.631,0.0125
70,07/23/19 04:53:05 PM,9.706,0.0125
71,07/23/19 10:53:05 PM,10.327,0.0125
72,07/24/19 04:53:05 AM,10.389,0.0125
73,07/24/19 10:53:05 AM,9.582,0.0125
74,07/24/19 04:53:05 PM,9.893,0.0125
75,07/24/19 10:53:05 PM,10.700,0.0125
76,07/25/19 04:53:05 AM,10.141,0.0125
77,07/25/19 10:53:05 AM,10.141,0.0125
78,07/25/19 04:53:05 PM,11.197,0.0125
79,07/25/19 10:53:05 PM,9.955,0.0125
80,07/26/19 04:53:05 AM,10.141,0.0125
81,07/26/19 10:53:05 AM,9.893,0.0125
82,07/26/19 04:53:05 PM,10.451,0.0125
83,07/26/19 10:53:05 PM,10.265,0.0125
84,07/27/19 04:53:05 AM,10.700,0.0125
85,07/27/19 10:53:05 AM,10.576,0.0125
86,07/27/19 04:53:05 PM,10.389,0.0125
87,07/27/19 10:53:05 PM,9.210,0.0125
88,07/28/19 04:53:05 AM,10.265,0.0125
89,07/28/19 10:53:05 AM,10.017,0.0125
90,07/28/19 04:53:05 PM,11.631,0.0125
91,07/28/19 10:53:05 PM,10.203,0.0125
92,07/29/19 04:53:05 AM,10.700,0.0125
93,07/29/19 10:53:05 AM,11.321,0.0125
94,07/29/19 04:53:05 PM,11.569,0.0125
95,07/29/19 10:53:05 PM,10.451,0.0125
96,07/30/19 04:53:05 AM,10.638,0.0125
97,07/30/19 10:53:05 AM,10.079,0.0125
98,07/30/19 04:53:05 PM,11.072,0.0125
99,07/30/19 10:53:05 PM,10.948,0.0125
100,07/31/19 04:53:05 AM,10.762,0.0125
101,07/31/19 10:53:05 AM,10.141,0.0125
102,07/31/19 04:53:05 PM,11.321,0.0125
103,07/31/19 10:53:05 PM,10.451,0.0125
104,08/01/19 04:53:05 AM,10.638,0.0125
105,08/01/19 10:53:05 AM,9.582,0.0125
106,08/01/19 04:53:05 PM,10.762,0.0125
107,08/01/19 10:53:05 PM,10.576,0.0125
108,08/02/19 04:53:05 AM,9.831,0.0125
109,08/02/19 10:53:05 AM,11.072,0.0125
110,08/02/19 04:53:05 PM,9.768,0.0125
111,08/02/19 10:53:05 PM,11.135,0.0125
112,08/03/19 04:53:05 AM,10.514,0.0125
113,08/03/19 10:53:05 AM,11.383,0.0125
114,08/03/19 04:53:05 PM,10.141,0.0125
115,08/03/19 10:53:05 PM,10.700,0.0125
116,08/04/19 04:53:05 AM,9.210,0.0125
117,08/04/19 10:53:05 AM,8.775,0.0125
118,08/04/19 04:53:05 PM,9.831,0.0125
119,08/04/19 10:53:05 PM,11.880,0.0125
120,08/05/19 04:53:05 AM,11.321,0.0125
121,08/05/19 10:53:05 AM,10.203,0.0125
122,08/05/19 04:53:05 PM,10.514,0.0125
123,08/05/19 10:53:05 PM,10.451,0.0125
124,08/06/19 04:53:05 AM,10.700,0.0125
125,08/06/19 10:53:05 AM,11.755,0.0125
126,08/06/19 04:53:05 PM,10.451,0.0125
127,08/06/19 10:53:05 PM,11.755,0.0125
128,08/07/19 04:53:05 AM,11.693,0.0125
129,08/07/19 10:53:05 AM,11.755,0.0125
130,08/07/19 04:53:05 PM,11.010,0.0125
131,08/07/19 10:53:05 PM,11.445,0.0125
132,08/08/19 04:53:05 AM,11.321,0.0125
133,08/08/19 10:53:05 AM,11.507,0.0125
134,08/08/19 04:53:05 PM,10.203,0.0125
135,08/08/19 10:53:05 PM,9.334,0.0125
136,08/09/19 04:53:05 AM,10.451,0.0125
137,08/09/19 10:53:05 AM,10.824,0.0125
138,08/09/19 04:53:05 PM,10.638,0.0125
139,08/09/19 10:53:05 PM,10.700,0.0125
140,08/10/19 04:53:05 AM,10.700,0.0125
141,08/10/19 10:53:05 AM,11.259,0.0125
142,08/10/19 04:53:05 PM,10.638,0.0125
143,08/10/19 10:53:05 PM,10.886,0.0125
144,08/11/19 04:53:05 AM,10.389,0.0125
145,08/11/19 10:53:05 AM,10.265,0.0125
146,08/11/19 04:53:05 PM,10.079,0.0125
147,08/11/19 10:53:05 PM,9.210,0.0125
148,08/12/19 04:53:05 AM,9.831,0.0125
149,08/12/19 10:53:05 AM,10.451,0.0125
150,08/12/19 04:53:05 PM,9.644,0.0125
151,08/12/19 10:53:05 PM,10.514,0.0125
152,08/13/19 04:53:05 AM,10.327,0.0125
153,08/13/19 10:53:05 AM,9.458,0.0125
154,08/13/19 04:53:05 PM,10.017,0.0125
155,08/13/19 10:53:05 PM,9.210,0.0125
156,08/14/19 04:53:05 AM,10.327,0.0125
157,08/14/19 10:53:05 AM,10.017,0.0125
158,08/14/19 04:53:05 PM,10.017,0.0125
159,08/14/19 10:53:05 PM,10.327,0.0125
160,08/15/19 04:53:05 AM,9.706,0.0125
161,08/15/19 10:53:05 AM,10.576,0.0125
162,08/15/19 04:53:05 PM,9.396,0.0125
163,08/15/19 10:53:05 PM,9.831,0.0125
164,08/16/19 04:53:05 AM,10.576,0.0125
165,08/16/19 10:53:05 AM,9.955,0.0125
166,08/16/19 04:53:05 PM,9.334,0.0125
167,08/16/19 10:53:05 PM,10.451,0.0125
168,08/17/19 04:53:05 AM,9.520,0.0125
169,08/17/19 10:53:05 AM,9.706,0.0125
170,08/17/19 04:53:05 PM,10.017,0.0125
171,08/17/19 10:53:05 PM,9.831,0.0125
