Model,IC6656L Tilt Logger,,,,,,,,,,,,,,
Name,Tilt Logger,,,,,,,,,,,,,,
Serial Number,5119,,,,,,,,,,,,,,
Firmware Version,1.03,Software Version,1.16.0,,,,,,,,,,,,
Sampling Status,LOGGING,,,,,,,,,,,,,,
Sampling Rate,FIXED,STOP ON MEM FULL,,,,,,,,,,,,,
Current Interval,24:00:00,,,,,,,,,,,,,,
Start Time,6/8/2017,0:34:52,,,,,,,,,,,,,
Current Time,7/6/2019,10:22:34,Logger Time,7/6/2019,16:47:01,,,,,,,,,,
Number Of Sensors,2,,,,,,,,,,,,,,
Number Of Records,759,Dnl using USB,,,,,,,,,,,,,
Sensor Upload Num / Status Code,1,2A,FFFFFFFF,10633410,Bat Type LSH14Light,,WD 42,PO 0,EXT 2,BO 0,SW 255,PDI 255,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,BATTERY,Tilt 1,Tilt 2,,,,Tilt 1,Tilt 2,LOGGER TEMP,RESET,USB,RSSI,STATUS 0x,
6/8/2017 0:34,1180,3.7,-0.002098,-1024,,,,-0.002098,-1024,9.8,0,0,0,0,0x006303
6/9/2017 0:34,1181,3.5,0.005535,-1008,,,,0.005535,-1008,20.9,0,0,0,0,0x006311
6/10/2017 0:34,1182,3.5,-0.308802,-656,,,,-0.308802,-656,23.3,0,0,0,0,0x00631F
6/11/2017 0:34,1183,3.5,-0.308847,-672,,,,-0.308847,-672,18.4,0,0,0,0,0x00632D
6/12/2017 0:34,1184,3.5,-0.308033,-688,,,,-0.308033,-688,19.1,0,0,0,0,0x00633B
6/13/2017 0:34,1185,3.5,-0.308853,-672,,,,-0.308853,-672,17.6,0,0,0,0,0x006349
6/14/2017 0:34,1186,3.4,-0.308857,-672,,,,-0.308857,-672,17.4,0,0,0,0,0x006357
6/15/2017 0:34,1187,3.4,-0.308884,-720,,,,-0.308884,-720,14.4,0,0,0,0,0x006365
6/16/2017 0:34,1188,3.4,-0.096756,-992,,,,-0.096756,-992,15,0,0,0,0,0x006373
6/17/2017 0:34,1189,3.4,-0.094913,-976,,,,-0.094913,-976,12,0,0,0,0,0x006381
6/18/2017 0:34,1190,3.4,-0.094429,-976,,,,-0.094429,-976,11.4,0,0,0,0,0x00638F
6/19/2017 0:34,1191,3.4,-0.095766,-976,,,,-0.095766,-976,13.1,0,0,0,0,0x00639D
6/20/2017 0:34,1192,3.4,-0.093596,-992,,,,-0.093596,-992,15.1,0,0,0,0,0x0063AB
6/21/2017 0:34,1193,3.4,-0.093616,-976,,,,-0.093616,-976,16,0,0,0,0,0x0063B9
6/22/2017 0:34,1194,3.4,-0.09318,-976,,,,-0.09318,-976,13,0,0,0,0,0x0063C7
6/23/2017 0:34,1195,3.4,-0.099644,-976,,,,-0.099644,-976,13.4,0,0,0,0,0x0063D5
6/24/2017 0:34,1196,3.4,-0.098921,-976,,,,-0.098921,-976,13.8,0,0,0,0,0x0063E3
6/25/2017 0:34,1197,3.4,-0.098848,-992,,,,-0.098848,-992,14.6,0,0,0,0,0x0063F1
6/26/2017 0:34,1198,3.4,-0.096039,-992,,,,-0.096039,-992,14.5,0,0,0,0,0x0063FF
6/27/2017 0:34,1199,3.4,-0.095957,-976,,,,-0.095957,-976,14.9,0,0,0,0,0x00640D
6/28/2017 0:34,1200,3.4,-0.090384,-992,,,,-0.090384,-992,14.8,0,0,0,0,0x00641B
6/29/2017 0:34,1201,3.4,-0.093702,-992,,,,-0.093702,-992,15.3,0,0,0,0,0x006429
6/30/2017 0:34,1202,3.4,-0.094391,-992,,,,-0.094391,-992,15.8,0,0,0,0,0x006437
7/1/2017 0:34,1203,3.4,-0.094128,-976,,,,-0.094128,-976,16,0,0,0,0,0x006445
7/2/2017 0:34,1204,3.4,-0.094086,-976,,,,-0.094086,-976,15.2,0,0,0,0,0x006453
7/3/2017 0:34,1205,3.4,-0.092705,-976,,,,-0.092705,-976,15.8,0,0,0,0,0x006461
7/4/2017 0:34,1206,3.4,-0.092869,-992,,,,-0.092869,-992,16.3,0,0,0,0,0x00646F
7/5/2017 0:34,1207,3.4,-0.09226,-976,,,,-0.09226,-976,15.7,0,0,0,0,0x00647D
7/6/2017 0:34,1208,3.4,-0.089922,-976,,,,-0.089922,-976,17.6,0,0,0,0,0x00648B
7/7/2017 0:34,1209,3.4,-0.065044,-976,,,,-0.065044,-976,21.1,0,0,0,0,0x006499
7/8/2017 0:34,1210,3.4,0.036003,-1024,,,,0.036003,-1024,24.8,0,0,0,0,0x0064A7
7/9/2017 0:34,1211,3.4,-0.173353,-960,,,,-0.173353,-960,24.4,0,0,0,0,0x0064B5
7/10/2017 0:34,1212,3.4,-0.013514,-1008,,,,-0.013514,-1008,21.4,0,0,0,0,0x0064C3
7/11/2017 0:34,1213,3.4,-0.011234,-1008,,,,-0.011234,-1008,19.8,0,0,0,0,0x0064D1
7/12/2017 0:34,1214,3.4,-0.011261,-1008,,,,-0.011261,-1008,18.8,0,0,0,0,0x0064DF
7/13/2017 0:34,1215,3.4,-0.011246,-1008,,,,-0.011246,-1008,19.3,0,0,0,0,0x0064ED
7/14/2017 0:34,1216,3.4,-0.012104,-1008,,,,-0.012104,-1008,17.9,0,0,0,0,0x0064FB
7/15/2017 0:34,1217,3.4,-0.012045,-992,,,,-0.012045,-992,18.1,0,0,0,0,0x006513
7/16/2017 0:34,1218,3.4,-0.01214,-1008,,,,-0.01214,-1008,18.1,0,0,0,0,0x006521
7/17/2017 0:34,1219,3.4,-0.012264,-1008,,,,-0.012264,-1008,17.5,0,0,0,0,0x00652F
7/18/2017 0:34,1220,3.4,-0.012547,-1008,,,,-0.012547,-1008,14.3,0,0,0,0,0x00653D
7/19/2017 0:34,1221,3.4,-0.012693,-992,,,,-0.012693,-992,15.2,0,0,0,0,0x00654B
7/20/2017 0:34,1222,3.4,-0.012428,-1008,,,,-0.012428,-1008,15.7,0,0,0,0,0x006559
7/21/2017 0:34,1223,3.4,-0.015278,-1008,,,,-0.015278,-1008,16.6,0,0,0,0,0x006567
7/22/2017 0:34,1224,3.4,-0.015209,-992,,,,-0.015209,-992,16.2,0,0,0,0,0x006575
7/23/2017 0:34,1225,3.4,-0.015152,-1008,,,,-0.015152,-1008,17.1,0,0,0,0,0x006583
7/24/2017 0:34,1226,3.4,-0.010458,-1008,,,,-0.010458,-1008,15.7,0,0,0,0,0x006591
7/25/2017 0:34,1227,3.4,-0.008657,-1008,,,,-0.008657,-1008,17.3,0,0,0,0,0x00659F
7/26/2017 0:34,1228,3.4,-0.005665,-992,,,,-0.005665,-992,17.7,0,0,0,0,0x0065AD
7/27/2017 0:34,1229,3.4,-0.005568,-1008,,,,-0.005568,-1008,17.7,0,0,0,0,0x0065BB
7/28/2017 0:34,1230,3.4,-0.005558,-1008,,,,-0.005558,-1008,17.4,0,0,0,0,0x0065C9
7/29/2017 0:34,1231,3.4,-0.005268,-1008,,,,-0.005268,-1008,15.6,0,0,0,0,0x0065D7
7/30/2017 0:34,1232,3.4,-0.005198,-1008,,,,-0.005198,-1008,14.6,0,0,0,0,0x0065E5
7/31/2017 0:34,1233,3.4,-0.005146,-992,,,,-0.005146,-992,14.1,0,0,0,0,0x0065F3
8/1/2017 0:34,1234,3.4,-0.001089,-1008,,,,-0.001089,-1008,16.9,0,0,0,0,0x006601
8/2/2017 0:34,1235,3.4,-0.047159,-992,,,,-0.047159,-992,18.6,0,0,0,0,0x00660F
8/3/2017 0:34,1236,3.4,-0.009991,-1008,,,,-0.009991,-1008,18.8,0,0,0,0,0x00661D
8/4/2017 0:34,1237,3.4,0.048721,-992,,,,0.048721,-992,18.6,0,0,0,0,0x00662B
8/5/2017 0:34,1238,3.4,-0.040056,-992,,,,-0.040056,-992,20.3,0,0,0,0,0x006639
8/6/2017 0:34,1239,3.4,0.00004,-1008,,,,0.00004,-1008,20.3,0,0,0,0,0x006647
8/7/2017 0:34,1240,3.4,-0.041784,-992,,,,-0.041784,-992,19,0,0,0,0,0x006655
8/8/2017 0:34,1241,3.4,-0.011786,-992,,,,-0.011786,-992,19.1,0,0,0,0,0x006663
8/9/2017 0:34,1242,3.4,-0.009224,-1008,,,,-0.009224,-1008,21.5,0,0,0,0,0x006671
8/10/2017 0:34,1243,3.4,-0.012331,-992,,,,-0.012331,-992,21.6,0,0,0,0,0x00667F
8/11/2017 0:34,1244,3.4,-0.032915,-992,,,,-0.032915,-992,21.8,0,0,0,0,0x00668D
8/12/2017 0:34,1245,3.4,-0.033155,-1008,,,,-0.033155,-1008,21.6,0,0,0,0,0x00669B
8/13/2017 0:34,1246,3.4,-0.033255,-992,,,,-0.033255,-992,21.3,0,0,0,0,0x0066A9
8/14/2017 0:34,1247,3.4,-0.033045,-992,,,,-0.033045,-992,21.9,0,0,0,0,0x0066B7
8/15/2017 0:34,1248,3.4,-0.033142,-992,,,,-0.033142,-992,21.9,0,0,0,0,0x0066C5
8/16/2017 0:34,1249,3.4,-0.024317,-1008,,,,-0.024317,-1008,21.6,0,0,0,0,0x0066D3
8/17/2017 0:34,1250,3.4,-0.024128,-1008,,,,-0.024128,-1008,21.5,0,0,0,0,0x0066E1
8/18/2017 0:34,1251,3.4,-0.02417,-1008,,,,-0.02417,-1008,21.5,0,0,0,0,0x0066EF
8/19/2017 0:34,1252,3.4,0.097086,-1024,,,,0.097086,-1024,21.3,0,0,0,0,0x0066FD
8/20/2017 0:34,1253,3.4,0.1064,-1040,,,,0.1064,-1040,21.3,0,0,0,0,0x00670B
8/21/2017 0:34,1254,3.4,0.10952,-1040,,,,0.10952,-1040,22.3,0,0,0,0,0x006723
8/22/2017 0:34,1255,3.4,0.110647,-1040,,,,0.110647,-1040,21.3,0,0,0,0,0x006731
8/23/2017 0:34,1256,3.4,0.111074,-1024,,,,0.111074,-1024,21.3,0,0,0,0,0x00673F
8/24/2017 0:34,1257,3.4,0.112202,-1040,,,,0.112202,-1040,21.1,0,0,0,0,0x00674D
8/25/2017 0:34,1258,3.4,0.113245,-1040,,,,0.113245,-1040,20.7,0,0,0,0,0x00675B
8/26/2017 0:34,1259,3.4,0.114031,-1040,,,,0.114031,-1040,20.4,0,0,0,0,0x006769
8/27/2017 0:34,1260,3.4,0.114672,-1040,,,,0.114672,-1040,20.7,0,0,0,0,0x006777
8/28/2017 0:34,1261,3.4,0.115059,-1040,,,,0.115059,-1040,21.3,0,0,0,0,0x006785
8/29/2017 0:34,1262,3.4,0.116541,-1040,,,,0.116541,-1040,21,0,0,0,0,0x006793
8/30/2017 0:34,1263,3.4,0.116779,-1040,,,,0.116779,-1040,20.9,0,0,0,0,0x0067A1
8/31/2017 0:34,1264,3.4,0.116886,-1040,,,,0.116886,-1040,20.9,0,0,0,0,0x0067AF
9/1/2017 0:34,1265,3.4,0.161175,-1056,,,,0.161175,-1056,19.8,0,0,0,0,0x0067BD
9/2/2017 0:34,1266,3.4,0.025934,-1008,,,,0.025934,-1008,19.8,0,0,0,0,0x0067CB
9/3/2017 0:34,1267,3.4,0.025679,-1008,,,,0.025679,-1008,19.9,0,0,0,0,0x0067D9
9/4/2017 0:34,1268,3.4,0.025269,-1008,,,,0.025269,-1008,19.6,0,0,0,0,0x0067E7
9/5/2017 0:34,1269,3.4,0.016535,-1008,,,,0.016535,-1008,19.9,0,0,0,0,0x0067F5
9/6/2017 0:34,1270,3.4,0.01646,-1008,,,,0.01646,-1008,20,0,0,0,0,0x006803
9/7/2017 0:34,1271,3.4,0.016481,-1008,,,,0.016481,-1008,20.1,0,0,0,0,0x006811
9/8/2017 0:34,1272,3.4,0.016405,-1008,,,,0.016405,-1008,20.1,0,0,0,0,0x00681F
9/9/2017 0:34,1273,3.4,0.016928,-1008,,,,0.016928,-1008,19.6,0,0,0,0,0x00682D
9/10/2017 0:34,1274,3.4,0.017073,-1008,,,,0.017073,-1008,20.3,0,0,0,0,0x00683B
9/11/2017 0:34,1275,3.4,0.017107,-1008,,,,0.017107,-1008,20.4,0,0,0,0,0x006849
9/12/2017 0:34,1276,3.4,0.016888,-1008,,,,0.016888,-1008,20.8,0,0,0,0,0x006857
9/13/2017 0:34,1277,3.4,0.016695,-1008,,,,0.016695,-1008,20.9,0,0,0,0,0x006865
9/14/2017 0:34,1278,3.4,0.016607,-1008,,,,0.016607,-1008,21.6,0,0,0,0,0x006873
9/15/2017 0:34,1279,3.4,0.017645,-1008,,,,0.017645,-1008,21.6,0,0,0,0,0x006881
9/16/2017 0:34,1280,3.4,0.017855,-1024,,,,0.017855,-1024,21.1,0,0,0,0,0x00688F
9/17/2017 0:34,1281,3.4,0.018045,-1008,,,,0.018045,-1008,21.8,0,0,0,0,0x00689D
9/18/2017 0:34,1282,3.4,0.018026,-1024,,,,0.018026,-1024,22.6,0,0,0,0,0x0068AB
9/19/2017 0:34,1283,3.4,0.018101,-1008,,,,0.018101,-1008,21.5,0,0,0,0,0x0068B9
9/20/2017 0:34,1284,3.4,0.018467,-1008,,,,0.018467,-1008,21.3,0,0,0,0,0x0068C7
9/21/2017 0:34,1285,3.4,0.01869,-1008,,,,0.01869,-1008,21.8,0,0,0,0,0x0068D5
9/22/2017 0:34,1286,3.4,0.018808,-1008,,,,0.018808,-1008,21.8,0,0,0,0,0x0068E3
9/23/2017 0:34,1287,3.4,0.019285,-1008,,,,0.019285,-1008,21.6,0,0,0,0,0x0068F1
9/24/2017 0:34,1288,3.4,0.019278,-1008,,,,0.019278,-1008,22,0,0,0,0,0x0068FF
9/25/2017 0:34,1289,3.4,0.019302,-1008,,,,0.019302,-1008,23.2,0,0,0,0,0x00690D
9/26/2017 0:34,1290,3.4,0.019373,-1008,,,,0.019373,-1008,21.9,0,0,0,0,0x00691B
9/27/2017 0:34,1291,3.4,0.019419,-1024,,,,0.019419,-1024,21.5,0,0,0,0,0x006933
9/28/2017 0:34,1292,3.4,0.019375,-1008,,,,0.019375,-1008,21.3,0,0,0,0,0x006941
9/29/2017 0:34,1293,3.4,0.019707,-1008,,,,0.019707,-1008,19.9,0,0,0,0,0x00694F
9/30/2017 0:34,1294,3.4,0.019941,-1008,,,,0.019941,-1008,19.4,0,0,0,0,0x00695D
10/1/2017 0:34,1295,3.4,0.020212,-1008,,,,0.020212,-1008,19.6,0,0,0,0,0x00696B
10/2/2017 0:34,1296,3.4,0.020338,-1008,,,,0.020338,-1008,19.2,0,0,0,0,0x006979
10/3/2017 0:34,1297,3.4,0.020641,-1008,,,,0.020641,-1008,19.8,0,0,0,0,0x006987
10/4/2017 0:34,1298,3.4,-0.006212,-1008,,,,-0.006212,-1008,20.4,0,0,0,0,0x006995
10/5/2017 0:34,1299,3.4,-0.005947,-1008,,,,-0.005947,-1008,20.8,0,0,0,0,0x0069A3
10/6/2017 0:34,1300,3.4,-0.005571,-1008,,,,-0.005571,-1008,21,0,0,0,0,0x0069B1
10/7/2017 0:34,1301,3.4,-0.005297,-992,,,,-0.005297,-992,20.7,0,0,0,0,0x0069BF
10/8/2017 0:34,1302,3.4,-0.005285,-1008,,,,-0.005285,-1008,20.6,0,0,0,0,0x0069CD
10/9/2017 0:34,1303,3.4,-0.005056,-1008,,,,-0.005056,-1008,21.2,0,0,0,0,0x0069DB
10/10/2017 0:34,1304,3.4,-0.00486,-1008,,,,-0.00486,-1008,20.8,0,0,0,0,0x0069E9
10/11/2017 0:34,1305,3.4,-0.004519,-1008,,,,-0.004519,-1008,20.9,0,0,0,0,0x0069F7
10/12/2017 0:34,1306,3.4,-0.004057,-1008,,,,-0.004057,-1008,20.9,0,0,0,0,0x006A05
10/13/2017 0:34,1307,3.4,-0.003849,-1008,,,,-0.003849,-1008,20.1,0,0,0,0,0x006A13
10/14/2017 0:34,1308,3.4,-0.003796,-1008,,,,-0.003796,-1008,20.5,0,0,0,0,0x006A21
10/15/2017 0:34,1309,3.4,-0.003761,-992,,,,-0.003761,-992,20.3,0,0,0,0,0x006A2F
10/16/2017 0:34,1310,3.4,-0.00408,-1008,,,,-0.00408,-1008,20.5,0,0,0,0,0x006A3D
10/17/2017 0:34,1311,3.4,-0.003431,-992,,,,-0.003431,-992,19.3,0,0,0,0,0x006A4B
10/18/2017 0:34,1312,3.4,-0.003546,-992,,,,-0.003546,-992,21.5,0,0,0,0,0x006A59
10/19/2017 0:34,1313,3.4,-0.003447,-1024,,,,-0.003447,-1024,22.4,0,0,0,0,0x006A67
10/20/2017 0:34,1314,3.4,-0.003384,-1008,,,,-0.003384,-1008,22.7,0,0,0,0,0x006A75
10/21/2017 0:34,1315,3.4,-0.003172,-1008,,,,-0.003172,-1008,22.6,0,0,0,0,0x006A83
10/22/2017 0:34,1316,3.4,-0.003016,-1008,,,,-0.003016,-1008,22.7,0,0,0,0,0x006A91
10/23/2017 0:34,1317,3.4,-0.002914,-1008,,,,-0.002914,-1008,22.9,0,0,0,0,0x006A9F
10/24/2017 0:34,1318,3.4,-0.003008,-1008,,,,-0.003008,-1008,23.6,0,0,0,0,0x006AAD
10/25/2017 0:34,1319,3.4,-0.00308,-1008,,,,-0.00308,-1008,23.8,0,0,0,0,0x006ABB
10/26/2017 0:34,1320,3.4,-0.002817,-1008,,,,-0.002817,-1008,22.7,0,0,0,0,0x006AC9
10/27/2017 0:34,1321,3.4,-0.002672,-1008,,,,-0.002672,-1008,21.9,0,0,0,0,0x006AD7
10/28/2017 0:34,1322,3.4,-0.002449,-1008,,,,-0.002449,-1008,21.4,0,0,0,0,0x006AE5
10/29/2017 0:34,1323,3.4,-0.002481,-1008,,,,-0.002481,-1008,21.7,0,0,0,0,0x006AF3
10/30/2017 0:34,1324,3.4,-0.002504,-1008,,,,-0.002504,-1008,20.4,0,0,0,0,0x006B01
10/31/2017 0:34,1325,3.4,-0.002516,-1008,,,,-0.002516,-1008,20.9,0,0,0,0,0x006B0F
11/1/2017 0:34,1326,3.4,-0.002071,-1008,,,,-0.002071,-1008,21.3,0,0,0,0,0x006B1D
11/2/2017 0:34,1327,3.4,-0.001898,-1008,,,,-0.001898,-1008,21.6,0,0,0,0,0x006B2B
11/3/2017 0:34,1328,3.4,-0.002106,-992,,,,-0.002106,-992,21.9,0,0,0,0,0x006B43
11/4/2017 0:34,1329,3.4,-0.001713,-992,,,,-0.001713,-992,21.2,0,0,0,0,0x006B51
11/5/2017 0:34,1330,3.4,-0.001585,-1008,,,,-0.001585,-1008,20.3,0,0,0,0,0x006B5F
11/6/2017 0:34,1331,3.4,-0.00174,-1008,,,,-0.00174,-1008,19.4,0,0,0,0,0x006B6D
11/7/2017 0:34,1332,3.4,-0.001583,-1008,,,,-0.001583,-1008,20.7,0,0,0,0,0x006B7B
11/8/2017 0:34,1333,3.4,-0.001492,-1008,,,,-0.001492,-1008,20.8,0,0,0,0,0x006B89
11/9/2017 0:34,1334,3.4,-0.001431,-1008,,,,-0.001431,-1008,20.9,0,0,0,0,0x006B97
11/10/2017 0:34,1335,3.4,-0.001469,-1008,,,,-0.001469,-1008,21.5,0,0,0,0,0x006BA5
11/11/2017 0:34,1336,3.4,-0.001148,-992,,,,-0.001148,-992,21,0,0,0,0,0x006BB3
11/12/2017 0:34,1337,3.4,-0.001024,-1008,,,,-0.001024,-1008,19.6,0,0,0,0,0x006BC1
11/13/2017 0:34,1338,3.4,-0.000971,-992,,,,-0.000971,-992,17.2,0,0,0,0,0x006BCF
11/14/2017 0:34,1339,3.4,-0.00099,-1008,,,,-0.00099,-1008,20.3,0,0,0,0,0x006BDD
11/15/2017 0:34,1340,3.4,-0.000998,-1008,,,,-0.000998,-1008,20.8,0,0,0,0,0x006BEB
11/16/2017 0:34,1341,3.4,-0.001131,-992,,,,-0.001131,-992,20.6,0,0,0,0,0x006BF9
11/17/2017 0:34,1342,3.4,-0.001196,-992,,,,-0.001196,-992,20.9,0,0,0,0,0x006C07
11/18/2017 0:34,1343,3.4,-0.000986,-1008,,,,-0.000986,-1008,20.8,0,0,0,0,0x006C15
11/19/2017 0:34,1344,3.4,-0.001238,-1008,,,,-0.001238,-1008,19.9,0,0,0,0,0x006C23
11/20/2017 0:34,1345,3.4,-0.001045,-992,,,,-0.001045,-992,17.1,0,0,0,0,0x006C31
11/21/2017 0:34,1346,3.4,-0.000967,-992,,,,-0.000967,-992,20.2,0,0,0,0,0x006C3F
11/22/2017 0:34,1347,3.4,-0.001045,-1008,,,,-0.001045,-1008,20.6,0,0,0,0,0x006C4D
11/23/2017 0:34,1348,3.4,-0.000839,-992,,,,-0.000839,-992,20.9,0,0,0,0,0x006C5B
11/24/2017 0:34,1349,3.4,-0.000916,-1008,,,,-0.000916,-1008,20.9,0,0,0,0,0x006C69
11/25/2017 0:34,1350,3.4,-0.000998,-1008,,,,-0.000998,-1008,21.3,0,0,0,0,0x006C77
11/26/2017 0:34,1351,3.4,-0.000965,-1008,,,,-0.000965,-1008,20.9,0,0,0,0,0x006C85
11/27/2017 0:34,1352,3.4,-0.000772,-1008,,,,-0.000772,-1008,17.8,0,0,0,0,0x006C93
11/28/2017 0:34,1353,3.4,-0.000578,-1008,,,,-0.000578,-1008,20.3,0,0,0,0,0x006CA1
11/29/2017 0:34,1354,3.4,-0.000668,-1008,,,,-0.000668,-1008,21,0,0,0,0,0x006CAF
11/30/2017 0:34,1355,3.4,-0.000439,-1008,,,,-0.000439,-1008,21.1,0,0,0,0,0x006CBD
12/1/2017 0:34,1356,3.4,-0.000578,-1008,,,,-0.000578,-1008,20.9,0,0,0,0,0x006CCB
12/2/2017 0:34,1357,3.4,-0.000418,-992,,,,-0.000418,-992,20.9,0,0,0,0,0x006CD9
12/3/2017 0:34,1358,3.4,-0.000427,-1008,,,,-0.000427,-1008,20.3,0,0,0,0,0x006CE7
12/4/2017 0:34,1359,3.4,-0.00032,-1008,,,,-0.00032,-1008,18.2,0,0,0,0,0x006CF5
12/5/2017 0:34,1360,3.4,-0.000305,-1008,,,,-0.000305,-1008,20.8,0,0,0,0,0x006D03
12/6/2017 0:34,1361,3.4,-0.000565,-1008,,,,-0.000565,-1008,21.1,0,0,0,0,0x006D11
12/7/2017 0:34,1362,3.4,-0.000429,-1008,,,,-0.000429,-1008,21.1,0,0,0,0,0x006D1F
12/8/2017 0:34,1363,3.4,-0.000286,-1008,,,,-0.000286,-1008,21.6,0,0,0,0,0x006D2D
12/9/2017 0:34,1364,3.4,-0.000248,-1008,,,,-0.000248,-1008,21.1,0,0,0,0,0x006D3B
12/10/2017 0:34,1365,3.4,-0.000248,-1008,,,,-0.000248,-1008,20.4,0,0,0,0,0x006D53
12/11/2017 0:34,1366,3.4,-0.000153,-992,,,,-0.000153,-992,17.1,0,0,0,0,0x006D61
12/12/2017 0:34,1367,3.4,-0.000053,-1008,,,,-0.000053,-1008,19.2,0,0,0,0,0x006D6F
12/13/2017 0:34,1368,3.4,-0.000229,-1008,,,,-0.000229,-1008,20.9,0,0,0,0,0x006D7D
12/14/2017 0:34,1369,3.4,-0.000185,-1008,,,,-0.000185,-1008,20.3,0,0,0,0,0x006D8B
12/15/2017 0:34,1370,3.4,-0.000036,-1008,,,,-0.000036,-1008,20.6,0,0,0,0,0x006D99
12/16/2017 0:34,1371,3.4,-0.000065,-1008,,,,-0.000065,-1008,21.8,0,0,0,0,0x006DA7
12/17/2017 0:34,1372,3.4,0.000074,-992,,,,0.000074,-992,20.1,0,0,0,0,0x006DB5
12/18/2017 0:34,1373,3.4,0.000174,-1008,,,,0.000174,-1008,15.7,0,0,0,0,0x006DC3
12/19/2017 0:34,1374,3.4,0.000084,-1008,,,,0.000084,-1008,21.4,0,0,0,0,0x006DD1
12/20/2017 0:34,1375,3.4,0.000008,-1008,,,,0.000008,-1008,21.3,0,0,0,0,0x006DDF
12/21/2017 0:34,1376,3.4,0.000233,-1008,,,,0.000233,-1008,21.8,0,0,0,0,0x006DED
12/22/2017 0:34,1377,3.4,0.000298,-1008,,,,0.000298,-1008,21.4,0,0,0,0,0x006DFB
12/23/2017 0:34,1378,3.4,0.000305,-1008,,,,0.000305,-1008,20.8,0,0,0,0,0x006E09
12/24/2017 0:34,1379,3.4,0.000223,-1008,,,,0.000223,-1008,20.4,0,0,0,0,0x006E17
12/25/2017 0:34,1380,3.4,0.000389,-1008,,,,0.000389,-1008,16.6,0,0,0,0,0x006E25
12/26/2017 0:34,1381,3.4,0.000313,-1008,,,,0.000313,-1008,21.1,0,0,0,0,0x006E33
12/27/2017 0:34,1382,3.4,0.000444,-1008,,,,0.000444,-1008,20.3,0,0,0,0,0x006E41
12/28/2017 0:34,1383,3.4,0.000526,-1008,,,,0.000526,-1008,21.1,0,0,0,0,0x006E4F
12/29/2017 0:34,1384,3.4,0.000582,-992,,,,0.000582,-992,20.8,0,0,0,0,0x006E5D
12/30/2017 0:34,1385,3.4,0.000538,-992,,,,0.000538,-992,21,0,0,0,0,0x006E6B
12/31/2017 0:34,1386,3.4,0.000473,-992,,,,0.000473,-992,18.9,0,0,0,0,0x006E79
1/1/2018 0:34,1387,3.4,0.000597,-1008,,,,0.000597,-1008,15.6,0,0,0,0,0x006E87
1/2/2018 0:34,1388,3.4,0.000628,-1008,,,,0.000628,-1008,20.9,0,0,0,0,0x006E95
1/3/2018 0:34,1389,3.4,0.000538,-992,,,,0.000538,-992,22,0,0,0,0,0x006EA3
1/4/2018 0:34,1390,3.4,0.000542,-1008,,,,0.000542,-1008,21.3,0,0,0,0,0x006EB1
1/5/2018 0:34,1391,3.4,0.000469,-1008,,,,0.000469,-1008,20.1,0,0,0,0,0x006EBF
1/6/2018 0:34,1392,3.4,0.000582,-1008,,,,0.000582,-1008,19.8,0,0,0,0,0x006ECD
1/7/2018 0:34,1393,3.4,0.000662,-1008,,,,0.000662,-1008,18.4,0,0,0,0,0x006EDB
1/8/2018 0:34,1394,3.4,0.000681,-992,,,,0.000681,-992,16.6,0,0,0,0,0x006EE9
1/9/2018 0:34,1395,3.4,0.000608,-1008,,,,0.000608,-1008,21.2,0,0,0,0,0x006EF7
1/10/2018 0:34,1396,3.4,0.000742,-1008,,,,0.000742,-1008,20.7,0,0,0,0,0x006F05
1/11/2018 0:34,1397,3.4,0.000731,-1008,,,,0.000731,-1008,20.9,0,0,0,0,0x006F13
1/12/2018 0:34,1398,3.4,0.000677,-1008,,,,0.000677,-1008,20.8,0,0,0,0,0x006F21
1/13/2018 0:34,1399,3.4,0.000713,-1008,,,,0.000713,-1008,21,0,0,0,0,0x006F2F
1/14/2018 0:34,1400,3.4,0.000853,-1008,,,,0.000853,-1008,18.7,0,0,0,0,0x006F3D
1/15/2018 0:34,1401,3.4,0.000952,-1008,,,,0.000952,-1008,15.6,0,0,0,0,0x006F4B
1/16/2018 0:34,1402,3.4,0.000984,-1008,,,,0.000984,-1008,20.8,0,0,0,0,0x006F63
1/17/2018 0:34,1403,3.4,0.000944,-1008,,,,0.000944,-1008,20.2,0,0,0,0,0x006F71
1/18/2018 0:34,1404,3.4,0.000904,-1008,,,,0.000904,-1008,20.3,0,0,0,0,0x006F7F
1/19/2018 0:34,1405,3.4,0.000881,-1008,,,,0.000881,-1008,20.4,0,0,0,0,0x006F8D
1/20/2018 0:34,1406,3.4,0.000864,-1008,,,,0.000864,-1008,20.9,0,0,0,0,0x006F9B
1/21/2018 0:34,1407,3.4,0.000885,-1008,,,,0.000885,-1008,20.8,0,0,0,0,0x006FA9
1/22/2018 0:34,1408,3.4,0.000977,-1008,,,,0.000977,-1008,18.4,0,0,0,0,0x006FB7
1/23/2018 0:34,1409,3.4,0.000914,-992,,,,0.000914,-992,20.8,0,0,0,0,0x006FC5
1/24/2018 0:34,1410,3.4,0.000795,-992,,,,0.000795,-992,21.1,0,0,0,0,0x006FD3
1/25/2018 0:34,1411,3.4,0.001013,-992,,,,0.001013,-992,20.3,0,0,0,0,0x006FE1
