Model,IC6656L Tilt Logger,,,,,,,,,,,,,,
Name,Tilt Logger,,,,,,,,,,,,,,
Serial Number,5119,,,,,,,,,,,,,,
Firmware Version,1.03,Software Version,1.16.0,,,,,,,,,,,,
Sampling Status,LOGGING,,,,,,,,,,,,,,
Sampling Rate,FIXED,STOP ON MEM FULL,,,,,,,,,,,,,
Current Interval,24:00:00,,,,,,,,,,,,,,
Start Time,6/8/2017,0:34:52,,,,,,,,,,,,,
Current Time,7/6/2019,10:22:34,Logger Time,7/6/2019,16:47:01,,,,,,,,,,
Number Of Sensors,2,,,,,,,,,,,,,,
Number Of Records,759,Dnl using USB,,,,,,,,,,,,,
Sensor Upload Num / Status Code,1,2A,FFFFFFFF,10633410,Bat Type LSH14Light,,WD 42,PO 0,EXT 2,BO 0,SW 255,PDI 255,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,BATTERY,Tilt 1,Tilt 2,,,,Tilt 1,Tilt 2,LOGGER TEMP,RESET,USB,RSSI,STATUS 0x,
10/25/2019 8:16,4600,3.4,-0.018171,-960,,,,-0.018171,-960,-8.4,0,0,0,0,0x0126BF
10/25/2019 9:16,4601,3.4,-0.018122,-960,,,,-0.018122,-960,-8.4,0,0,0,0,0x0126CD
10/25/2019 10:16,4602,3.4,-0.018049,-960,,,,-0.018049,-960,-8,0,0,0,0,0x0126DB
10/25/2019 11:16,4603,3.4,-0.017994,-944,,,,-0.017994,-944,-7.5,0,0,0,0,0x0126F3
10/25/2019 12:16,4604,3.4,-0.017929,-960,,,,-0.017929,-960,-6.9,0,0,0,0,0x012701
10/25/2019 13:16,4605,3.4,-0.017885,-960,,,,-0.017885,-960,-6.4,0,0,0,0,0x01270F
10/25/2019 14:16,4606,3.4,-0.017845,-944,,,,-0.017845,-944,-6.1,0,0,0,0,0x01271D
10/25/2019 15:16,4607,3.4,-0.017775,-960,,,,-0.017775,-960,-5.8,0,0,0,0,0x01272B
10/25/2019 16:16,4608,3.4,-0.017744,-960,,,,-0.017744,-960,-6.4,0,0,0,0,0x012739
10/25/2019 17:16,4609,3.4,-0.017712,-960,,,,-0.017712,-960,-7.2,0,0,0,0,0x012747
10/25/2019 18:16,4610,3.4,-0.017649,-960,,,,-0.017649,-960,-8.4,0,0,0,0,0x012755
10/25/2019 19:16,4611,3.4,-0.017618,-960,,,,-0.017618,-960,-8.6,0,0,0,0,0x012763
10/25/2019 20:16,4612,3.4,-0.017546,-960,,,,-0.017546,-960,-8.1,0,0,0,0,0x012771
10/25/2019 21:16,4613,3.4,-0.017479,-960,,,,-0.017479,-960,-7.7,0,0,0,0,0x01277F
10/25/2019 22:16,4614,3.4,-0.017448,-960,,,,-0.017448,-960,-7.6,0,0,0,0,0x01278D
10/25/2019 23:16,4615,3.4,-0.017406,-960,,,,-0.017406,-960,-7.9,0,0,0,0,0x01279B
10/26/2019 0:16,4616,3.4,-0.017332,-960,,,,-0.017332,-960,-7.7,0,0,0,0,0x0127A9
10/26/2019 1:16,4617,3.4,-0.017323,-960,,,,-0.017323,-960,-9,0,0,0,0,0x0127B7
10/26/2019 2:16,4618,3.3,-0.017363,-960,,,,-0.017363,-960,-14.1,0,0,0,0,0x0127C5
10/26/2019 3:16,4619,3.3,-0.017256,-960,,,,-0.017256,-960,-11.9,0,0,0,0,0x0127D3
10/26/2019 4:16,4620,3.4,-0.01713,-960,,,,-0.01713,-960,-9.3,0,0,0,0,0x0127E1
10/26/2019 5:16,4621,3.4,-0.017076,-960,,,,-0.017076,-960,-8.5,0,0,0,0,0x0127EF
10/26/2019 6:16,4622,3.4,-0.017071,-960,,,,-0.017071,-960,-9,0,0,0,0,0x0127FD
10/26/2019 7:16,4623,3.4,-0.01701,-960,,,,-0.01701,-960,-8,0,0,0,0,0x01280B
10/26/2019 8:16,4624,3.4,-0.016968,-944,,,,-0.016968,-944,-8.1,0,0,0,0,0x012819
10/26/2019 9:16,4625,3.4,-0.016909,-960,,,,-0.016909,-960,-8.1,0,0,0,0,0x012827
10/26/2019 10:16,4626,3.4,-0.016876,-960,,,,-0.016876,-960,-8,0,0,0,0,0x012835
10/26/2019 11:16,4627,3.4,-0.016806,-960,,,,-0.016806,-960,-8.9,0,0,0,0,0x012843
10/26/2019 12:16,4628,3.4,-0.01675,-960,,,,-0.01675,-960,-8.1,0,0,0,0,0x012851
10/26/2019 13:16,4629,3.4,-0.01667,-976,,,,-0.01667,-976,-6.9,0,0,0,0,0x01285F
10/26/2019 14:16,4630,3.4,-0.016632,-960,,,,-0.016632,-960,-5.7,0,0,0,0,0x01286D
10/26/2019 15:16,4631,3.4,-0.016605,-960,,,,-0.016605,-960,-6.9,0,0,0,0,0x01287B
10/26/2019 16:16,4632,3.4,-0.016527,-944,,,,-0.016527,-944,-8.9,0,0,0,0,0x012889
10/26/2019 17:16,4633,3.4,-0.016493,-960,,,,-0.016493,-960,-9,0,0,0,0,0x012897
10/26/2019 18:16,4634,3.4,-0.016415,-960,,,,-0.016415,-960,-7.6,0,0,0,0,0x0128A5
10/26/2019 19:16,4635,3.4,-0.016363,-960,,,,-0.016363,-960,-7,0,0,0,0,0x0128B3
10/26/2019 20:16,4636,3.4,-0.016314,-960,,,,-0.016314,-960,-7.2,0,0,0,0,0x0128C1
10/26/2019 21:16,4637,3.4,-0.016352,-960,,,,-0.016352,-960,-10.2,0,0,0,0,0x0128CF
10/26/2019 22:16,4638,3.4,-0.016293,-960,,,,-0.016293,-960,-11.1,0,0,0,0,0x0128DD
10/26/2019 23:16,4639,3.4,-0.016321,-960,,,,-0.016321,-960,-12.4,0,0,0,0,0x0128EB
10/27/2019 0:16,4640,3.3,-0.016317,-944,,,,-0.016317,-944,-15.7,0,0,0,0,0x012903
10/27/2019 1:16,4641,3.3,-0.016266,-960,,,,-0.016266,-960,-15.9,0,0,0,0,0x012911
10/27/2019 2:16,4642,3.3,-0.016253,-960,,,,-0.016253,-960,-17.3,0,0,0,0,0x01291F
10/27/2019 3:16,4643,3.3,-0.016262,-960,,,,-0.016262,-960,-19.7,0,0,0,0,0x01292D
10/27/2019 4:16,4644,3.3,-0.016218,-944,,,,-0.016218,-944,-19.7,0,0,0,0,0x01293B
10/27/2019 5:16,4645,3.3,-0.016203,-944,,,,-0.016203,-944,-21.2,0,0,0,0,0x012949
10/27/2019 6:16,4646,3.3,-0.016159,-944,,,,-0.016159,-944,-20.5,0,0,0,0,0x012957
10/27/2019 7:16,4647,3.3,-0.016115,-944,,,,-0.016115,-944,-21,0,0,0,0,0x012965
10/27/2019 8:16,4648,3.3,-0.01605,-944,,,,-0.01605,-944,-20.2,0,0,0,0,0x012973
10/27/2019 9:16,4649,3.3,-0.016005,-944,,,,-0.016005,-944,-19.5,0,0,0,0,0x012981
10/27/2019 10:16,4650,3.3,-0.015917,-960,,,,-0.015917,-960,-17.4,0,0,0,0,0x01298F
10/27/2019 11:16,4651,3.3,-0.01572,-944,,,,-0.01572,-944,-12.2,0,0,0,0,0x01299D
10/27/2019 12:16,4652,3.4,-0.015631,-976,,,,-0.015631,-976,-9.2,0,0,0,0,0x0129AB
10/27/2019 13:16,4653,3.4,-0.01556,-960,,,,-0.01556,-960,-8,0,0,0,0,0x0129B9
10/27/2019 14:16,4654,3.4,-0.015408,-960,,,,-0.015408,-960,-6.1,0,0,0,0,0x0129C7
10/27/2019 15:16,4655,3.4,-0.015408,-960,,,,-0.015408,-960,-8,0,0,0,0,0x0129D5
10/27/2019 16:16,4656,3.4,-0.015366,-960,,,,-0.015366,-960,-10.6,0,0,0,0,0x0129E3
10/27/2019 17:16,4657,3.4,-0.015369,-960,,,,-0.015369,-960,-11.4,0,0,0,0,0x0129F1
10/27/2019 18:16,4658,3.4,-0.015369,-944,,,,-0.015369,-944,-13.2,0,0,0,0,0x0129FF
10/27/2019 19:16,4659,3.4,-0.015314,-944,,,,-0.015314,-944,-12.2,0,0,0,0,0x012A0D
10/27/2019 20:16,4660,3.3,-0.015272,-944,,,,-0.015272,-944,-13.3,0,0,0,0,0x012A1B
10/27/2019 21:16,4661,3.4,-0.015078,-960,,,,-0.015078,-960,-11.7,0,0,0,0,0x012A29
10/27/2019 22:16,4662,3.4,-0.01512,-944,,,,-0.01512,-944,-11.4,0,0,0,0,0x012A37
10/27/2019 23:16,4663,3.4,-0.015066,-944,,,,-0.015066,-944,-10.5,0,0,0,0,0x012A45
10/28/2019 0:16,4664,3.4,-0.014982,-944,,,,-0.014982,-944,-10.6,0,0,0,0,0x012A53
10/28/2019 1:16,4665,3.4,-0.014915,-960,,,,-0.014915,-960,-10.2,0,0,0,0,0x012A61
10/28/2019 2:16,4666,3.4,-0.014826,-960,,,,-0.014826,-960,-8.8,0,0,0,0,0x012A6F
10/28/2019 3:16,4667,3.4,-0.014494,-960,,,,-0.014494,-960,-7.8,0,0,0,0,0x012A7D
10/28/2019 4:16,4668,3.4,-0.014521,-960,,,,-0.014521,-960,-7.5,0,0,0,0,0x012A8B
10/28/2019 5:16,4669,3.4,-0.014549,-960,,,,-0.014549,-960,-7.2,0,0,0,0,0x012A99
10/28/2019 6:16,4670,3.4,-0.0144,-960,,,,-0.0144,-960,-6.9,0,0,0,0,0x012AA7
10/28/2019 7:16,4671,3.4,-0.014385,-960,,,,-0.014385,-960,-6.4,0,0,0,0,0x012AB5
10/28/2019 8:16,4672,3.4,-0.014339,-960,,,,-0.014339,-960,-6.2,0,0,0,0,0x012AC3
10/28/2019 9:16,4673,3.4,-0.01429,-960,,,,-0.01429,-960,-5.9,0,0,0,0,0x012AD1
10/28/2019 10:16,4674,3.4,-0.01417,-960,,,,-0.01417,-960,-5.4,0,0,0,0,0x012ADF
10/28/2019 11:16,4675,3.4,-0.014143,-960,,,,-0.014143,-960,-4.9,0,0,0,0,0x012AED
10/28/2019 12:16,4676,3.4,-0.014051,-960,,,,-0.014051,-960,-4.4,0,0,0,0,0x012AFB
10/28/2019 13:16,4677,3.4,-0.014067,-960,,,,-0.014067,-960,-3.9,0,0,0,0,0x012B13
10/28/2019 14:16,4678,3.4,-0.013845,-960,,,,-0.013845,-960,-3.7,0,0,0,0,0x012B21
10/28/2019 15:16,4679,3.4,-0.01392,-960,,,,-0.01392,-960,-2.9,0,0,0,0,0x012B2F
10/28/2019 16:16,4680,3.4,-0.013863,-960,,,,-0.013863,-960,-3.6,0,0,0,0,0x012B3D
10/28/2019 17:16,4681,3.4,-0.013805,-960,,,,-0.013805,-960,-3.6,0,0,0,0,0x012B4B
10/28/2019 18:16,4682,3.4,-0.013739,-960,,,,-0.013739,-960,-3,0,0,0,0,0x012B59
10/28/2019 19:16,4683,3.4,-0.01359,-960,,,,-0.01359,-960,-3.1,0,0,0,0,0x012B67
10/28/2019 20:16,4684,3.4,-0.013639,-960,,,,-0.013639,-960,-2.9,0,0,0,0,0x012B75
10/28/2019 21:16,4685,3.5,-0.013563,-960,,,,-0.013563,-960,-2.9,0,0,0,0,0x012B83
10/28/2019 22:16,4686,3.4,-0.013493,-960,,,,-0.013493,-960,-3.4,0,0,0,0,0x012B91
10/28/2019 23:16,4687,3.4,-0.01325,-960,,,,-0.01325,-960,-3.4,0,0,0,0,0x012B9F
10/29/2019 0:16,4688,3.4,-0.013275,-960,,,,-0.013275,-960,-2.7,0,0,0,0,0x012BAD
10/29/2019 1:16,4689,3.5,-0.013346,-960,,,,-0.013346,-960,-2.5,0,0,0,0,0x012BBB
10/29/2019 2:16,4690,3.5,-0.013128,-960,,,,-0.013128,-960,-2.1,0,0,0,0,0x012BC9
10/29/2019 3:16,4691,3.5,-0.013201,-960,,,,-0.013201,-960,-1.3,0,0,0,0,0x012BD7
10/29/2019 4:16,4692,3.5,-0.012899,-960,,,,-0.012899,-960,-0.3,0,0,0,0,0x012BE5
10/29/2019 5:16,4693,3.5,-0.012897,-960,,,,-0.012897,-960,0.4,0,0,0,0,0x012BF3
10/29/2019 6:16,4694,3.5,-0.012829,-960,,,,-0.012829,-960,0,0,0,0,0,0x012C01
10/29/2019 7:16,4695,3.5,-0.012823,-976,,,,-0.012823,-976,0.2,0,0,0,0,0x012C0F
10/29/2019 8:16,4696,3.5,-0.012735,-960,,,,-0.012735,-960,1.4,0,0,0,0,0x012C1D
10/29/2019 9:16,4697,3.5,-0.012627,-960,,,,-0.012627,-960,2.5,0,0,0,0,0x012C2B
10/29/2019 10:16,4698,3.5,-0.012672,-960,,,,-0.012672,-960,-1.2,0,0,0,0,0x012C39
10/29/2019 11:16,4699,3.5,-0.012556,-976,,,,-0.012556,-976,-0.2,0,0,0,0,0x012C47
10/29/2019 12:16,4700,3.5,-0.012424,-960,,,,-0.012424,-960,3.9,0,0,0,0,0x012C55
10/29/2019 13:16,4701,3.5,-0.012432,-976,,,,-0.012432,-976,1.4,0,0,0,0,0x012C63
10/29/2019 14:16,4702,3.5,-0.012396,-960,,,,-0.012396,-960,2.9,0,0,0,0,0x012C71
10/29/2019 15:16,4703,3.5,-0.012245,-976,,,,-0.012245,-976,3.1,0,0,0,0,0x012C7F
10/29/2019 16:16,4704,3.5,-0.01215,-960,,,,-0.01215,-960,2,0,0,0,0,0x012C8D
10/29/2019 17:16,4705,3.5,-0.01211,-960,,,,-0.01211,-960,1.1,0,0,0,0,0x012C9B
10/29/2019 18:16,4706,3.5,-0.012047,-960,,,,-0.012047,-960,0.4,0,0,0,0,0x012CA9
10/29/2019 19:16,4707,3.5,-0.011978,-960,,,,-0.011978,-960,1.1,0,0,0,0,0x012CB7
10/29/2019 20:16,4708,3.5,-0.011946,-960,,,,-0.011946,-960,0.1,0,0,0,0,0x012CC5
10/29/2019 21:16,4709,3.5,-0.011904,-960,,,,-0.011904,-960,-0.4,0,0,0,0,0x012CD3
10/29/2019 22:16,4710,3.5,-0.011845,-960,,,,-0.011845,-960,-0.7,0,0,0,0,0x012CE1
10/29/2019 23:16,4711,3.4,-0.011852,-976,,,,-0.011852,-976,-3.2,0,0,0,0,0x012CEF
10/30/2019 0:16,4712,3.4,-0.011833,-960,,,,-0.011833,-960,-4.8,0,0,0,0,0x012CFD
10/30/2019 1:16,4713,3.4,-0.011822,-976,,,,-0.011822,-976,-5.9,0,0,0,0,0x012D0B
10/30/2019 2:16,4714,3.4,-0.011791,-960,,,,-0.011791,-960,-6.8,0,0,0,0,0x012D23
10/30/2019 3:16,4715,3.4,-0.01177,-960,,,,-0.01177,-960,-7.1,0,0,0,0,0x012D31
10/30/2019 4:16,4716,3.4,-0.011755,-960,,,,-0.011755,-960,-8.1,0,0,0,0,0x012D3F
10/30/2019 5:16,4717,3.4,-0.011694,-960,,,,-0.011694,-960,-7.4,0,0,0,0,0x012D4D
10/30/2019 6:16,4718,3.4,-0.011652,-960,,,,-0.011652,-960,-5.9,0,0,0,0,0x012D5B
10/30/2019 7:16,4719,3.4,-0.011578,-976,,,,-0.011578,-976,-4.1,0,0,0,0,0x012D69
10/30/2019 8:16,4720,3.4,-0.011538,-960,,,,-0.011538,-960,-2.5,0,0,0,0,0x012D77
10/30/2019 9:16,4721,3.4,-0.011511,-976,,,,-0.011511,-976,-2.9,0,0,0,0,0x012D85
10/30/2019 10:16,4722,3.4,-0.011503,-976,,,,-0.011503,-976,-3.6,0,0,0,0,0x012D93
10/30/2019 11:16,4723,3.4,-0.01145,-976,,,,-0.01145,-976,-2.9,0,0,0,0,0x012DA1
10/30/2019 12:16,4724,3.5,-0.011335,-960,,,,-0.011335,-960,0,0,0,0,0,0x012DAF
10/30/2019 13:16,4725,3.5,-0.01129,-960,,,,-0.01129,-960,1.3,0,0,0,0,0x012DBD
10/30/2019 14:16,4726,3.5,-0.011183,-960,,,,-0.011183,-960,2.6,0,0,0,0,0x012DCB
10/30/2019 15:16,4727,3.5,-0.01115,-976,,,,-0.01115,-976,3.1,0,0,0,0,0x012DD9
10/30/2019 16:16,4728,3.5,-0.011135,-960,,,,-0.011135,-960,0.8,0,0,0,0,0x012DE7
10/30/2019 17:16,4729,3.5,-0.011122,-976,,,,-0.011122,-976,-0.9,0,0,0,0,0x012DF5
10/30/2019 18:16,4730,3.5,-0.01108,-960,,,,-0.01108,-960,-1.3,0,0,0,0,0x012E03
10/30/2019 19:16,4731,3.4,-0.011066,-960,,,,-0.011066,-960,-2.8,0,0,0,0,0x012E11
10/30/2019 20:16,4732,3.4,-0.010897,-960,,,,-0.010897,-960,-2.4,0,0,0,0,0x012E1F
10/30/2019 21:16,4733,3.4,-0.010639,-960,,,,-0.010639,-960,-1.7,0,0,0,0,0x012E2D
10/30/2019 22:16,4734,3.4,-0.010609,-960,,,,-0.010609,-960,-1.7,0,0,0,0,0x012E3B
10/30/2019 23:16,4735,3.4,-0.010544,-976,,,,-0.010544,-976,-1.6,0,0,0,0,0x012E49
10/31/2019 0:16,4736,3.4,-0.010485,-976,,,,-0.010485,-976,-1.8,0,0,0,0,0x012E57
10/31/2019 1:16,4737,3.4,-0.010485,-960,,,,-0.010485,-960,-2.6,0,0,0,0,0x012E65
10/31/2019 2:16,4738,3.4,-0.010529,-960,,,,-0.010529,-960,-3,0,0,0,0,0x012E73
10/31/2019 3:16,4739,3.4,-0.01033,-944,,,,-0.01033,-944,-4.1,0,0,0,0,0x012E81
10/31/2019 4:16,4740,3.4,-0.010361,-960,,,,-0.010361,-960,-3.9,0,0,0,0,0x012E8F
10/31/2019 5:16,4741,3.4,-0.010298,-960,,,,-0.010298,-960,-3.5,0,0,0,0,0x012E9D
10/31/2019 6:16,4742,3.4,-0.010275,-960,,,,-0.010275,-960,-3.6,0,0,0,0,0x012EAB
10/31/2019 7:16,4743,3.4,-0.010279,-976,,,,-0.010279,-976,-4,0,0,0,0,0x012EB9
10/31/2019 8:16,4744,3.4,-0.010296,-960,,,,-0.010296,-960,-5.8,0,0,0,0,0x012EC7
10/31/2019 9:16,4745,3.4,-0.010263,-976,,,,-0.010263,-976,-5.8,0,0,0,0,0x012ED5
10/31/2019 10:16,4746,3.4,-0.010239,-960,,,,-0.010239,-960,-7.5,0,0,0,0,0x012EE3
10/31/2019 11:16,4747,3.4,-0.010204,-960,,,,-0.010204,-960,-5.7,0,0,0,0,0x012EF1
10/31/2019 12:16,4748,3.4,-0.010166,-960,,,,-0.010166,-960,-5.6,0,0,0,0,0x012EFF
10/31/2019 13:16,4749,3.4,-0.010094,-976,,,,-0.010094,-976,-2.3,0,0,0,0,0x012F0D
10/31/2019 14:16,4750,3.4,-0.010082,-960,,,,-0.010082,-960,-0.7,0,0,0,0,0x012F1B
10/31/2019 15:16,4751,3.4,-0.010086,-960,,,,-0.010086,-960,-1.7,0,0,0,0,0x012F33
10/31/2019 16:16,4752,3.4,-0.010122,-960,,,,-0.010122,-960,-3,0,0,0,0,0x012F41
10/31/2019 17:16,4753,3.4,-0.01005,-960,,,,-0.01005,-960,-4.2,0,0,0,0,0x012F4F
10/31/2019 18:16,4754,3.4,-0.010059,-960,,,,-0.010059,-960,-4.7,0,0,0,0,0x012F5D
10/31/2019 19:16,4755,3.4,-0.010057,-960,,,,-0.010057,-960,-6.2,0,0,0,0,0x012F6B
10/31/2019 20:16,4756,3.4,-0.010059,-960,,,,-0.010059,-960,-8.6,0,0,0,0,0x012F79
10/31/2019 21:16,4757,3.4,-0.010002,-960,,,,-0.010002,-960,-6.6,0,0,0,0,0x012F87
10/31/2019 22:16,4758,3.4,-0.009977,-976,,,,-0.009977,-976,-7.1,0,0,0,0,0x012F95
10/31/2019 23:16,4759,3.4,-0.009964,-976,,,,-0.009964,-976,-7.7,0,0,0,0,0x012FA3
11/1/2019 0:16,4760,3.4,-0.009932,-976,,,,-0.009932,-976,-7.1,0,0,0,0,0x012FB1
11/1/2019 1:16,4761,3.4,-0.009935,-960,,,,-0.009935,-960,-8.3,0,0,0,0,0x012FBF
11/1/2019 2:16,4762,3.4,-0.009996,-960,,,,-0.009996,-960,-12.1,0,0,0,0,0x012FCD
11/1/2019 3:16,4763,3.3,-0.010012,-960,,,,-0.010012,-960,-14.4,0,0,0,0,0x012FDB
11/1/2019 4:16,4764,3.3,-0.009995,-944,,,,-0.009995,-944,-14.5,0,0,0,0,0x012FE9
11/1/2019 5:16,4765,3.3,-0.009996,-960,,,,-0.009996,-960,-15.4,0,0,0,0,0x012FF7
11/1/2019 6:16,4766,3.3,-0.009964,-944,,,,-0.009964,-944,-15.4,0,0,0,0,0x013005
11/1/2019 7:16,4767,3.3,-0.009977,-960,,,,-0.009977,-960,-16.6,0,0,0,0,0x013013
11/1/2019 8:16,4768,3.3,-0.009972,-960,,,,-0.009972,-960,-17.3,0,0,0,0,0x013021
11/1/2019 9:16,4769,3.3,-0.009993,-944,,,,-0.009993,-944,-18.8,0,0,0,0,0x01302F
11/1/2019 10:16,4770,3.3,-0.009962,-944,,,,-0.009962,-944,-18.3,0,0,0,0,0x01303D
11/1/2019 11:16,4771,3.3,-0.009897,-960,,,,-0.009897,-960,-16.3,0,0,0,0,0x01304B
11/1/2019 12:16,4772,3.3,-0.009817,-960,,,,-0.009817,-960,-13.6,0,0,0,0,0x013059
11/1/2019 13:16,4773,3.4,-0.009739,-944,,,,-0.009739,-944,-10.6,0,0,0,0,0x013067
11/1/2019 14:16,4774,3.4,-0.009693,-976,,,,-0.009693,-976,-9.3,0,0,0,0,0x013075
11/1/2019 15:16,4775,3.4,-0.009657,-944,,,,-0.009657,-944,-9.9,0,0,0,0,0x013083
11/1/2019 16:16,4776,3.3,-0.009663,-960,,,,-0.009663,-960,-12.4,0,0,0,0,0x013091
11/1/2019 17:16,4777,3.3,-0.009695,-960,,,,-0.009695,-960,-14.4,0,0,0,0,0x01309F
11/1/2019 18:16,4778,3.3,-0.009663,-960,,,,-0.009663,-960,-16.1,0,0,0,0,0x0130AD
11/1/2019 19:16,4779,3.3,-0.009647,-976,,,,-0.009647,-976,-16.1,0,0,0,0,0x0130BB
11/1/2019 20:16,4780,3.3,-0.009518,-960,,,,-0.009518,-960,-12.7,0,0,0,0,0x0130C9
11/1/2019 21:16,4781,3.4,-0.009459,-960,,,,-0.009459,-960,-11.4,0,0,0,0,0x0130D7
11/1/2019 22:16,4782,3.4,-0.009388,-960,,,,-0.009388,-960,-11.1,0,0,0,0,0x0130E5
11/1/2019 23:16,4783,3.4,-0.00935,-960,,,,-0.00935,-960,-10.4,0,0,0,0,0x0130F3
11/2/2019 0:16,4784,3.4,-0.009262,-960,,,,-0.009262,-960,-10,0,0,0,0,0x013101
11/2/2019 1:16,4785,3.4,-0.009228,-960,,,,-0.009228,-960,-9.4,0,0,0,0,0x01310F
11/2/2019 2:16,4786,3.4,-0.00914,-960,,,,-0.00914,-960,-8.8,0,0,0,0,0x01311D
11/2/2019 3:16,4787,3.4,-0.009081,-960,,,,-0.009081,-960,-8.3,0,0,0,0,0x01312B
11/2/2019 4:16,4788,3.4,-0.009033,-960,,,,-0.009033,-960,-7.2,0,0,0,0,0x013143
11/2/2019 5:16,4789,3.4,-0.008595,-976,,,,-0.008595,-976,-4.7,0,0,0,0,0x013151
11/2/2019 6:16,4790,3.4,-0.008583,-960,,,,-0.008583,-960,-4.3,0,0,0,0,0x01315F
11/2/2019 7:16,4791,3.4,-0.008501,-960,,,,-0.008501,-960,-4,0,0,0,0,0x01316D
11/2/2019 8:16,4792,3.4,-0.008421,-960,,,,-0.008421,-960,-4.1,0,0,0,0,0x01317B
11/2/2019 9:16,4793,3.4,-0.008375,-960,,,,-0.008375,-960,-3.9,0,0,0,0,0x013189
11/2/2019 10:16,4794,3.4,-0.008314,-960,,,,-0.008314,-960,-3.6,0,0,0,0,0x013197
11/2/2019 11:16,4795,3.4,-0.008261,-960,,,,-0.008261,-960,-4,0,0,0,0,0x0131A5
11/2/2019 12:16,4796,3.4,-0.008207,-960,,,,-0.008207,-960,-3.7,0,0,0,0,0x0131B3
11/2/2019 13:16,4797,3.4,-0.008137,-960,,,,-0.008137,-960,-3.3,0,0,0,0,0x0131C1
11/2/2019 14:16,4798,3.4,-0.008085,-960,,,,-0.008085,-960,-3.7,0,0,0,0,0x0131CF
11/2/2019 15:16,4799,3.4,-0.008034,-960,,,,-0.008034,-960,-3.6,0,0,0,0,0x0131DD
11/2/2019 16:16,4800,3.4,-0.007975,-960,,,,-0.007975,-960,-3.8,0,0,0,0,0x0131EB
11/2/2019 17:16,4801,3.4,-0.007931,-960,,,,-0.007931,-960,-4.4,0,0,0,0,0x0131F9
11/2/2019 18:16,4802,3.4,-0.007868,-960,,,,-0.007868,-960,-4.3,0,0,0,0,0x013207
11/2/2019 19:16,4803,3.4,-0.007845,-960,,,,-0.007845,-960,-4.2,0,0,0,0,0x013215
11/2/2019 20:16,4804,3.4,-0.00779,-960,,,,-0.00779,-960,-4.2,0,0,0,0,0x013223
11/2/2019 21:16,4805,3.4,-0.00775,-960,,,,-0.00775,-960,-4.6,0,0,0,0,0x013231
11/2/2019 22:16,4806,3.4,-0.0077,-976,,,,-0.0077,-976,-5.1,0,0,0,0,0x01323F
11/2/2019 23:16,4807,3.4,-0.00765,-976,,,,-0.00765,-976,-5.6,0,0,0,0,0x01324D
11/3/2019 0:16,4808,3.4,-0.007597,-960,,,,-0.007597,-960,-5.8,0,0,0,0,0x01325B
11/3/2019 1:16,4809,3.4,-0.007557,-944,,,,-0.007557,-944,-6.4,0,0,0,0,0x013269
11/3/2019 2:16,4810,3.4,-0.007504,-960,,,,-0.007504,-960,-5.8,0,0,0,0,0x013277
11/3/2019 3:16,4811,3.4,-0.007446,-960,,,,-0.007446,-960,-5.9,0,0,0,0,0x013285
11/3/2019 4:16,4812,3.4,-0.007401,-976,,,,-0.007401,-976,-5.8,0,0,0,0,0x013293
11/3/2019 5:16,4813,3.4,-0.007431,-960,,,,-0.007431,-960,-9.4,0,0,0,0,0x0132A1
11/3/2019 6:16,4814,3.4,-0.007339,-960,,,,-0.007339,-960,-7.7,0,0,0,0,0x0132AF
11/3/2019 7:16,4815,3.4,-0.007311,-960,,,,-0.007311,-960,-7.9,0,0,0,0,0x0132BD
11/3/2019 8:16,4816,3.4,-0.007265,-960,,,,-0.007265,-960,-8,0,0,0,0,0x0132CB
11/3/2019 9:16,4817,3.4,-0.0072,-960,,,,-0.0072,-960,-7.3,0,0,0,0,0x0132D9
11/3/2019 10:16,4818,3.4,-0.007151,-960,,,,-0.007151,-960,-6.9,0,0,0,0,0x0132E7
11/3/2019 11:16,4819,3.4,-0.007111,-960,,,,-0.007111,-960,-6.7,0,0,0,0,0x0132F5
11/3/2019 12:16,4820,3.4,-0.007076,-960,,,,-0.007076,-960,-7,0,0,0,0,0x013303
11/3/2019 13:16,4821,3.4,-0.007,-960,,,,-0.007,-960,-5.7,0,0,0,0,0x013311
11/3/2019 14:16,4822,3.4,-0.006939,-976,,,,-0.006939,-976,-5.6,0,0,0,0,0x01331F
11/3/2019 15:16,4823,3.4,-0.006914,-960,,,,-0.006914,-960,-6.6,0,0,0,0,0x01332D
11/3/2019 16:16,4824,3.4,-0.006939,-960,,,,-0.006939,-960,-10.1,0,0,0,0,0x01333B
11/3/2019 17:16,4825,3.4,-0.006914,-960,,,,-0.006914,-960,-12.8,0,0,0,0,0x013353
11/3/2019 18:16,4826,3.3,-0.006878,-944,,,,-0.006878,-944,-14.5,0,0,0,0,0x013361
11/3/2019 19:16,4827,3.3,-0.006771,-944,,,,-0.006771,-944,-12.8,0,0,0,0,0x01336F
11/3/2019 20:16,4828,3.3,-0.006708,-944,,,,-0.006708,-944,-11.7,0,0,0,0,0x01337D
11/3/2019 21:16,4829,3.4,-0.006653,-976,,,,-0.006653,-976,-10.1,0,0,0,0,0x01338B
11/3/2019 22:16,4830,3.4,-0.006638,-960,,,,-0.006638,-960,-10.9,0,0,0,0,0x013399
11/3/2019 23:16,4831,3.4,-0.006504,-960,,,,-0.006504,-960,-9.9,0,0,0,0,0x0133A7
